Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	1064	415	3612	994	18366	40315	838	5831	10691	16413	691	6723	730	528	510	802	607	591
Khulna	671	278	2280	688	22478	51688	4084	11146	15851	38926	230	4682	841	665	77	297	343	592
Barisal	255	83	1031	632	14546	18973	1527	4427	7221	12268	600	3544	456	660	40	202	153	245
Dhaka	2263	584	3582	1350	38249	99437	1890	9478	13690	21751	3071	7558	2940	2702	466	1377	1355	1662
Chittagong	2818	438	1635	737	23854	62546	3776	9862	15232	26940	722	4359	1964	1317	456	743	738	948
Sylhet	681	360	2602	183	11827	42597	482	9570	13706	25218	612	3181	1201	1242	387	460	969	547
Rangpur	1221	387	1423	447	16790	139181	1598	4524	8201	11569	839	4748	1012	714	76	324	310	382
Mymensingh	802	483	1120	567	9170	17122	1360	4493	5994	13532	395	3275	341	470	375	422	390	454
