Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	572	33	4792	1241	2981	29782	663	5504	8562	13633	1088	5292	569	832	117	580	529	672
Khulna	538	134	1676	880	4192	29545	2702	8704	14281	31412	1630	3784	159	622	120	365	564	430
Barisal	164	50	1251	393	835	13111	761	3945	5869	8256	1080	2587	123	368	53	245	92	346
Dhaka	2492	370	4186	1183	11900	62364	1595	6739	9351	12840	1633	6021	1186	1362	342	1019	755	1121
Chittagong	1360	121	1896	1000	1402	45681	3845	7136	12029	22262	602	3484	1022	1285	319	493	1456	751
Sylhet	213	12	2005	159	609	20556	2475	5513	7488	13130	531	2485	561	685	217	356	216	357
Rangpur	967	388	1160	456	6440	18654	1069	3852	5893	9905	236	5679	825	291	111	128	146	220
Mymensingh	280	16	685	367	1258	9129	804	2468	3443	7190	156	2691	152	367	153	233	212	357
