Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	2056	565	3489	1270	14950	42322	1000	6019	10198	15815	620	6266	1125	637	413	753	565	529
Khulna	979	496	1736	786	20551	48739	3262	11878	16619	39372	789	5800	1092	600	98	236	253	468
Barisal	273	36	1311	966	11729	27957	1632	5105	7168	12632	402	18439	326	244	36	152	217	246
Dhaka	4029	389	4661	1215	19780	96532	2728	9732	13072	20422	3304	7745	3005	1906	590	1367	1442	1834
Chittagong	2101	44	2074	1008	18250	70283	4564	9726	15460	27085	1276	5865	1831	1380	401	633	784	994
Sylhet	547	258	2830	196	9864	31525	721	6080	10378	18420	495	2942	806	688	173	369	225	432
Rangpur	1419	202	1491	481	17799	137822	1390	4606	9371	10326	482	4805	886	391	87	176	161	312
Mymensingh	601	215	951	590	8463	21284	1080	5326	6867	13591	695	3717	766	388	274	398	404	557
