Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	770	110	3212	1062	17523	39919	907	6476	10156	16489	388	5973	1121	398	146	726	723	521
Khulna	702	296	1774	1262	17860	49404	2724	11923	16077	38651	431	4224	641	784	137	267	294	529
Barisal	248	84	1018	515	13824	27798	1314	4998	7581	12502	326	2554	450	324	50	200	157	231
Dhaka	2550	512	4068	1204	41544	97074	1950	10003	14514	21928	3205	7375	2942	1666	467	1199	1243	1510
Chittagong	2415	218	1508	1052	18934	67293	2664	9334	14619	27531	1050	4403	1084	1319	316	552	626	875
Sylhet	1510	326	3874	711	9775	40596	679	9068	18740	22386	604	2939	847	777	213	420	276	465
Rangpur	1339	440	1432	495	14557	113565	1440	4880	9337	11188	453	4382	1051	358	154	215	188	322
Mymensingh	344	231	723	379	8805	16886	1113	4558	5947	12488	276	3513	671	583	434	533	486	565
