Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	885	387	3032	967	14848	38297	2015	7278	10676	15922	1162	5046	1048	597	149	574	489	427
Khulna	1039	309	1713	1944	20568	46424	4406	10744	16898	37505	48038	6618	857	611	121	378	431	511
Barisal	247	96	993	588	10278	19152	999	4287	6708	10485	70236	2254	395	837	46	190	193	418
Dhaka	1667	254	4068	1090	17295	68290	1389	9528	13814	19143	18412	7005	1996	1840	381	1144	1084	1789
Chittagong	2460	154	1503	957	14839	61161	3663	8848	15542	25640	32537	4479	1539	1612	345	672	982	966
Sylhet	689	312	2799	181	7600	26830	2933	8428	10920	18895	1570	2423	794	886	216	375	282	481
Rangpur	1302	188	1320	446	12541	64251	2070	4000	6115	9766	2861	4315	591	305	76	146	151	176
Mymensingh	326	105	659	367	6079	19862	678	3695	4489	10886	1467	3713	809	446	211	334	308	402
