Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	1040	657	2638	1006	21371	44033	1367	7387	12571	21000	1591	5002	349	534	452	710	514	610
Khulna	1126	443	1746	954	24179	29523	1565	11147	16251	38197	229	5368	424	737	276	385	333	764
Barisal	167	25	1126	678	20325	20699	1624	6110	8812	14325	843	3381	242	393	113	179	288	335
Dhaka	2620	421	6337	1591	28255	64938	2213	11915	16806	27010	2497	7281	3109	1386	364	1420	1248	1625
Chittagong	2307	235	1676	886	25508	56206	2346	12808	20070	36134	1251	4607	1601	1365	459	823	872	961
Sylhet	422	105	2511	155	11410	31430	753	8884	230167	25401	541	3849	562	1077	426	583	496	597
Rangpur	1586	371	1633	491	24168	38376	988	5986	9490	14149	196	4112	362	564	75	263	273	324
Mymensingh	547	260	966	972	11214	20161	223	4850	6888	15272	435	3578	182	470	228	398	458	447
