Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	1460	587	4232	1042	19578	49659	1179	7020	11552	19033	789	5017	720	688	528	730	539	561
Khulna	683	544	1862	1045	22398	39070	3392	11303	15744	38920	382	4822	597	1052	239	445	459	769
Barisal	461	153	931	446	15494	25244	1196	6090	8887	14990	529	2804	411	388	64	153	243	270
Dhaka	2306	798	5487	1852	25730	69326	1976	11959	16496	26349	2728	6215	2914	2041	393	1734	1421	2130
Chittagong	3534	329	1760	835	25244	63020	4310	11883	18229	33429	1096	4526	2206	2115	529	890	1018	976
Sylhet	1121	94	2582	183	11271	46124	302	8822	11708	22002	464	2486	723	1375	288	732	404	672
Rangpur	1468	375	1621	545	21709	70201	1084	5219	8160	11965	550	4245	796	539	130	334	383	431
Mymensingh	708	251	869	441	12592	21044	619	5170	7052	14626	107	3266	203	567	414	432	398	473
