Div_Name	pusti108	pusti109	pusti110	pusti111	pusti112	pusti113	pusti114	pusti115	pusti116	pusti117	pusti118	pusti119	pusti120	pusti121	pusti122	pusti123	pusti124	pusti125
Rajshahi	1455	668	3517	938	19194	41784	1063	6910	11163	18539	627	5596	631	596	497	673	577	467
Khulna	1219	426	1809	814	19636	49340	2796	11285	17085	39445	224	4229	664	713	112	245	291	455
Barisal	210	41	1093	1306	14766	24676	2060	5362	7695	12915	9288	3426	510	757	72	162	212	280
Dhaka	2689	939	4013	1552	38744	93080	1958	11613	15022	23385	4817	6406	2968	1964	404	1813	1740	2088
Chittagong	1767	960	1591	2594	24892	58878	3776	9332	15931	27464	1840	4597	1493	1156	394	724	842	990
Sylhet	413	23	2612	211	9051	41568	324	9055	12970	24623	350	3021	737	1203	245	650	430	634
Rangpur	1302	339	1462	458	27385	38277	821	4722	8901	12344	231	4120	814	557	70	210	207	273
Mymensingh	497	162	796	586	11114	18834	1338	5172	6333	13184	576	3144	280	564	411	432	379	484
