Div_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Rajshahi	14334	49488	63822	60943	124765	18486	17692	14221	12359	4734	1956	4053	3538	1297	3962	3545	3812	5400	3506	2964	3223	4616	269	993	269	474	36	96	5341	1540	14529	15194	15308	14334	16233	694	7956	1550	275	5953	8634	3270	7845	1909	2670	11941	16469	16912	16821	16714	17148	15366	13897	173	100	18	49	17	66	31	45	3122	3264	4993	27883	164027	13040	247	1318	595	2495
Khulna	12882	48712	61594	51142	112736	19742	18571	16870	12086	4085	911	2658	3217	1053	4256	3508	4503	5654	3999	3077	3940	4962	270	1736	270	345	60	48	3356	1087	10562	10859	11282	11073	10713	845	6521	1364	141	5095	10026	2534	7268	2536	2779	11973	13601	14264	14800	13445	13998	12982	12394	262	87	31	37	20	57	30	18	2761	2866	3088	32955	140482	10444	420	1040	595	5298
Barisal	6204	24478	30682	28387	59069	8224	6780	5729	4189	3343	906	1944	961	841	2310	2163	2607	2709	2150	1786	2005	2450	139	519	139	199	5	27	985	201	9643	9361	9121	7897	7792	410	3208	860	160	2611	4564	1542	3128	1292	1393	7495	9100	9356	9362	7433	8547	7750	6405	77	29	24	37	9	46	20	9	1393	1468	873	11815	65026	6925	140	353	319	1214
Dhaka	18978	84217	103195	92358	195553	33445	29941	26751	18962	6932	2155	4798	5690	1677	6724	6777	7963	9519	5705	5524	6838	7097	500	3482	500	468	47	89	5111	1568	23758	23140	22339	20447	22703	1256	10119	3076	609	6860	15385	5313	13066	3920	4240	21779	27609	28718	27692	22565	24031	22786	18961	174	93	22	39	14	53	40	16	3928	4037	3154	55928	301817	11877	538	1464	888	4841
Chittagong	20911	94880	115791	102617	218408	58149	28752	24164	19551	8932	3143	6950	2857	3109	9822	8800	9051	10621	8749	7518	7665	9041	874	4583	874	899	296	383	4262	1341	31437	31162	28776	26176	25658	609	9223	2309	504	11954	20035	6106	18605	5064	5076	24278	36428	37599	37007	32333	34116	33889	20610	283	287	52	77	18	95	60	32	4013	4200	3988	43800	237634	10981	143	1448	1114	3550
Sylhet	9975	34964	44939	41128	86067	14177	17094	9917	7797	4687	2756	2276	1089	1124	3375	3371	3754	4776	2751	4536	3148	3933	114	697	114	402	5	70	2152	691	10180	9516	9336	8854	8564	215	4175	682	122	2724	5164	2135	6957	1814	2310	8045	12316	12335	11677	10646	11801	10783	10278	111	39	70	112	38	150	21	13	1132	1306	2269	16382	82842	3938	63	428	329	1310
Rangpur	13410	50561	63971	59430	123401	17570	16886	14273	11211	5596	1119	4537	2117	1241	4434	3349	3698	5204	4100	2901	3200	4311	151	811	151	284	1	54	2973	389	13111	12987	12315	11676	13695	711	5162	946	129	4893	10930	2861	6604	1806	2504	10462	12898	13166	12526	12382	12945	9987	12757	143	38	35	59	17	76	18	14	2150	2258	2583	19744	104370	12228	170	977	545	4096
Mymensingh	8099	37773	45872	42740	88612	10720	10386	9329	6993	4661	1692	1927	1081	459	2743	2751	3142	3386	2957	2271	2628	2871	104	832	104	150	4	18	2104	413	9318	8967	8397	7215	6491	392	1999	776	326	4177	5528	1725	5181	954	1266	6773	7744	7762	7504	6025	5830	5784	8535	106	54	42	51	20	71	28	30	1575	1704	6789	14599	84473	6467	40	335	296	1496
