Div_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Rajshahi	17213	43465	60678	55228	115906	21406	20221	16622	13385	4732	1913	3900	4283	1795	4699	3946	5368	7628	4322	3643	4360	6424	323	1811	323	648	59	140	4870	1582	15023	14955	15073	14290	13533	1435	6894	1254	248	8628	16868	3292	9205	4150	3725	16247	17266	17269	17394	18423	16852	15473	15158	149	39	12	24	19	43	72	49	3093	3257	4502	36177	248244	11697	60	1149	537	2334
Khulna	15604	43610	59214	45474	104688	33147	20037	17517	13264	3717	945	2531	4046	985	4754	4340	6842	6905	5006	4601	5161	6570	603	2133	603	332	16	39	3339	857	10711	10864	11749	11138	11407	1161	4151	920	411	7746	18594	3035	7157	3022	2868	12644	13449	13407	13421	12751	14179	12512	12833	62	37	21	30	5	35	16	8	2751	2766	2996	39701	220991	9192	44	1442	525	8496
Barisal	6832	19862	26694	24377	51071	12758	7020	6037	4829	3019	753	2062	1160	822	2617	2223	2755	3433	2381	2186	2396	2903	173	909	173	218	0	30	1003	241	9153	9217	9287	8851	8344	731	5461	687	221	4023	8582	1351	4009	2271	2220	7581	9633	9571	11864	8458	8943	8191	6285	164	54	20	10	3	13	26	6	1488	1533	1132	15677	98180	5915	49	273	354	1459
Dhaka	22273	67357	89630	75481	165111	44648	40689	34330	25342	6642	1357	5763	6510	1675	10089	9026	12330	15208	10347	8438	9229	12283	940	6173	940	1223	63	171	5775	1694	25987	25308	24008	22140	23630	2004	7711	4671	721	16941	35554	9454	25736	6513	7115	30115	32436	31255	30122	27995	29029	27524	21493	269	76	61	38	12	50	31	3	4330	4414	4075	86024	455866	13047	80	1452	862	5863
Chittagong	24104	79890	103994	88105	192099	40160	31100	26200	24187	8546	3082	7409	3181	4117	10986	10356	10882	12752	10557	9168	9720	10703	604	5161	604	934	29	204	3761	1100	31047	29930	29365	27644	26447	1405	14042	2151	429	16147	30336	11992	20684	7222	6825	32590	35627	35787	35764	29923	35093	33162	21832	352	154	47	70	13	83	62	14	4326	4485	4153	59512	306207	12510	256	1354	855	4608
Sylhet	13010	30844	43854	38152	82006	14896	11498	9979	7795	4365	2622	2180	906	1290	3040	3400	3896	4777	3214	3156	3383	4320	148	943	148	313	11	58	2393	773	10901	10246	9859	9001	8665	459	5638	666	148	4077	10945	1923	4451	2216	3044	12781	13308	13180	13039	11897	13912	23262	12365	118	40	69	106	30	136	31	19	1455	1641	1802	17735	105387	3833	364	390	308	1266
Rangpur	15712	42129	57841	47140	104981	20377	17735	15067	12338	5450	1076	4228	2748	1689	4099	3614	4264	6305	3909	3060	3876	5369	351	1890	351	327	28	50	2616	715	14033	13383	12715	11462	11289	1417	5059	1033	196	7046	19009	2852	12249	3030	2970	11535	13029	13089	13738	13058	14088	10692	13987	68	37	19	41	16	57	23	6	2253	2339	3621	34660	193656	10842	166	997	590	2505
Mymensingh	9274	33881	43155	49146	92301	11981	9903	8595	6645	4285	1398	1746	1180	678	2553	2502	3025	3776	2434	2074	2858	3344	127	1348	127	144	0	17	2354	487	10246	8898	8409	7254	6797	463	3429	384	212	4335	9540	2142	5838	1468	2134	6983	7804	7713	7472	7123	6631	6929	8782	53	29	33	33	8	41	16	2	1769	1828	1540	21160	129516	6399	37	316	323	1441
