Div_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Rajshahi	15204	49421	64625	60044	124669	19108	18459	14442	12129	4983	2260	3935	3578	1280	4221	3344	3973	5562	3539	2816	3265	4539	342	908	342	604	23	75	5056	1503	14663	14655	16498	13566	15493	616	7503	1365	275	5221	10962	3264	8384	2285	3276	13271	17035	17417	17419	16321	17162	15355	14775	480	93	17	42	18	60	14	5	3465	3544	3748	33761	202965	13282	114	1269	642	2372
Khulna	15131	52865	67996	52887	120883	21258	18888	16545	11647	4346	907	2675	3117	758	4032	3423	4446	5736	3802	2948	4032	5019	124	669	124	267	59	46	3260	1064	10609	11090	11559	10755	10720	585	5587	1388	156	4877	7773	2570	7305	2064	2030	13109	14480	14766	15030	13717	14581	13421	12030	410	107	56	78	18	96	20	39	2877	3032	3249	22457	128201	8804	1192	1262	716	5179
Barisal	5898	25358	31256	29146	60402	7331	6722	5688	4121	3203	1021	1599	904	788	2165	1917	2203	2518	1904	1629	1723	2113	197	557	197	197	3	34	949	167	9483	9372	9169	7895	7738	358	3964	823	148	3593	5637	1503	3263	1341	1356	7608	9220	9487	9347	7503	8041	7699	6240	117	63	19	20	6	26	12	2	1412	1452	927	13372	72525	5860	41	391	349	1727
Dhaka	21490	85348	106838	93200	200038	39118	32984	26207	19952	7200	2580	4787	5522	1837	7670	7159	9025	11076	6379	6017	7079	8050	386	2591	386	825	227	379	5385	1577	23155	23109	22982	20463	22327	1317	12793	3823	646	8984	20594	5812	18921	2841	4574	25192	30747	32002	31771	27010	28129	24893	21674	317	171	19	59	25	84	31	23	4280	4418	3219	68412	348233	12754	1210	1490	900	4807
Chittagong	22687	97751	120438	102474	222912	30186	37131	22545	18006	8832	3056	6800	2909	3154	8420	7231	7807	10254	7329	6074	6175	7182	471	4061	471	664	66	138	3981	1049	29768	29192	27731	25312	24839	858	9082	2462	463	9752	20229	5571	17331	4600	5411	24820	34428	35338	34482	30557	31791	28387	19433	436	217	51	77	33	110	60	21	4193	4384	5289	45467	238512	12360	364	1490	1007	3549
Sylhet	10903	35314	46217	42788	89005	13560	12076	10151	7163	4946	3202	2391	1091	1169	3480	3212	3588	4797	2844	3003	3161	4142	84	940	84	364	8	74	2107	504	10118	13507	10538	9581	10368	196	6020	764	99	2627	3855	933	6461	1644	1997	11043	13228	13378	12687	11164	12034	11282	11500	177	37	71	112	33	145	21	24	1348	1538	4309	14822	83610	3969	61	400	348	1404
Rangpur	13952	51930	65882	170597	236479	29900	15154	13718	10767	6069	1296	4464	2066	1098	4189	3191	3946	4970	3629	2751	3200	3688	125	1268	125	279	13	38	2426	468	13320	12856	12701	11516	13113	700	5397	1280	125	4445	11303	3084	8247	1510	2168	10402	13860	14109	13843	12344	13917	10507	13130	196	60	30	58	35	93	28	12	2301	2434	2991	21360	101482	12436	214	934	643	3914
Mymensingh	8857	38696	47553	42732	90285	12370	9553	8537	6036	4864	1591	1848	1269	460	2473	2241	2837	3467	2229	1893	2359	3024	107	680	107	226	6	24	2166	460	7193	6987	6803	6404	6345	261	2155	654	818	4750	5933	1642	6501	899	1002	6810	7607	7666	7521	5742	5518	5539	8603	108	54	55	66	23	89	17	23	1678	1807	1406	15623	90305	6300	4	379	326	1548
