Div_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Rajshahi	16907	42826	59733	54419	114152	21447	20553	18265	14073	3999	1625	4058	4158	1855	4760	4049	5050	7418	4484	3689	4532	6717	155	2018	155	493	38	113	4613	1403	13817	13927	14719	13443	13433	1210	8360	741	153	9208	19624	3620	8579	3950	3901	15337	16151	16328	16115	17125	16684	14811	13573	78	22	6	17	16	33	21	13	3137	3204	4529	40098	272125	13132	140	1026	539	2766
Khulna	16922	44252	61174	45877	107051	22848	22320	18857	14084	3913	679	2630	4601	994	5348	5019	6251	7767	4427	3950	5458	7245	600	1756	600	481	87	75	3233	911	10160	10261	11356	11007	10856	999	4245	1034	447	7383	18399	3960	8528	3363	3423	12680	13826	14131	13770	13492	15579	12647	13163	83	61	28	42	9	51	24	13	2894	2982	3501	43029	237111	8800	62	1364	540	7278
Barisal	7318	19991	27309	24388	51697	12561	7968	6615	5268	3104	636	2053	1166	1020	2870	2519	3061	3800	2672	2348	2660	3369	174	1180	174	251	3	33	1123	310	8972	8727	9374	8716	8234	613	5285	713	181	4145	9556	2165	4821	2315	2194	7565	9443	9359	9269	8035	9068	8109	6115	83	42	10	15	10	25	19	12	1421	1477	1361	14566	98778	6731	69	291	327	1416
Dhaka	22537	67401	89938	76030	165968	44654	40928	35896	26952	6855	1356	5896	6314	1910	11563	10228	13720	16534	12019	9118	10432	13474	1426	7234	1426	997	300	266	5807	1809	26791	26252	24763	22831	23894	1713	7086	4058	629	18251	34342	10854	27699	7734	7628	30596	33705	32833	31419	30256	30786	27849	21442	373	186	13	44	26	70	25	4	4318	4417	4337	89333	1227758	2966771	277	1381	873	7329
Chittagong	25676	78901	104577	85411	189988	36795	32202	32097	24388	8449	3467	7729	3672	4639	11582	10823	11872	13378	11302	9930	10170	11768	662	5382	662	992	67	274	3838	1268	31276	29890	30511	28404	27783	1674	11091	2406	381	16780	31740	11200	21584	7079	6432	33727	37267	38310	37409	35387	35147	32022	22165	380	223	66	57	21	78	66	14	4378	4536	4872	57813	310965	12930	278	1434	922	4310
Sylhet	12793	33199	45992	41043	87035	15994	13367	11647	9491	4127	2686	2337	1025	1453	3745	3582	3954	4919	3580	3290	3510	4541	208	1300	208	306	15	100	2062	585	10891	10078	10082	9325	9097	502	5933	724	100	4871	10544	2117	7378	2205	3100	12328	13080	13131	12557	11890	13189	11717	10485	142	28	71	93	24	117	24	12	1443	1596	1852	19253	111194	4466	20	355	284	1269
Rangpur	17583	42763	60346	50569	110915	22473	18945	16356	12861	5249	882	4463	2862	1742	4982	3632	4491	6597	4785	3210	3969	5777	277	2083	277	307	28	74	2879	657	13164	12565	12182	10975	10813	1014	6805	986	172	9021	21453	3819	12922	3205	3360	11167	12527	12462	12393	12562	13416	10115	13205	72	37	23	51	17	68	26	9	2211	2314	4139	37836	213359	12367	60	1152	550	2341
Mymensingh	10691	30310	41001	39458	80459	11527	10445	9505	7463	4170	1286	2008	1224	732	2926	2600	3184	4069	2659	2279	2919	3682	131	1309	131	242	12	45	2098	557	9766	9059	8693	7669	7163	489	4193	237	71	4759	11505	2418	6204	1645	1594	6771	7629	7619	7336	7157	6521	6359	8501	46	18	14	29	9	38	23	2	1691	1754	1865	23667	131166	7436	25	354	298	1551
