Div_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Rajshahi	16371	47301	63672	57496	121168	20094	17896	15157	12231	5287	2191	4213	3823	1217	4273	3499	4230	5714	3875	2837	3535	4576	415	1353	415	522	146	198	5226	1439	14117	14964	14695	13880	14653	558	8219	1008	223	5839	11083	3331	6678	2506	3027	17493	16647	17252	17008	17134	17019	15496	15483	160	60	11	35	17	52	17	26	3101	3196	4697	29169	159692	13373	90	1214	569	2614
Khulna	15508	47037	62545	53885	116430	20436	18197	16575	11390	4696	1021	2703	3411	1079	4194	3779	4805	5829	4116	3304	4247	5188	182	1082	182	364	28	58	3093	1072	10865	10889	11865	11203	11215	490	6214	1344	176	6708	11890	3209	8332	2637	2645	12791	13964	14534	14454	13415	14359	12569	13082	149	68	41	51	19	70	28	11	2758	2867	2737	32732	154667	12659	471	1241	608	7432
Barisal	6849	22921	29770	27167	56937	7829	6887	6297	4572	3437	1063	1902	879	1063	2453	2175	2441	2838	2160	1913	2206	2414	111	663	111	191	18	34	1032	238	9205	9299	9352	8084	7516	339	2742	836	152	3196	5732	1259	3209	1331	1474	11037	12316	9536	9419	7735	8803	7750	7095	130	49	26	38	12	50	28	2	1559	1639	828	15014	77917	5108	163	306	319	1515
Dhaka	20054	78834	98888	88588	187476	41502	36721	32635	22240	7785	2144	5833	6899	1733	8699	8252	10712	13092	7045	6565	8206	9603	666	4503	666	710	239	308	4968	1648	25061	25060	24839	21724	23511	1464	8802	4494	652	10792	18229	6828	18328	4731	5078	29877	31794	32668	32112	27967	29178	26711	20991	341	92	24	38	20	58	32	31	4311	4432	3747	65887	327778	14019	224	1515	943	5014
Chittagong	22014	92991	115005	100324	215329	32719	29172	25436	19649	9581	3392	7381	3319	3242	9967	9557	9860	11774	8849	8197	8322	9918	560	3921	560	954	294	316	4302	1362	30826	30468	29439	26198	25610	875	6636	2598	591	11597	20773	6301	19612	5250	5115	34070	37927	38072	35729	33141	36569	30733	22637	546	204	52	62	22	84	44	10	4439	4575	3793	51812	261401	14065	181	1527	1117	3390
Sylhet	11226	34713	45939	42030	87969	15390	11905	10119	7577	4439	2913	2500	1026	1081	3114	3164	3528	5218	2638	2518	2950	4143	197	654	197	353	13	55	2119	508	9713	9771	10001	9040	9132	186	2714	841	149	2998	6266	1596	5325	1707	1702	12527	12259	11959	11653	10665	11411	10231	11041	64	45	66	134	31	165	37	16	1462	1680	1659	17063	88047	4636	124	464	322	1259
Rangpur	14893	46155	61048	54885	115933	18040	16125	13740	10184	6309	1300	4879	2635	1309	4236	3606	3996	5072	3748	3138	3181	4060	253	752	253	263	38	34	3400	516	12922	15910	12383	11627	13789	845	6065	1539	139	5005	10413	2859	7755	1746	2645	11486	12540	12961	12728	12207	13168	10225	13996	139	62	18	64	17	81	30	1	2211	2323	2683	23403	110384	11827	201	850	592	2191
Mymensingh	9191	33647	42838	42641	85479	12194	9654	8439	7227	4991	1708	2018	1229	508	2716	2734	3062	3813	2538	2349	2633	3402	119	931	119	231	17	27	2071	573	9272	8828	8262	7201	6649	353	1790	674	150	4279	5541	1693	5004	1194	1111	7201	7945	8022	7600	7361	7073	6080	9703	120	24	31	49	12	61	19	8	1631	1719	1486	14401	81140	5335	101	326	300	1768
