Div_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Rajshahi	16287	44878	61165	52518	113683	22784	21635	18644	14018	4228	1719	3730	4241	1651	4392	3796	4988	7295	4108	3464	4454	6551	334	1595	334	495	15	57	5030	1450	13832	13576	14155	12966	12869	949	8030	1265	249	9358	17863	3328	10033	3847	3684	16069	17052	16941	16702	18677	17277	15714	14044	117	25	13	19	17	36	20	2	3239	3297	3923	38777	273623	11806	59	1030	552	2351
Khulna	15459	45601	61060	44237	105297	22021	22244	19137	14369	3451	722	2591	4369	975	5089	4888	5460	7283	5176	4681	4979	6616	440	1719	440	396	87	56	3091	993	9622	9855	10932	10814	10826	1039	4841	1058	129	6382	17707	3663	9061	3124	2982	13042	14096	17343	13628	13216	15264	12690	12515	65	47	23	42	15	57	18	4	2988	3067	2741	42834	241087	9249	132	1336	548	6811
Barisal	6594	20289	26883	23878	50761	15265	7739	6452	4999	2962	783	2028	1106	847	2678	2225	3023	3411	2538	2047	2550	3072	162	1051	162	236	7	14	987	229	9016	8802	9350	8496	8360	561	5200	688	137	3556	8513	2024	4204	2256	2411	7685	9625	9524	9512	7879	9144	8131	5942	46	31	12	8	6	14	12	12	1449	1487	1053	14577	95179	5924	67	287	320	1473
Dhaka	21205	68995	90200	73871	164071	46208	45728	37620	27833	6626	1269	5880	6124	1852	11347	10335	13867	17277	14075	9217	10618	13272	552	7276	552	1296	231	236	5840	1803	25853	25733	24488	22401	23566	1941	7810	3997	574	17287	35060	10415	27813	7179	7434	31856	34329	33399	31512	30513	31331	28430	21632	396	110	16	50	17	67	16	12	4368	4463	3890	90601	454148	13582	63	1472	1069	6903
Chittagong	23911	80422	104333	84786	189119	35069	32662	26872	23786	8442	3377	7348	3372	3981	11456	10368	11151	13160	10818	9428	9897	12362	622	6010	622	950	67	220	3950	1121	30645	29919	30355	27887	28206	1301	11662	1745	518	15604	29864	11478	21478	7722	7783	34844	38855	38579	37734	36384	36225	31631	22167	390	128	70	34	18	52	64	10	4675	4801	4248	56414	302024	11975	249	1392	1003	4892
Sylhet	12235	33365	45600	45573	91173	16052	12784	10907	8837	4186	2654	2119	951	1337	3954	3510	3720	4885	3472	3033	3302	4543	156	1161	156	336	6	88	2076	743	10065	9835	9976	9199	9003	503	5692	665	211	5183	10468	2361	7150	2528	3844	12420	13145	15038	12654	11952	13322	11249	10721	124	40	38	100	17	117	18	13	1485	1633	1560	20162	108948	4334	32	411	315	1197
Rangpur	17175	42847	60022	47690	107712	22346	19302	16438	13274	5188	995	4142	2914	1709	4677	3595	4511	6627	4224	3385	4219	5773	286	1994	286	320	17	59	2804	619	13597	13244	12765	11499	11663	1227	6645	1091	201	8723	20069	3871	12436	3189	3096	11866	13245	13209	13289	13477	14241	10839	13090	100	34	21	43	17	60	34	8	2468	2570	3936	39336	215554	14202	70	1114	555	2403
Mymensingh	9631	31394	41025	37203	78228	10411	9910	8735	6720	4154	1221	1715	1082	705	2784	2398	2893	3794	2547	2190	2709	3404	60	1249	60	185	0	16	2251	472	9778	9216	8865	7570	7371	492	3557	348	182	5119	11165	2254	5700	1391	1595	6865	7788	7621	7470	7008	6827	6284	8468	70	28	10	29	5	34	22	8	1736	1800	1533	24858	134591	6657	39	270	287	1522
