Div_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Rajshahi	16447	44052	60499	54034	114533	20401	19488	17862	13332	5044	2242	4649	4686	1717	5281	4283	5369	7806	4602	3677	4535	6458	238	1657	238	526	1	74	5064	1430	14295	14042	14763	13982	14156	903	7250	1008	270	8153	20151	3291	9964	3504	4043	16870	17656	17224	17155	17838	16395	15273	16442	104	53	8	48	29	77	24	9	4517	4627	5820	43666	283702	11965	56	1311	556	2366
Khulna	14864	44518	59382	46277	105659	20692	19825	17715	12282	4209	795	3203	4814	957	5308	4579	5457	6971	5016	3988	4783	6330	193	1890	193	543	17	70	3403	1088	11155	10648	12542	11593	11707	1177	6251	961	284	6974	18062	4072	10160	2747	3156	14100	15273	14885	14783	14204	14660	13494	13546	89	59	29	58	16	74	14	6	4266	4360	3875	48372	271536	9088	46	1191	564	8343
Barisal	6644	20619	27263	24801	52064	8699	6649	5945	4793	3268	882	1924	994	906	2612	2226	2930	3333	2495	2226	2530	2860	97	1097	97	209	1	25	1232	343	9589	9182	9185	8438	8224	786	5129	567	276	3398	7844	1653	4597	1684	1637	8628	10214	9868	9931	8667	9240	8538	6747	51	17	13	16	12	28	15	2	2144	2189	1375	17519	101771	5445	39	345	298	1511
Dhaka	21326	66873	88199	74355	162554	39838	38112	32798	23356	9015	1580	6575	7225	2681	10447	9434	11661	15026	8877	8057	9726	11667	935	4798	935	627	54	163	5420	1495	26137	25037	24248	23806	23850	1624	6828	3977	891	12664	31212	7981	21764	6238	6169	33436	35547	35852	34608	30709	31011	29171	22454	221	71	35	38	22	60	20	10	5670	5760	4550	80243	472554	15925	178	1576	790	5699
Chittagong	23785	79726	103511	89554	193065	32292	28208	24375	22138	8972	3371	7655	3836	4113	10659	9923	10824	12439	10086	8963	9201	12329	998	5120	998	921	191	1467	4082	1361	31289	30951	30130	28488	28137	1373	9818	2100	430	15106	32779	9017	19597	6388	6277	35165	39237	39254	37764	33581	35102	32259	22122	251	184	25	62	38	100	53	21	5587	5761	4790	59604	321844	12958	225	1504	920	3767
Sylhet	11785	32550	44335	39096	83431	14073	11991	10988	9241	4857	2926	2738	1273	1269	3893	3943	4652	5504	3711	3371	3907	5038	179	940	179	328	9	89	2237	616	10222	9836	9817	9262	9338	363	3874	715	82	4614	10574	2166	7446	2789	2619	12847	13172	13207	12357	11404	11941	11174	12073	121	32	72	150	49	199	36	16	1779	2030	1957	21684	115684	3779	131	364	336	1393
Rangpur	15376	43671	59047	52543	111590	17820	16532	15408	12660	6117	1150	5185	3070	1708	4702	3737	4695	6469	4288	3231	3948	5298	178	12478	178	291	2	31	2662	637	13854	12598	12695	11741	12215	1030	5503	1219	242	7777	18222	3092	11781	2256	3172	11838	13254	12963	12549	12701	13122	10372	15078	107	168	16	73	28	101	19	13	3130	3263	4160	37229	216625	12801	73	983	609	2267
Mymensingh	9784	31722	41506	44390	85896	10413	10701	9472	7322	4578	1693	2150	1470	584	2476	2459	3256	4464	2381	2225	2939	3929	98	1133	98	183	31	39	2158	480	9380	8770	8425	7425	6853	327	2418	532	156	5026	10788	1952	5995	1578	1877	7242	8241	7868	7578	6599	6590	5959	9673	61	33	36	37	15	52	68	8	2120	2248	1894	24651	141103	7083	69	338	322	1608
