thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Atpara	178	397	575	389	964	194	297	245	209	72	27	26	17	0	27	49	85	82	26	49	75	78	0	9	0	0	0	0	47	9	309	302	279	264	276	3	203	0	0	55	172	0	216	0	119	176	208	238	210	188	180	183	142	0	0	0	0	0	0	0	0	17	17	16	374	1989	81	0	4	4	17
Kalmakanda	200	820	1020	698	1718	413	491	409	282	102	64	27	13	2	247	141	188	141	227	119	170	133	0	40	0	0	0	0	30	10	213	197	189	133	104	4	0	4	0	67	756	128	554	27	3	155	169	167	155	134	123	133	203	0	0	2	1	0	1	1	0	37	39	24	1556	4604	74	0	6	2	37
Modan	169	411	580	479	1059	221	216	184	178	118	36	15	8	5	102	58	79	101	107	43	68	103	2	10	2	0	0	0	34	17	106	108	118	111	139	19	29	0	0	154	93	12	290	120	84	76	119	108	126	91	57	89	164	6	0	0	1	0	1	0	0	18	19	28	981	5112	106	0	29	24	35
Purbadhala	438	790	1228	1189	2417	216	194	183	125	101	105	5	0	6	32	55	72	78	30	28	43	56	6	50	6	11	0	0	66	7	165	173	160	178	146	12	141	11	0	28	224	62	16	27	29	178	203	201	189	200	200	208	268	1	0	2	6	0	6	5	0	56	67	86	491	2269	125	3	6	10	19
Kendua	291	843	1134	752	1886	281	317	311	265	135	32	54	27	24	82	85	114	137	74	79	103	123	3	44	3	0	0	0	37	19	204	206	194	203	188	21	191	0	0	63	555	0	64	29	28	189	223	206	226	197	179	187	197	2	0	0	0	0	0	0	0	62	62	47	398	5252	333	0	24	12	86
Netrokona Sadar	523	907	1430	1270	2700	984	467	382	267	61	140	154	101	76	228	171	150	146	214	162	131	127	0	62	0	14	0	1	57	13	302	292	289	294	256	26	238	0	0	79	443	90	234	230	80	293	304	317	324	277	292	247	356	4	4	3	5	2	7	0	1	58	66	121	524	3950	782	6	17	14	58
Durgapur	322	808	1130	965	2095	661	290	282	248	187	70	40	25	11	122	145	136	150	128	135	135	143	0	0	0	0	0	0	43	15	379	337	358	332	383	0	0	0	0	38	171	12	0	85	2	426	479	500	522	506	525	509	296	4	0	1	3	1	4	0	0	36	40	38	196	1025	171	0	11	4	26
Barhatta	127	417	544	544	1088	130	163	158	120	67	17	17	8	3	26	31	48	66	30	21	39	60	3	11	3	0	0	0	33	0	108	101	94	82	99	3	147	3	0	46	197	15	5	19	9	133	141	146	141	92	138	96	132	0	0	0	1	0	1	1	0	27	29	28	320	2607	26	0	5	2	22
Mohonganj	149	434	583	447	1030	223	248	191	165	48	6	29	11	6	207	37	51	80	209	34	55	77	25	0	25	0	0	0	83	4	160	138	141	109	106	23	42	0	0	178	222	96	131	14	5	199	192	176	185	167	164	142	96	0	0	1	1	0	1	0	0	24	25	0	794	4077	51	0	6	7	36
Khaliajhuri	95	310	405	383	788	75	66	75	55	35	1	9	1	0	15	11	7	5	14	12	7	6	0	0	0	0	0	0	14	2	28	27	26	25	23	0	0	0	0	44	151	3	0	0	0	17	15	19	20	24	23	27	0	0	0	0	0	0	0	0	0	12	12	0	319	831	0	0	0	0	0
