thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Dherai	365	760	1125	1062	2187	170	146	100	40	206	35	94	26	0	13	13	27	90	10	17	22	58	0	4	0	1	0	0	30	12	277	279	325	317	331	3	3	2	2	57	279	1	33	3	32	390	485	490	517	389	421	429	361	0	0	0	10	1	11	5	0	52	68	57	169	866	111	0	21	7	35
Sunamganj Sadar	239	797	1036	984	2020	347	320	203	132	75	112	140	48	113	55	87	94	79	29	40	43	63	9	35	9	2	2	2	86	28	137	135	107	99	98	10	40	54	4	185	0	41	120	109	117	91	121	105	78	126	107	61	375	0	2	6	3	0	3	1	0	16	20	65	140	1628	93	0	5	7	43
Dharmapasa	323	762	1085	1076	2161	295	203	196	138	168	77	40	24	16	77	78	78	89	51	59	55	43	16	2	16	0	0	0	38	0	239	233	265	196	172	13	7	4	0	18	139	43	22	12	12	296	297	297	302	268	291	246	320	0	0	1	0	0	0	0	2	34	36	36	199	1436	244	0	0	7	32
Sulla	142	381	523	597	1120	25	25	23	15	0	0	8	0	38	8	8	12	14	8	8	14	13	0	25	0	0	0	0	4	3	0	0	0	0	0	6	66	0	1	48	52	12	0	8	8	0	0	0	0	0	0	0	107	0	0	1	4	1	5	2	0	15	22	0	240	730	1	0	9	4	16
Tahirpur	250	750	1000	685	1685	164	128	103	97	244	48	23	3	0	17	21	51	72	9	17	30	21	4	3	4	0	0	0	29	12	245	269	322	346	396	0	173	5	0	60	58	65	20	20	2	337	271	276	255	255	344	202	317	0	0	0	0	0	0	0	0	14	14	48	405	1752	116	3	22	14	27
Chhatak	421	2663	3084	3064	6148	426	275	192	138	220	38	115	28	0	89	127	152	141	88	87	85	104	0	0	0	0	0	0	5	0	414	373	435	417	428	0	67	7	0	0	316	34	47	8	21	526	559	520	533	403	384	385	401	0	0	2	0	3	3	0	0	45	48	76	161	2018	523	0	62	0	85
Jogonnathpur	278	722	1000	694	1694	205	215	232	197	181	63	67	24	18	97	88	107	128	93	85	96	117	8	25	8	0	0	0	106	41	236	233	247	240	256	3	113	0	0	89	56	20	115	16	16	344	335	331	316	288	367	309	310	0	0	2	0	1	1	2	1	41	45	39	292	1524	39	0	3	10	25
Jamalganj	166	602	768	794	1562	71	106	105	46	99	66	17	4	1	5	8	21	96	6	19	22	69	0	1	0	0	0	0	60	14	345	394	710	619	849	5	0	2	0	108	88	10	40	1	1	65	72	58	54	47	76	29	199	2	0	0	0	0	0	1	0	17	18	23	64	884	95	0	4	5	27
Bishwamvarpur	176	508	684	699	1383	74	86	87	72	99	43	11	5	0	42	59	52	52	22	17	26	35	0	0	0	1	0	0	37	3	143	150	117	120	121	0	7	61	0	36	401	0	3	18	6	135	140	134	129	129	129	122	154	1	0	0	1	0	1	0	0	15	16	21	134	720	65	0	3	3	16
Dowara Bazar	502	981	1483	1557	3040	385	429	263	241	207	129	124	15	4	67	59	64	83	68	68	60	79	19	11	19	0	0	0	22	17	331	344	331	314	271	0	46	0	0	0	156	5	76	0	0	434	399	405	383	356	400	433	363	1	1	0	8	3	11	0	0	33	44	3	67	705	40	0	0	0	0
Sadar (South)	269	719	988	808	1796	183	209	124	68	176	9	40	20	10	15	17	25	40	11	7	24	30	1	13	1	5	0	0	30	2	176	187	172	166	181	1	45	5	2	45	152	29	31	33	41	221	268	276	265	252	188	208	245	0	0	0	0	0	0	3	1	39	43	41	176	1957	83	0	1	8	59
