thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Dherai	332	626	958	1065	2023	176	163	128	106	173	21	31	25	5	27	38	53	86	22	20	47	78	5	18	5	0	0	0	40	7	286	279	288	318	314	13	162	3	0	814	219	20	91	22	145	445	442	458	481	444	463	442	274	1	1	0	6	3	9	2	0	39	50	88	295	1563	121	0	10	9	51
Sunamganj Sadar	287	744	1031	861	1892	243	204	220	169	73	112	88	27	75	86	35	52	73	67	40	42	71	6	27	6	2	0	2	118	38	242	259	214	195	205	8	129	20	1	251	252	50	23	81	61	270	311	349	321	269	213	226	298	0	1	4	2	1	3	1	0	34	38	45	201	2312	97	0	3	6	37
Dharmapasa	394	705	1099	881	1980	218	221	219	184	191	58	52	13	12	73	72	64	79	64	62	56	64	1	17	1	0	0	0	60	2	292	282	253	260	233	0	203	3	0	93	914	51	24	63	11	341	325	339	340	305	329	328	286	7	2	4	0	1	1	3	0	39	43	99	424	3184	215	6	17	11	41
Sulla	124	352	476	489	965	23	22	19	15	54	4	3	1	2	6	9	9	8	7	8	11	9	4	24	4	0	0	0	8	4	124	90	93	80	80	3	25	0	1	41	74	40	7	2	2	115	110	113	122	13	123	107	84	0	0	1	0	0	0	0	1	14	15	6	220	745	0	0	4	4	16
Tahirpur	280	330	610	892	1502	160	167	153	96	262	9	2	2	4	46	40	59	58	35	38	48	40	20	19	20	0	0	0	13	5	272	251	235	230	239	13	61	0	6	2	159	24	18	11	21	202	239	238	234	341	295	263	245	1	0	0	1	1	2	1	0	23	26	47	303	1221	27	0	7	7	25
Chhatak	426	2582	3008	2999	6007	179	179	140	126	281	2	71	30	1	46	43	84	64	25	29	71	62	0	0	0	0	0	0	11	0	411	387	370	361	351	9	20	3	0	0	366	90	22	5	29	382	361	371	377	277	254	254	417	0	0	0	2	0	2	2	0	28	32	14	143	2084	0	348	28	30	99
Jogonnathpur	315	657	972	657	1629	304	148	144	129	181	43	45	19	7	24	67	77	81	40	64	68	76	20	9	20	0	0	0	65	24	307	310	282	262	240	0	108	0	0	0	0	0	0	0	0	348	338	325	333	243	438	388	270	0	0	3	2	0	2	3	1	45	51	56	153	1444	270	0	0	0	34
Jamalganj	48	176	224	240	464	59	50	34	34	33	8	11	1	0	13	17	28	18	13	14	28	18	0	0	0	0	0	0	21	8	29	22	23	48	52	6	0	0	0	9	75	0	20	0	75	0	0	0	0	0	0	0	48	2	0	0	0	0	0	0	0	6	6	17	10	390	35	0	7	1	6
Bishwamvarpur	142	515	657	656	1313	243	88	60	32	55	73	10	0	8	10	10	12	54	10	10	13	54	0	18	0	0	0	1	44	12	86	98	107	109	112	7	62	0	0	24	245	0	15	10	8	81	108	106	113	96	101	97	135	13	1	0	1	1	2	1	0	17	20	42	64	1022	68	0	3	3	24
Dowara Bazar	463	1086	1549	1239	2788	766	425	398	311	231	83	38	48	0	101	108	113	130	103	102	102	125	0	0	0	0	0	0	34	7	350	302	276	246	219	5	6	0	5	6	232	30	96	11	15	380	300	362	344	311	454	440	374	43	4	2	2	1	3	0	3	30	36	31	59	1127	97	0	4	11	27
Sadar (South)	236	608	844	747	1591	168	120	99	83	165	5	4	0	4	8	10	26	36	8	6	16	30	3	7	3	6	6	0	61	13	205	195	186	175	170	23	172	0	0	56	190	39	43	36	36	215	229	190	212	158	131	206	222	3	0	0	1	2	3	0	0	42	45	23	154	2800	109	0	2	8	60
