thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Adarsho Sadar	391	1922	2313	1350	3663	798	1156	1042	594	89	30	137	64	24	426	133	192	259	277	149	106	260	149	106	149	0	0	0	82	32	630	703	728	649	578	22	154	193	46	222	795	60	1143	154	187	846	1459	1328	1026	1096	1820	778	523	7	0	0	0	0	0	0	0	76	76	95	1049	6763	75	0	25	5	33
Chouddagram	317	1294	1611	1626	3237	258	284	316	248	109	6	108	0	19	90	107	137	144	80	90	121	116	0	21	0	0	0	0	14	3	766	699	714	660	686	20	111	2	0	87	457	29	168	22	22	767	772	807	806	826	718	764	274	0	0	0	0	0	0	0	0	77	77	49	834	4450	38	0	32	3	34
Barura	420	1233	1653	1445	3098	355	372	229	160	152	41	54	115	44	155	99	95	105	155	98	85	95	0	24	0	4	0	0	86	10	482	416	392	364	337	4	134	4	0	246	316	88	68	54	52	603	581	594	593	550	529	494	379	0	0	0	0	0	0	1	0	61	62	67	740	4613	177	0	4	8	65
Laksham	317	866	1183	1157	2340	591	457	455	333	100	25	74	91	43	125	227	189	159	121	226	189	147	0	116	0	0	0	0	24	7	695	716	682	703	554	7	206	8	0	192	555	375	248	59	64	476	502	513	487	522	464	418	229	0	0	0	0	0	0	0	0	101	101	104	621	3475	218	0	48	7	61
Burichong	291	1223	1514	1437	2951	521	341	283	169	98	39	53	0	53	113	119	137	52	102	108	99	88	1	30	1	25	0	0	88	54	585	581	551	537	518	0	124	41	0	287	323	0	654	53	53	684	696	729	747	756	735	664	313	0	0	0	0	0	0	0	0	55	55	56	1066	4693	165	0	12	11	77
Brahmanpara	219	772	991	982	1973	292	236	163	134	96	18	29	36	26	38	59	69	209	36	52	67	218	1	20	1	34	0	6	18	10	334	304	282	244	236	5	151	0	0	65	255	83	18	32	32	437	414	365	359	359	435	364	198	0	0	0	0	0	0	0	0	56	56	46	214	1994	12	0	0	7	16
Homna	141	383	524	498	1022	189	287	162	112	81	10	38	26	35	56	67	71	83	75	75	73	84	15	49	15	0	0	0	22	0	239	221	196	206	195	27	77	2	6	5	56	21	27	47	30	246	259	251	258	205	270	244	144	0	0	0	0	0	0	0	0	44	44	20	262	1466	64	9	5	13	9
Muradnagar	385	1061	1446	1251	2697	410	396	314	231	108	42	144	42	60	128	109	161	271	121	110	167	256	1	38	1	0	0	0	49	17	649	614	580	565	496	31	92	5	0	1104	942	198	81	97	74	663	634	628	625	558	539	498	249	0	1	0	0	0	0	0	0	83	83	40	1161	6742	65	0	33	40	57
Debidwar	477	1723	2200	2334	4534	590	285	216	136	23	244	72	167	0	92	48	51	75	75	47	47	58	0	75	0	0	0	0	0	0	585	533	444	450	384	56	122	0	0	175	219	159	40	70	70	615	653	624	656	631	619	408	512	0	0	0	0	0	0	0	0	107	107	18	225	2373	153	0	48	15	106
Daudkandi	213	1033	1246	1320	2566	520	341	250	195	109	25	70	109	35	86	91	94	101	83	90	81	95	0	30	0	0	0	0	6	0	601	645	633	583	590	2	160	7	0	268	400	229	82	89	44	644	681	693	711	710	704	689	311	0	0	0	0	0	0	0	0	51	51	28	962	4032	157	0	27	15	61
