thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Sariakandi	135	591	726	528	1254	308	291	206	144	101	24	55	24	36	58	83	79	55	61	65	63	48	0	0	0	2	0	0	41	2	196	219	207	213	169	29	91	1	32	35	71	9	16	6	30	63	256	262	267	299	230	214	134	5	2	0	0	0	0	1	0	49	50	26	236	1150	169	1	13	12	71
Sherpur	282	712	994	1297	2291	340	373	228	225	76	134	53	71	0	24	18	24	75	24	20	28	72	0	0	0	0	0	0	251	98	294	292	304	274	286	8	37	7	0	20	38	15	51	21	15	276	373	431	450	295	446	395	315	0	0	0	0	1	1	0	0	68	69	93	153	1200	88	1	16	5	68
Shibganj	376	1304	1680	626	2306	592	466	367	520	58	215	69	0	22	87	109	114	140	84	163	146	137	0	5	0	7	0	6	185	63	274	260	255	238	262	8	69	0	0	484	525	493	490	23	11	45	314	306	324	373	268	313	334	0	1	0	1	0	1	0	0	80	81	89	609	5445	384	0	27	0	67
Dhunot	323	634	957	961	1918	447	511	480	457	54	161	60	51	46	113	91	96	109	90	77	76	98	11	9	11	8	0	0	165	66	171	167	146	117	118	0	84	0	0	157	166	0	110	60	56	120	126	128	100	177	147	108	294	0	2	0	0	1	1	1	0	68	70	65	75	1024	238	1	42	8	42
Dupchanchia	171	551	722	418	1140	225	162	132	118	8	34	57	72	22	116	107	94	89	117	104	91	73	2	0	2	0	0	0	121	9	175	186	132	164	176	23	152	2	0	76	153	2	22	133	134	217	216	244	236	203	223	226	149	0	0	0	0	0	0	0	0	50	50	41	80	1001	79	0	30	0	4
Nandigram	116	609	725	520	1245	185	182	126	93	1	42	24	51	5	13	25	26	58	13	15	32	88	2	37	2	0	0	0	28	0	190	205	217	180	153	4	260	9	0	17	41	13	11	0	35	162	156	190	195	156	170	193	111	0	0	0	0	0	0	0	0	24	24	10	231	830	196	1	1	3	16
Adamdighi	133	398	531	609	1140	170	184	175	100	36	11	47	74	17	17	16	20	17	23	18	17	26	0	6	0	14	0	0	42	6	160	142	143	137	134	4	434	2	0	0	140	111	0	12	12	193	194	215	239	204	272	226	131	0	0	0	0	0	0	0	0	58	58	23	72	745	163	1	1	5	20
Bogra Sadar	347	896	1243	1219	2462	918	917	604	335	75	47	156	205	64	138	147	136	204	134	140	100	169	48	137	48	30	0	0	160	63	385	381	317	318	283	14	62	331	25	217	243	333	229	30	99	169	502	548	527	714	715	571	413	4	2	0	0	0	0	0	0	65	65	58	237	2993	815	41	8	8	88
Kahaloo	211	357	568	816	1384	182	141	92	64	10	31	45	108	37	70	27	22	69	70	27	21	32	23	11	23	36	15	20	118	65	117	137	110	162	124	40	22	19	30	10	167	66	210	80	28	200	205	216	159	215	167	207	113	1	0	0	0	0	0	0	0	142	142	207	349	1430	68	117	154	14	86
Gabtali	299	729	1028	787	1815	358	319	275	188	114	50	14	0	6	69	23	38	60	56	24	21	61	0	30	0	12	0	0	175	34	248	289	250	258	277	6	121	11	0	155	23	51	37	23	32	202	254	259	306	276	273	326	260	0	9	0	1	0	1	0	28	45	74	75	100	906	92	0	16	10	76
Sonatola	228	608	836	344	1180	210	214	164	162	48	46	29	0	20	60	51	77	75	57	52	81	72	9	110	9	11	0	1	67	48	556	556	564	557	516	34	147	6	0	278	171	170	170	15	56	628	630	614	537	1368	398	500	140	0	0	0	0	0	0	0	0	64	64	36	969	2282	340	1	61	6	94
Shajahanpur	307	617	924	860	1784	273	370	185	128	43	45	79	80	30	51	44	51	77	40	44	50	77	0	0	0	0	0	0	153	55	266	270	249	207	180	5	99	4	0	0	39	2	10	3	33	264	409	429	408	395	350	433	246	0	2	1	0	0	0	0	0	66	66	81	23	323	319	0	16	23	71
