thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Adarsho Sadar	423	1821	2244	1426	3670	1054	907	1143	708	110	29	156	117	68	240	219	126	436	311	121	118	107	158	57	158	4	3	0	93	36	629	590	571	500	522	10	110	97	27	164	337	139	1407	202	218	1131	1421	1253	1291	659	1570	674	611	138	3	0	0	0	0	1	0	59	60	101	751	6702	51	0	24	4	25
Chouddagram	310	1373	1683	1644	3327	251	303	298	253	137	3	90	0	12	45	98	138	152	41	97	123	140	0	23	0	0	0	0	13	4	790	772	718	678	703	29	121	2	2	31	421	50	170	21	19	800	801	829	842	721	813	792	317	0	0	0	0	0	0	0	0	96	96	48	591	3350	72	0	31	11	44
Barura	387	1432	1819	1608	3427	292	268	174	116	152	59	15	103	12	130	108	102	81	116	100	90	70	1	8	1	0	0	0	63	8	426	484	416	361	319	19	103	6	0	58	252	38	29	12	12	519	508	507	479	401	530	491	352	1	0	0	0	0	0	5	0	54	59	61	576	3939	191	0	6	8	57
Laksham	251	787	1038	987	2025	368	314	352	406	81	32	64	69	35	99	154	140	165	91	122	143	107	0	0	0	0	0	0	42	9	590	525	448	693	409	0	81	42	8	191	475	233	261	92	92	428	421	437	474	381	473	317	163	0	0	0	0	0	0	0	0	61	61	86	771	2345	191	0	0	8	64
Burichong	376	1195	1571	1555	3126	607	369	257	173	102	33	41	0	42	135	80	76	106	119	63	67	79	2	18	2	25	0	0	112	56	614	569	540	484	489	0	69	51	0	231	453	187	438	42	42	728	719	739	714	727	717	676	367	0	0	0	0	0	0	0	0	64	64	94	679	3837	254	0	11	11	58
Brahmanpara	200	722	922	1003	1925	207	208	178	109	111	36	17	38	19	54	43	77	147	51	44	70	137	4	13	4	27	0	0	29	11	346	346	305	271	261	4	129	6	3	49	314	140	71	21	29	377	403	380	397	343	461	372	211	0	0	0	0	0	0	0	0	49	49	48	276	1971	8	0	0	5	24
Homna	191	425	616	584	1200	173	191	170	115	85	6	45	31	39	84	64	67	87	53	52	64	82	0	27	0	0	0	0	33	0	213	222	203	201	200	22	108	5	4	64	235	77	44	39	39	229	237	248	254	202	191	254	170	0	0	0	1	0	1	0	0	50	51	36	220	1383	73	0	5	7	26
Muradnagar	403	1334	1737	1699	3436	465	480	423	393	158	30	158	46	31	156	161	226	248	125	137	178	192	2	209	2	32	0	0	46	5	712	703	695	603	620	0	123	4	0	582	555	85	22	68	70	824	808	791	747	551	758	666	315	3	4	0	0	0	0	0	0	102	102	78	784	4458	65	0	17	22	140
Debidwar	536	1828	2364	2456	4820	627	386	189	129	33	280	82	171	0	109	62	54	79	59	63	57	70	0	68	0	23	5	1	28	5	576	540	481	436	403	30	260	78	0	118	365	150	91	0	0	539	558	507	519	384	505	521	567	0	0	0	0	0	0	0	0	81	81	67	302	3795	229	0	51	16	119
Daudkandi	269	1311	1580	1384	2964	407	276	252	167	100	24	68	13	55	104	103	119	95	94	62	45	44	0	0	0	0	0	0	1	2	622	589	554	529	489	16	46	11	9	321	414	176	121	52	52	548	583	586	561	575	635	600	215	0	0	0	0	0	0	0	0	61	61	0	1152	4392	250	0	0	0	0
