thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Dherai	357	768	1125	1123	2248	98	84	73	51	300	39	83	14	8	9	17	17	53	9	17	28	33	2	0	2	2	0	0	30	13	276	317	389	363	365	2	64	4	0	44	41	0	20	8	3	473	568	555	498	531	490	414	436	1	1	0	4	5	9	1	0	39	49	72	99	533	54	0	18	9	35
Sunamganj Sadar	253	791	1044	1039	2083	329	398	269	143	140	101	126	35	110	112	17	36	43	116	30	38	40	5	21	5	10	0	3	65	28	81	67	83	74	50	20	106	12	2	214	172	64	210	35	43	176	172	199	153	75	199	151	282	0	0	0	2	1	3	0	0	21	24	360	296	2874	51	0	3	6	43
Dharmapasa	258	816	1074	1021	2095	198	217	201	171	189	74	47	18	0	78	85	113	102	70	73	83	85	0	25	0	0	0	0	34	0	272	272	279	213	228	11	7	4	0	41	75	42	11	8	15	411	398	419	407	362	314	352	330	0	0	2	0	1	1	2	1	12	16	131	100	1334	751	0	1	9	45
Sulla	117	449	566	613	1179	46	56	42	25	0	0	7	0	4	8	14	20	21	9	16	17	26	0	29	0	0	0	0	7	2	0	0	0	0	0	2	57	2	0	0	73	30	16	3	7	2	2	2	2	2	0	0	131	0	0	4	2	1	3	0	1	12	16	0	248	785	25	0	8	4	20
Tahirpur	265	606	871	903	1774	11	8	8	9	260	44	11	6	30	24	28	29	33	17	16	13	35	0	0	0	2	0	0	29	10	231	219	267	301	294	0	161	1	4	34	101	112	27	22	33	306	269	252	190	196	245	164	248	8	0	0	1	1	2	1	0	15	18	265	299	1973	71	0	14	14	25
Chhatak	469	2612	3081	3052	6133	304	297	236	157	162	92	62	32	18	89	125	147	64	31	62	85	83	26	0	26	0	0	0	32	2	422	410	521	418	420	0	142	2	0	0	288	0	46	0	0	630	587	567	554	385	316	393	440	1	0	1	0	2	2	0	0	38	40	234	126	1925	0	0	0	0	90
Jogonnathpur	320	733	1053	691	1744	195	205	210	200	194	57	43	21	3	100	87	91	112	84	102	84	114	0	25	0	9	0	0	90	52	246	245	265	225	207	2	53	15	0	115	88	4	42	35	20	302	298	264	254	241	227	223	301	7	1	3	1	2	3	2	0	40	45	112	146	1162	60	0	5	11	40
Jamalganj	161	587	748	863	1611	206	253	237	195	131	59	22	8	8	26	50	96	113	24	42	88	107	1	5	1	0	0	0	65	22	499	862	1223	1030	1542	0	189	3	0	40	115	18	19	4	2	212	142	235	224	293	199	198	209	0	0	0	0	2	2	1	0	4	7	17	58	615	92	1	5	5	40
Bishwamvarpur	153	488	641	1201	1842	134	132	119	113	65	69	17	5	10	41	35	36	61	40	34	37	53	0	0	0	0	0	0	36	3	157	141	135	122	128	0	85	0	0	75	223	0	66	30	9	126	131	120	126	109	146	119	155	6	1	0	0	1	1	0	0	13	14	44	141	843	76	0	5	5	29
Dowara Bazar	342	978	1320	1537	2857	511	856	227	175	228	132	137	48	12	110	87	77	108	92	81	83	66	5	1	5	0	4	10	8	19	366	304	329	281	194	26	445	2	1	3	0	0	48	4	0	396	381	346	359	415	392	433	373	51	6	1	5	1	6	0	0	34	40	1	116	622	153	0	0	0	0
Sadar (South)	215	686	901	922	1823	184	229	89	84	191	12	68	15	20	25	29	46	48	12	11	27	34	2	26	2	0	0	0	44	6	195	189	217	185	190	1	35	9	24	64	43	36	25	5	13	255	272	294	259	235	205	229	254	0	0	0	2	0	2	0	0	36	38	69	64	999	199	2	3	8	48
