thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Mymensingh Sadar	676	2085	2761	2947	5708	1030	1065	936	1002	311	13	240	241	170	496	443	527	637	452	425	535	647	22	98	22	9	3	2	117	16	291	224	231	189	180	48	102	77	17	257	761	212	439	374	206	367	385	301	249	245	198	263	613	6	0	2	2	0	2	1	0	126	129	124	947	7325	527	1	13	8	116
Trisal	481	1704	2185	2180	4365	173	166	136	68	264	3	90	85	18	23	12	79	124	8	10	65	125	0	67	0	10	0	3	23	8	0	0	0	0	0	27	82	3	0	102	259	29	67	8	9	0	0	0	0	0	0	0	445	5	0	0	1	0	1	0	0	88	89	162	654	3071	953	0	11	15	75
Fulbaria	379	1293	1672	1374	3046	165	193	173	108	179	3	67	27	22	22	25	76	124	19	22	62	106	9	27	9	10	0	3	9	1	0	0	0	0	0	4	22	5	2	138	313	65	108	24	23	0	0	0	0	0	0	0	256	2	0	0	0	0	0	0	0	57	57	31	1609	5284	230	0	12	12	52
Bhaluka	283	735	1018	1188	2206	189	189	142	101	98	36	71	114	14	43	33	56	139	28	31	63	103	0	97	0	3	0	0	78	10	406	352	376	334	375	4	83	9	0	96	188	0	113	90	15	504	539	545	502	672	487	466	249	0	0	0	0	0	0	0	0	36	36	49	442	2789	126	0	5	5	28
Muktagacha	465	1525	1990	1877	3867	365	358	284	186	107	25	107	63	8	20	31	56	58	18	19	35	71	0	4	0	10	0	0	65	25	448	421	416	366	345	0	107	0	0	74	222	75	211	0	0	447	603	556	537	537	432	412	354	0	0	0	0	0	0	0	0	67	67	46	683	4733	5	0	0	0	85
Gafargaon	371	1344	1715	1719	3434	331	356	290	192	154	43	114	89	27	72	71	100	234	65	72	97	200	0	31	0	0	0	0	182	31	623	582	548	545	472	30	268	11	0	97	456	18	108	23	24	409	560	549	518	369	384	392	369	0	0	0	1	0	1	0	0	88	89	62	763	4616	80	0	20	10	69
Phulpur	440	1491	1931	2197	4128	400	235	268	197	245	32	85	53	3	62	103	101	176	79	84	101	173	0	0	0	0	0	0	77	19	561	552	509	446	401	15	21	4	0	43	253	114	111	7	7	437	508	479	475	406	419	440	350	0	0	0	0	0	0	0	0	65	65	71	829	3261	177	24	0	20	84
Gouripur	232	698	930	979	1909	283	262	193	146	96	0	30	33	10	59	73	89	97	41	61	95	95	0	76	0	23	0	3	28	12	35	39	29	30	26	27	18	9	6	1000	418	96	266	32	32	80	71	79	45	95	35	32	170	0	0	0	0	0	0	0	0	44	44	88	339	3876	368	0	13	11	32
Ishwarganj	452	1117	1569	1201	2770	84	83	63	47	146	2	87	45	3	9	8	16	36	5	6	18	25	0	27	0	4	0	0	39	19	184	172	151	151	145	29	43	0	0	78	362	41	161	0	0	129	161	151	148	134	217	135	368	0	0	3	2	0	2	2	0	43	47	155	782	5440	343	0	13	17	29
Nandail	366	1018	1384	1272	2656	265	258	280	229	180	10	94	50	3	77	89	90	177	53	57	63	128	4	15	4	50	0	0	22	5	0	0	0	0	0	14	14	4	0	324	508	122	36	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	74	74	135	1481	4176	0	0	0	0	53
Haluaghat	291	707	998	999	1997	86	96	89	77	139	13	51	21	8	11	5	36	62	11	18	27	19	6	9	6	5	1	3	20	0	7	5	5	5	6	27	130	1	0	36	160	0	49	16	8	0	0	0	0	0	0	0	242	0	0	0	0	0	0	1	0	59	60	93	1265	2754	163	0	6	3	17
Dhubaura	188	560	748	813	1561	60	100	108	42	141	1	43	17	7	11	15	15	33	18	20	16	36	1	19	1	7	0	1	19	1	160	160	133	120	115	13	107	0	0	40	121	46	36	15	18	136	147	142	129	107	86	87	200	0	0	0	1	0	1	1	0	19	21	69	114	2508	133	0	9	7	8
