thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Langadu	39	241	280	0	280	30	39	31	19	36	11	9	2	0	4	5	15	16	5	4	9	9	0	4	0	0	0	0	8	0	135	136	123	87	75	2	0	0	0	2	17	16	0	0	1	98	107	134	107	76	64	80	57	2	0	0	0	0	0	0	0	4	4	8	159	465	133	0	0	7	8
Kawkhali	49	183	232	159	391	37	42	67	25	45	4	19	2	0	16	22	19	20	18	20	19	11	2	0	2	0	0	0	21	4	83	79	60	55	49	1	0	8	0	0	22	3	0	6	0	40	55	57	60	32	46	23	57	1	2	0	1	0	1	0	0	10	11	8	67	656	28	0	13	3	27
Rangamati Sadar	67	144	211	39	250	137	109	99	66	31	0	8	5	7	41	58	27	20	42	56	18	16	0	0	0	0	0	0	19	6	117	112	77	67	42	1	0	45	8	123	277	144	559	14	23	52	61	50	62	76	51	44	43	2	2	0	0	0	0	0	0	9	9	5	534	3304	90	0	10	13	104
Baghaichhari	19	89	108	65	173	24	32	19	9	13	0	1	1	0	2	6	11	3	2	3	7	4	0	0	0	0	0	0	9	0	75	77	81	97	78	0	0	0	0	74	49	0	0	1	10	71	73	72	81	85	70	67	21	0	0	0	0	0	0	0	0	7	7	0	0	0	55	0	21	19	19
Barkal	25	69	94	89	183	8	11	8	4	12	0	0	0	0	2	2	2	3	2	2	2	1	0	0	0	0	0	0	9	0	19	18	20	17	11	0	0	0	0	8	11	0	0	0	0	18	16	13	13	17	34	18	20	0	0	0	0	0	0	0	0	2	2	9	74	280	41	0	16	3	4
Naniarchar	39	68	107	121	228	20	26	14	8	35	0	0	0	0	9	15	24	8	10	15	18	5	0	3	0	0	0	0	3	0	126	119	117	91	71	0	0	0	0	0	0	0	0	0	35	33	52	49	48	0	28	26	35	0	0	0	0	0	0	0	0	3	3	14	72	412	350	0	6	4	17
Jurachhari	14	77	91	11	102	14	22	20	17	6	0	0	2	2	2	3	2	3	1	0	0	1	0	0	0	0	0	0	0	0	17	27	44	37	30	0	0	0	0	3	29	16	0	1	1	7	14	38	28	9	9	11	8	0	0	0	0	0	0	0	0	0	0	0	80	406	1	0	0	7	11
Kaptai	55	163	218	53	271	32	32	37	18	24	9	16	3	0	12	12	12	14	11	15	12	11	0	0	0	0	0	0	4	1	78	76	79	76	79	0	0	0	7	20	23	26	7	0	0	46	82	74	77	88	99	81	41	0	0	0	0	0	0	0	0	8	8	5	134	709	49	0	8	6	3
Rajasthali	18	72	90	65	155	13	15	12	11	0	15	5	0	2	4	3	4	7	4	4	2	2	1	0	1	2	0	0	9	0	44	34	51	73	50	3	0	1	0	0	51	12	11	2	2	46	52	34	20	6	42	31	17	0	0	0	0	0	0	0	0	2	2	2	134	343	5	0	1	1	11
Belaichhari	20	38	58	60	118	11	9	13	8	18	0	0	2	0	1	3	8	4	2	3	8	3	1	0	1	0	0	0	14	0	13	15	13	13	15	0	0	0	0	0	4	20	2	7	8	9	13	12	15	10	10	15	8	0	0	0	0	0	0	0	0	4	4	2	4	35	142	0	9	3	8
