thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Fenchuganj	100	337	437	404	841	24	11	9	6	33	11	26	32	0	10	3	2	7	0	0	0	0	0	17	0	6	0	0	17	4	98	94	94	85	78	0	0	2	0	10	20	0	19	0	0	92	97	86	104	129	86	97	102	0	0	0	1	0	1	0	1	20	22	29	151	1027	31	1	4	2	4
Gowainghat	413	1321	1734	1818	3552	680	453	334	244	24	235	202	0	202	203	64	145	199	202	80	127	183	0	353	0	32	0	7	15	9	472	458	523	540	475	2	113	0	0	133	270	0	139	176	176	627	605	666	665	673	799	769	458	0	0	4	3	0	3	0	0	55	58	66	232	2887	57	14	7	6	23
Jakiganj	190	473	663	690	1353	416	327	270	202	96	12	50	0	65	63	33	59	76	76	60	52	59	4	16	4	6	0	0	99	59	343	334	336	307	295	6	0	0	24	14	143	9	60	69	69	299	382	394	412	316	297	317	141	0	1	0	0	1	1	0	0	32	33	36	670	2404	0	0	18	9	9
Jaintapur	311	846	1157	1110	2267	774	545	495	514	54	129	91	34	70	186	129	210	250	175	128	183	255	13	208	13	51	0	9	44	63	40	37	26	20	23	0	21	0	5	37	153	123	269	55	54	9	9	7	7	10	7	12	296	0	0	0	3	2	5	0	1	22	28	49	844	3020	145	0	15	4	22
Balaganj	319	748	1067	986	2053	438	491	385	309	170	16	27	0	17	145	70	99	158	140	63	92	149	1	73	1	15	0	12	127	36	360	353	316	313	283	14	26	3	2	253	494	101	256	52	53	452	458	427	442	501	547	374	290	3	0	0	3	1	4	0	1	51	56	25	736	3616	69	0	12	8	33
Golapganj	315	822	1137	1097	2234	521	502	343	266	97	0	9	0	9	121	109	146	219	104	88	141	217	3	188	3	48	0	3	133	27	462	420	452	432	436	0	38	72	22	150	322	67	214	31	32	492	481	498	476	471	525	454	287	1	1	1	1	0	1	0	1	45	47	75	943	3333	135	0	8	5	56
Sylhet Sadar	359	940	1299	1196	2495	2646	1264	1327	879	138	4	248	222	169	606	751	638	622	624	631	2751	431	73	273	73	10	0	7	128	15	641	537	562	512	511	4	152	357	30	479	351	80	341	352	483	570	586	523	503	422	546	444	547	14	3	0	0	0	0	0	0	43	43	69	574	4377	195	0	0	20	27
Biani Bazar	179	477	656	322	978	374	351	235	146	24	3	39	27	2	32	50	68	87	27	50	47	61	1	23	1	0	0	0	9	2	217	233	243	205	203	0	3	4	0	181	189	28	19	0	0	207	210	243	260	219	261	252	105	0	0	0	1	1	2	0	0	45	47	13	644	3189	11	0	17	9	20
Kanaighat	208	947	1155	1169	2324	405	303	305	261	130	11	30	0	36	108	132	170	209	105	115	182	222	8	92	8	24	0	12	20	12	474	457	436	435	447	0	23	2	0	142	205	49	218	43	59	470	503	537	498	471	606	331	192	0	0	0	0	0	0	0	0	52	52	25	1140	4027	248	0	13	8	42
Biswanath	210	508	718	559	1277	155	185	161	118	89	0	50	50	0	62	78	97	115	72	75	106	103	3	1	3	4	0	0	13	3	258	270	251	252	266	2	0	0	0	0	220	20	27	8	8	270	263	267	280	266	306	272	199	0	1	1	2	1	3	1	0	39	43	51	405	1453	49	0	1	1	14
Companiganj	264	702	966	791	1757	421	300	220	116	4	170	76	3	0	72	51	65	113	72	51	65	113	0	0	0	0	0	0	23	5	160	158	148	130	110	0	2	1	0	27	77	17	0	18	18	165	170	165	168	151	184	163	253	0	0	0	3	0	3	0	1	14	18	19	65	674	17	0	8	3	11
South Shurma	228	927	1155	549	1704	186	133	84	71	65	21	6	9	14	38	31	49	94	28	27	39	86	0	134	0	6	0	1	77	25	256	273	267	263	247	28	372	0	0	86	219	74	113	24	15	289	263	271	225	196	290	245	194	0	0	0	0	0	0	0	0	29	29	85	294	2331	245	1	31	15	68
