thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Mirzapur	288	939	1227	1169	2396	443	505	454	340	55	6	66	143	6	109	148	182	238	107	139	182	234	0	86	0	25	0	0	150	42	352	316	327	315	295	13	289	2	0	112	280	28	38	166	201	319	361	369	374	380	351	342	257	4	4	0	1	0	1	0	0	41	42	50	694	3559	498	1	44	8	65
Nagarpur	352	561	913	1249	2162	624	581	518	346	58	42	63	85	0	106	152	183	167	106	106	99	100	0	0	0	0	0	0	76	4	330	343	341	265	280	0	201	0	0	290	178	71	419	105	178	354	411	425	383	330	325	385	226	0	0	0	0	0	0	0	0	62	62	62	849	6574	135	0	0	5	42
Bhuapur	228	469	697	740	1437	260	304	277	224	29	31	43	47	1	27	55	76	132	27	55	76	132	16	46	16	12	0	0	143	29	147	153	162	169	163	10	132	6	15	80	183	154	93	10	17	132	164	181	192	146	164	157	150	0	0	0	0	0	0	0	0	37	37	52	754	3378	56	0	22	2	43
Ghatail	374	958	1332	1213	2545	507	576	569	415	88	22	90	125	9	137	117	195	221	95	144	140	153	2	66	2	75	52	66	253	91	443	472	431	435	412	37	223	0	0	391	767	353	666	39	37	339	420	422	444	403	411	371	331	4	1	0	0	0	0	0	0	86	86	66	989	8019	229	0	8	0	45
Basail	119	462	581	520	1101	293	211	159	103	13	3	23	74	12	57	101	69	89	43	101	64	87	0	27	0	35	0	0	6	2	50	58	57	55	57	2	99	6	0	73	149	111	62	51	49	71	84	76	94	69	105	96	113	0	2	3	3	0	3	0	0	37	40	22	524	2324	47	0	5	5	28
Tangail Sadar	459	1172	1631	1588	3219	578	593	467	304	12	111	101	154	1	87	121	103	196	86	125	96	157	3	78	3	33	7	3	73	55	394	379	349	289	273	7	188	2	2	562	712	131	1043	170	123	390	551	525	541	543	489	406	376	0	0	2	0	0	0	1	0	92	93	60	852	6902	124	0	0	5	71
Kalihati	273	886	1159	952	2111	477	550	363	209	74	9	38	99	28	49	67	133	184	49	64	131	140	0	81	0	37	0	0	10	0	186	214	203	192	193	5	105	3	1	93	636	121	128	25	25	214	250	1846	272	232	207	181	221	1	0	1	2	0	2	2	0	47	51	43	798	10218	140	1	10	12	75
Modhupur	378	950	1328	1219	2547	605	559	491	320	85	34	48	71	14	128	124	179	242	237	129	167	197	1	10	1	46	0	0	68	16	293	301	315	294	338	16	235	4	2	89	156	59	101	110	18	331	366	371	374	321	387	340	351	0	0	0	0	0	0	0	0	73	73	56	709	3147	243	1	38	6	37
Gopalpur	563	492	1055	383	1438	421	426	329	234	76	41	43	51	4	67	98	76	102	67	95	79	96	3	48	3	18	0	0	82	38	264	291	230	267	269	1	186	3	0	50	159	72	252	104	331	297	337	353	337	391	329	249	211	0	1	0	1	0	1	0	0	36	37	32	1510	3938	190	0	18	7	64
Shakhipur	172	579	751	876	1627	316	323	269	194	64	9	46	47	1	101	107	117	153	92	96	109	150	0	21	0	4	0	0	50	6	279	298	303	247	259	0	149	0	2	19	119	41	11	97	116	300	346	341	400	313	319	312	161	3	0	0	1	0	1	0	0	45	46	18	196	1304	136	0	7	1	21
Delduar	185	539	724	742	1466	322	279	276	210	23	0	12	0	18	32	72	52	191	24	69	44	173	1	34	1	35	0	0	101	60	236	241	235	220	236	3	72	4	3	112	341	34	76	23	23	174	202	206	203	195	202	192	109	1	1	0	0	0	0	0	0	41	41	13	517	4872	40	0	12	6	41
