thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Digholia	951	4915	5866	515	6381	2117	2913	2807	2507	82	6	259	469	66	491	485	484	419	706	741	799	760	225	162	225	8	0	0	53	12	166	225	196	209	164	14	134	171	5	383	1077	111	1770	69	184	456	434	362	382	591	426	317	816	0	0	0	0	0	0	0	0	41	41	54	1739	12101	180	1	17	15	51
Dumuria	258	621	879	828	1707	540	488	333	213	41	8	10	0	6	89	128	169	219	60	75	119	174	4	9	4	23	0	7	40	9	37	33	148	178	184	15	153	31	6	128	443	17	353	40	51	278	292	259	264	274	335	274	270	2	2	0	1	0	1	0	0	136	137	46	1072	5911	40	0	15	2	46
Khulna Sadar	527	2437	2964	2649	5613	805	1068	1078	840	225	22	83	82	18	578	631	464	594	574	548	429	587	57	293	57	1	1	1	58	4	283	288	335	281	250	22	49	10	0	894	505	151	406	252	342	436	742	490	325	304	483	325	412	11	4	0	0	0	0	0	0	7	7	180	2745	9582	1099	1	86	13	3101
Dacope	150	336	486	407	893	114	122	101	67	76	0	25	21	0	33	37	38	58	31	29	35	57	6	4	6	1	0	0	12	2	21	27	90	97	69	12	34	5	5	80	100	25	77	40	2	108	121	125	105	63	132	100	122	1	0	0	1	2	3	0	0	32	35	40	374	1442	108	0	40	10	5
Terokhada	89	336	425	308	733	91	92	73	42	52	6	7	0	14	18	11	22	21	17	13	16	13	1	7	1	5	0	2	25	16	58	56	104	99	109	17	78	5	4	4	78	18	5	6	15	123	115	114	104	104	103	123	85	0	0	0	1	0	1	0	0	31	32	27	199	1431	75	12	11	7	23
Fultala	129	254	383	328	711	145	205	171	109	29	4	34	52	3	11	7	21	66	7	9	20	58	1	10	1	0	0	0	17	8	27	35	69	73	87	14	102	0	3	1	103	31	0	29	4	109	106	129	141	70	155	108	119	8	0	0	1	2	3	0	0	23	26	39	324	1490	40	1	2	4	16
Batiaghata	134	373	507	300	807	94	152	121	103	59	4	7	2	5	10	18	27	54	7	13	27	48	0	25	0	0	0	0	13	0	46	27	54	64	78	19	64	8	9	48	91	5	44	6	13	137	141	136	124	136	178	147	270	0	0	2	1	0	1	3	0	33	37	21	286	1539	78	1	1	6	41
Paikgachha	209	415	624	765	1389	121	100	73	42	77	8	2	0	21	28	18	47	70	25	17	41	61	0	0	0	2	0	0	53	1	20	29	90	96	112	4	89	0	0	21	93	0	2	15	26	96	84	103	117	105	114	115	188	0	0	1	1	0	1	0	1	49	51	32	167	1577	24	8	10	3	16
Rupsha	142	357	499	458	957	171	160	130	97	53	1	47	40	5	19	17	32	69	22	20	32	65	1	2	1	12	0	1	74	8	73	66	91	84	92	17	89	0	3	68	159	52	16	37	5	132	135	149	130	229	119	123	123	2	0	3	0	1	1	1	0	32	34	17	242	1545	55	4	13	10	22
Koyra	123	338	461	480	941	60	103	67	27	60	13	4	2	1	6	5	8	6	9	6	9	6	0	0	0	0	0	0	2	4	47	42	165	189	231	21	67	5	9	56	167	0	19	4	4	230	230	250	256	237	266	271	119	1	0	3	1	1	2	1	1	36	40	20	358	1888	151	0	15	7	9
