thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Fenchuganj	92	319	411	367	778	16	15	9	11	29	3	0	0	0	0	2	5	4	0	0	0	3	0	2	0	0	0	0	23	21	119	112	78	93	99	0	12	3	0	0	86	0	3	0	58	140	132	126	118	120	123	92	81	0	0	0	3	1	4	0	0	23	27	36	66	854	58	1	4	2	2
Gowainghat	670	1241	1911	1929	3840	768	506	406	308	3	275	152	0	152	172	45	107	232	194	38	108	221	2	174	2	24	19	5	16	6	621	537	483	451	448	20	258	0	0	85	347	3	73	150	150	687	683	691	695	669	612	661	529	0	1	19	11	1	12	1	5	73	91	60	481	3115	42	0	13	11	31
Jakiganj	159	576	735	847	1582	171	205	193	143	78	27	24	0	50	48	37	39	47	44	26	30	40	7	33	7	8	0	0	86	54	365	388	327	286	266	1	0	3	8	106	256	32	191	33	40	261	351	375	356	321	364	305	193	1	0	0	1	0	1	0	0	67	68	30	872	2005	49	0	14	7	4
Jaintapur	290	780	1070	1122	2192	875	695	614	512	34	185	109	0	109	217	213	251	333	218	187	257	333	1	76	1	43	0	19	7	14	22	27	9	12	9	0	107	1	8	25	190	36	245	107	96	15	14	16	12	24	15	12	367	0	0	4	11	2	13	1	0	31	45	50	585	2985	67	6	13	5	30
Balaganj	274	729	1003	907	1910	312	296	292	229	184	9	63	41	57	65	68	89	103	66	61	84	93	0	7	0	5	0	0	85	15	335	315	317	295	275	10	0	0	0	128	443	89	195	55	55	444	439	450	437	429	445	393	440	0	0	0	0	0	0	0	0	37	37	42	1072	4003	133	0	9	6	32
Golapganj	253	663	916	893	1809	173	170	131	97	116	5	3	0	3	14	32	46	62	12	28	37	50	0	25	0	6	0	0	138	37	363	335	318	317	309	0	35	2	2	116	328	8	95	9	12	406	390	402	411	343	450	335	214	1	1	0	0	1	1	0	0	48	49	63	979	3338	91	0	7	6	30
Sylhet Sadar	547	1517	2064	986	3050	1871	1464	1407	1439	130	48	202	373	62	613	749	438	843	747	563	360	709	90	172	90	6	0	6	161	115	626	587	517	428	664	34	243	330	33	1605	1798	704	3379	533	772	843	1190	1173	892	652	819	825	766	9	7	0	0	0	0	0	0	35	35	156	4669	28033	305	1	6	5	66
Biani Bazar	170	531	701	351	1052	279	273	208	155	50	0	45	26	8	41	66	85	89	32	48	64	63	21	9	21	6	0	0	7	4	220	228	218	229	203	1	7	7	0	308	228	33	286	35	28	238	261	285	264	257	241	214	134	0	3	0	1	2	3	1	1	43	48	14	736	3693	5	6	13	13	14
Kanaighat	208	862	1070	996	2066	415	338	258	215	134	12	32	0	39	124	149	179	204	127	147	178	202	7	26	7	8	0	5	26	5	378	384	375	283	260	34	52	3	0	93	378	59	205	54	75	368	384	395	385	320	438	349	191	0	0	0	0	0	0	0	0	63	63	31	1047	3868	153	0	14	7	33
Biswanath	182	528	710	588	1298	93	119	104	87	109	16	44	46	0	54	73	74	59	48	69	54	44	0	0	0	2	0	0	4	2	211	229	215	208	188	0	388	1	3	0	193	8	21	0	33	243	259	258	247	272	298	252	206	0	0	0	0	0	0	0	0	0	0	57	377	1315	29	1	6	6	19
Companiganj	409	807	1216	927	2143	571	365	280	216	0	168	142	5	0	51	72	88	150	49	72	106	150	0	0	0	0	0	0	23	5	168	153	145	132	118	7	6	0	0	0	59	4	0	0	0	169	188	162	174	229	150	158	367	0	0	1	10	0	10	0	0	8	18	17	572	1409	207	4	8	3	12
South Shurma	281	835	1116	609	1725	141	119	82	71	71	49	10	2	4	30	44	59	75	18	26	49	70	3	56	3	1	0	0	86	16	264	274	255	242	268	34	11	1	0	62	376	56	21	7	4	356	377	366	354	339	360	351	247	0	0	0	0	0	0	0	0	36	36	92	352	2974	245	2	28	15	53
