thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Mymensingh Sadar	559	2048	2607	2792	5399	1556	1364	1423	1407	299	14	248	222	198	573	382	586	596	477	347	601	635	4	266	4	0	0	1	114	30	304	287	277	229	210	47	134	128	56	216	767	265	402	397	234	426	421	310	324	291	250	275	591	54	1	0	1	0	1	0	1	136	138	107	904	11006	455	0	11	6	104
Trisal	454	1725	2179	2109	4288	387	352	262	215	264	14	109	72	7	29	33	93	152	27	29	87	156	0	86	0	18	0	6	24	3	0	0	0	0	0	12	141	5	0	241	322	66	107	20	21	0	0	0	0	0	0	0	443	0	0	0	0	3	3	1	0	141	145	134	831	4123	294	0	10	9	73
Fulbaria	316	1302	1618	1379	2997	118	156	135	155	137	24	40	38	24	35	29	60	121	24	27	51	84	10	26	10	23	0	3	27	4	0	0	0	0	0	7	17	5	0	91	218	56	83	25	25	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	87	87	34	1291	4518	232	0	7	7	36
Bhaluka	308	590	898	1520	2418	208	260	207	127	65	35	63	100	12	21	36	64	124	24	36	64	106	7	111	7	2	0	0	134	30	365	386	404	368	409	7	85	13	0	72	237	3	77	93	11	449	418	444	451	510	417	409	243	0	0	0	0	0	0	0	0	61	61	61	584	2619	79	0	7	2	32
Muktagacha	347	1556	1903	1948	3851	280	359	262	190	112	41	110	55	0	20	30	72	115	20	29	63	84	0	25	0	24	0	0	40	52	492	469	460	370	377	11	95	0	0	44	168	55	122	223	0	452	584	589	510	445	397	411	347	0	0	0	0	0	0	0	0	89	89	24	467	2794	2684	0	0	0	72
Gafargaon	332	1380	1712	1684	3396	313	349	321	212	167	31	115	94	34	78	81	101	252	72	86	107	251	0	55	0	0	0	0	141	17	634	605	595	544	495	38	309	18	0	171	416	41	167	15	15	398	556	535	494	428	421	403	328	0	0	0	0	1	1	0	0	122	123	46	941	4939	97	0	19	10	67
Phulpur	386	1359	1745	2028	3773	176	225	209	164	255	24	91	47	3	38	65	128	126	33	40	115	131	0	0	0	0	0	0	99	42	480	410	409	361	376	45	17	0	0	34	28	0	0	18	4	592	689	650	644	597	450	480	288	0	0	0	0	0	0	0	0	113	113	177	1205	3941	319	2	18	22	87
Gouripur	194	743	937	890	1827	284	209	183	864	113	0	26	32	0	57	60	54	107	42	52	51	124	2	76	2	28	0	4	38	8	34	31	19	13	23	6	0	6	0	382	568	99	296	30	31	50	79	64	42	87	30	36	266	0	0	0	0	0	0	0	0	42	42	53	253	3835	383	0	13	8	25
Ishwarganj	317	1125	1442	1160	2602	128	107	97	92	143	4	37	24	0	11	14	22	56	11	14	19	33	0	7	0	0	0	0	45	17	184	158	153	145	119	32	139	0	0	58	286	15	39	0	0	148	160	145	147	133	211	127	374	0	0	0	3	2	5	1	0	85	91	106	864	3681	182	0	3	16	34
Nandail	355	987	1342	1344	2686	259	233	252	217	183	22	82	52	5	53	70	87	144	30	25	42	70	1	0	1	26	0	0	15	10	0	0	0	0	0	12	2	0	0	242	624	61	34	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	114	114	52	824	4105	246	0	11	7	61
Haluaghat	253	674	927	957	1884	67	98	94	72	135	45	59	43	0	11	9	35	71	13	7	29	44	0	5	0	7	0	1	12	0	10	6	12	3	5	31	142	0	0	37	143	64	56	0	4	0	0	0	0	0	0	0	279	0	0	0	0	1	1	1	0	79	81	46	494	3106	143	0	2	2	18
Dhubaura	172	564	736	740	1476	75	87	84	63	145	3	58	16	5	19	26	43	67	17	27	36	66	2	15	2	6	0	2	13	1	219	183	163	139	134	32	137	3	0	50	125	80	39	4	5	126	160	177	154	167	113	109	207	3	0	0	1	0	1	0	0	30	31	32	113	2475	145	0	7	7	15
