thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Fenchuganj	89	382	471	529	1000	443	27	8	7	12	13	3	0	0	15	3	0	2	0	0	0	0	0	1	0	0	0	0	13	7	77	47	51	55	40	1	57	3	0	7	52	0	0	0	0	56	88	74	64	69	71	63	93	0	0	1	0	1	1	1	0	24	26	62	72	516	255	0	12	2	0
Gowainghat	435	1228	1663	1491	3154	913	552	412	281	39	326	98	16	48	73	53	158	266	69	32	133	225	1	23	1	12	0	2	61	17	436	381	372	335	326	5	22	0	0	55	153	8	42	47	47	477	528	559	575	585	571	483	435	3	0	6	12	0	12	2	2	53	69	87	269	2003	43	0	13	21	38
Jakiganj	179	654	833	780	1613	426	343	261	236	120	23	36	0	38	68	95	57	128	68	90	43	94	1	71	1	9	0	0	92	26	367	340	317	289	269	1	0	0	4	30	242	12	141	45	62	256	323	341	321	307	223	271	192	1	0	0	0	1	1	0	0	60	61	15	600	2529	35	0	5	5	3
Jaintapur	349	785	1134	1126	2260	782	534	553	410	24	155	74	0	59	267	218	220	270	191	210	215	256	2	10	2	36	1	13	17	3	38	35	27	25	23	3	5	0	2	0	199	0	250	71	74	103	101	95	95	113	127	91	273	2	0	1	3	0	3	4	3	28	38	1	841	2386	67	0	9	3	29
Balaganj	229	868	1097	1118	2215	459	475	501	428	207	9	92	43	1	110	157	165	213	99	145	143	195	0	4	0	10	0	0	104	18	286	293	301	269	250	30	88	3	0	132	297	78	228	94	47	382	401	382	384	295	390	389	348	8	0	0	0	0	0	0	0	49	49	28	565	2352	105	0	13	6	38
Golapganj	295	646	941	988	1929	441	420	351	252	111	3	16	0	11	44	122	124	212	37	49	113	97	41	10	41	1	0	1	173	36	408	363	386	401	354	2	57	65	7	239	246	32	349	22	41	478	505	456	461	429	547	434	230	0	0	0	2	0	2	1	0	56	59	61	915	2695	262	0	2	7	27
Sylhet Sadar	428	1986	2414	1360	3774	1328	1214	1061	692	148	48	191	255	8	206	229	189	933	192	214	187	715	38	144	38	66	0	0	91	11	557	519	519	421	388	44	197	444	45	588	763	531	2499	154	200	987	1253	971	907	582	784	602	494	0	0	0	0	0	0	0	0	39	39	57	4872	26044	248	0	0	6	16
Biani Bazar	151	570	721	502	1223	161	161	179	136	49	2	43	21	1	42	45	62	58	34	35	52	54	8	12	8	2	0	0	17	3	253	257	241	215	201	2	63	0	0	60	180	25	12	38	26	272	274	263	249	268	238	216	144	0	0	1	0	0	0	2	0	40	42	8	172	1251	319	0	10	18	34
Kanaighat	176	1040	1216	1212	2428	428	319	332	210	121	15	37	0	57	119	81	101	127	65	60	69	93	3	40	3	8	0	5	13	1	388	378	327	311	313	1	91	1	0	78	612	13	212	47	81	322	356	370	360	379	412	330	162	0	0	0	0	0	0	0	0	51	51	35	528	2209	287	63	2	16	32
Biswanath	202	783	985	742	1727	108	124	135	140	57	20	24	30	0	84	98	113	119	123	114	137	146	21	0	21	0	0	0	25	0	126	149	146	169	204	0	103	0	0	0	124	28	46	0	0	204	156	156	171	190	197	219	210	0	0	0	0	0	0	0	0	0	0	31	388	604	54	2	6	7	12
Companiganj	410	758	1168	1053	2221	582	248	122	68	0	267	46	0	0	28	32	22	88	27	16	14	33	0	0	0	0	0	0	15	2	184	162	149	136	127	6	0	1	0	0	53	1	0	0	0	167	173	206	172	156	124	108	313	0	0	0	6	0	6	0	1	22	29	14	103	758	11	0	8	3	5
South Shurma	256	928	1184	702	1886	194	188	158	175	91	37	82	76	1	33	51	59	104	30	36	43	65	4	82	4	3	0	5	66	19	260	256	270	270	279	23	34	3	37	77	261	54	20	57	5	268	281	272	254	282	272	264	265	1	0	1	0	0	0	0	0	24	24	60	205	1721	98	2	12	10	42
