thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Digholia	941	4846	5787	584	6371	2191	2785	2546	2242	101	20	233	516	39	837	830	784	933	790	784	796	895	366	488	366	0	0	0	80	10	235	231	251	208	174	14	130	3	27	755	1179	89	769	91	91	502	519	431	403	604	531	386	870	1	1	1	2	1	3	2	1	56	62	56	1876	12635	148	1	17	12	54
Dumuria	304	620	924	722	1646	492	424	326	223	57	7	14	0	10	112	119	171	217	69	82	128	163	4	20	4	27	0	7	41	13	28	41	177	183	192	23	140	12	2	98	507	5	386	46	58	260	251	243	237	290	257	233	324	4	2	2	6	1	7	1	1	102	111	77	1051	5681	35	3	13	8	50
Khulna Sadar	561	2562	3123	3064	6187	798	1151	1231	1001	258	4	93	107	17	519	528	460	598	558	542	303	661	51	326	51	1	1	1	122	10	326	315	332	311	283	9	17	23	0	1133	605	247	371	332	372	551	890	580	520	630	668	396	462	14	1	0	0	0	0	0	0	6	6	251	3385	10223	881	1	102	10	6249
Dacope	141	292	433	472	905	76	101	83	63	50	26	33	38	0	12	15	28	51	13	15	25	48	3	2	3	0	0	0	18	5	11	10	71	77	77	2	35	3	0	72	114	7	20	54	1	110	146	114	106	81	133	114	147	0	0	0	2	1	3	0	0	44	47	27	187	923	79	0	30	4	2
Terokhada	85	349	434	287	721	90	84	83	46	53	0	11	0	11	24	25	23	30	24	26	22	22	4	8	4	4	0	2	30	17	40	39	80	82	106	18	71	6	12	29	122	17	3	13	27	100	86	93	85	68	72	70	87	0	0	0	1	0	1	0	0	18	19	13	208	1473	63	19	11	7	22
Fultala	126	216	342	328	670	143	191	179	77	26	5	30	75	0	9	17	34	51	8	20	36	26	0	6	0	0	0	0	24	10	19	16	64	73	84	5	60	0	0	13	87	31	0	30	2	93	99	129	143	75	111	116	136	0	3	0	1	1	2	0	0	34	36	54	280	1278	61	1	2	2	19
Batiaghata	141	386	527	255	782	97	127	120	85	41	22	6	1	9	10	29	45	71	10	27	38	51	11	2	11	3	0	0	20	3	57	40	55	79	91	10	67	13	4	82	176	0	17	8	20	132	142	132	123	134	153	156	163	1	0	5	0	0	0	1	0	55	56	17	273	1734	77	14	3	5	37
Paikgachha	182	423	605	739	1344	113	104	72	58	75	8	5	0	22	29	18	44	64	27	15	30	45	0	0	0	0	0	0	29	5	26	37	87	70	114	4	79	0	0	12	126	0	5	26	28	108	109	93	104	84	115	95	212	2	0	0	1	1	2	0	0	70	72	35	200	1594	39	1	5	12	11
Rupsha	152	312	464	518	982	199	169	152	136	60	4	49	69	6	23	33	56	85	17	32	47	81	0	16	0	6	0	1	72	12	49	47	92	94	84	22	90	0	0	50	223	64	26	29	11	140	111	120	127	68	118	96	146	0	0	0	0	0	0	0	0	49	49	21	253	1563	56	0	4	6	25
Koyra	155	376	531	481	1012	165	132	112	32	107	13	16	3	0	50	18	16	12	11	15	16	12	0	0	0	0	0	0	4	3	55	52	175	206	260	17	155	0	0	44	173	0	8	4	7	271	275	266	250	256	282	266	126	0	0	3	1	0	1	2	1	33	37	5	440	1974	113	0	32	7	10
