thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Dherai	316	811	1127	1060	2187	148	167	158	64	223	52	65	22	4	26	27	49	94	22	18	45	75	0	2	0	1	0	1	48	12	271	297	339	331	306	10	0	3	1	839	176	0	61	14	325	511	484	480	489	463	513	445	361	1	1	2	5	1	6	2	0	26	34	59	197	683	126	0	12	9	39
Sunamganj Sadar	288	758	1046	931	1977	389	377	245	137	57	130	51	26	43	24	34	56	68	23	35	52	69	21	35	21	32	0	2	126	41	182	177	170	175	159	10	2	22	2	64	84	54	168	56	56	318	323	324	299	267	307	292	264	7	0	0	11	1	12	2	0	24	38	46	245	1882	105	0	9	8	46
Dharmapasa	394	766	1160	1283	2443	203	205	200	168	212	71	58	16	0	86	73	95	97	65	67	82	67	6	3	6	0	0	0	0	0	276	263	278	244	244	22	1	3	0	24	10	42	14	8	20	382	343	370	363	332	348	321	316	1	0	1	0	0	0	0	0	33	33	106	157	1032	329	0	10	6	28
Sulla	120	400	520	550	1070	182	301	18	22	7	34	4	0	4	9	11	13	23	8	11	14	20	0	7	0	4	0	0	4	3	50	46	38	26	25	0	5	1	0	0	80	0	0	5	3	130	115	127	129	84	147	119	72	0	0	0	0	0	0	0	1	4	5	1	200	720	0	0	2	1	2
Tahirpur	270	472	742	854	1596	144	125	102	116	232	37	15	4	12	27	43	42	40	25	34	30	19	0	20	0	0	0	0	20	15	277	233	220	179	183	0	62	0	1	31	146	77	47	12	15	196	217	175	245	205	433	84	244	48	0	1	5	1	6	0	0	20	26	27	234	802	79	0	12	11	28
Chhatak	469	2580	3049	3046	6095	311	257	257	175	299	46	65	41	0	103	123	116	137	62	70	85	102	0	0	0	0	0	0	20	4	417	368	372	374	388	0	0	0	0	0	336	0	0	7	41	425	410	408	417	354	399	354	477	0	0	0	1	0	1	0	1	9	11	37	64	1597	0	0	0	0	68
Jogonnathpur	255	752	1007	683	1690	222	207	182	174	172	59	45	31	14	74	85	105	152	71	82	106	153	4	20	4	12	0	0	87	47	304	491	298	265	259	4	4	0	0	85	28	0	104	16	16	321	344	343	320	260	302	251	288	3	1	5	1	4	5	0	1	32	38	36	119	1103	28	0	4	5	26
Jamalganj	221	530	751	851	1602	93	130	124	55	115	53	18	12	5	21	28	49	71	5	22	27	53	0	17	0	0	0	0	83	11	343	390	802	564	823	0	0	0	0	55	71	9	59	5	5	5	7	7	5	6	8	6	198	0	0	0	2	1	3	0	0	9	12	45	61	748	98	0	4	5	21
Bishwamvarpur	155	487	642	698	1340	85	120	126	90	108	55	8	4	0	38	38	43	62	43	39	45	51	0	0	0	0	0	0	36	8	162	140	146	140	145	0	0	0	0	112	174	0	0	25	0	115	138	146	140	146	139	129	164	2	0	0	2	0	2	1	0	5	8	28	69	416	53	0	5	5	24
Dowara Bazar	482	1051	1533	1524	3057	275	327	373	290	259	152	83	58	36	98	116	116	145	110	111	114	112	22	0	22	0	0	0	15	0	416	380	338	331	304	0	0	0	0	0	0	103	172	0	0	466	434	423	404	372	393	385	410	5	0	1	3	3	6	2	1	19	28	31	64	557	302	19	10	19	24
Sadar (South)	245	700	945	796	1741	183	193	135	55	170	11	48	19	8	11	23	26	38	11	13	20	27	0	8	0	0	0	0	25	0	190	182	179	183	159	5	108	4	0	34	20	29	29	0	2	198	219	216	229	232	226	170	248	0	1	0	0	1	1	0	0	32	33	25	120	853	90	0	3	8	51
