thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Mirzapur	322	726	1048	1086	2134	243	280	216	127	74	12	188	318	5	20	23	70	66	31	18	42	64	1	13	1	23	0	1	193	50	462	466	432	452	440	11	35	25	0	35	280	85	136	27	40	378	467	453	440	368	409	375	290	17	7	1	0	0	0	0	0	51	51	58	777	2836	553	0	75	6	42
Nagarpur	332	529	861	1044	1905	463	466	414	418	99	25	80	88	0	133	151	169	194	123	111	95	93	0	0	0	2	0	0	98	22	260	264	264	260	272	17	201	0	0	222	285	25	328	9	9	335	350	353	342	276	307	318	243	0	0	0	0	0	0	2	0	44	46	28	568	5298	115	1	7	6	43
Bhuapur	280	394	674	588	1262	180	219	205	135	58	46	60	61	7	37	46	40	95	19	28	31	59	10	0	10	0	0	0	99	12	110	127	123	140	133	2	54	0	0	119	122	42	26	28	9	113	142	157	160	152	138	106	203	1	0	0	0	0	0	0	0	54	54	56	633	2796	32	0	4	5	37
Ghatail	467	925	1392	1212	2604	548	556	492	348	125	12	94	137	8	68	82	142	220	50	51	95	161	2	65	2	12	0	5	113	14	502	484	474	487	497	0	144	11	0	110	241	64	71	6	13	438	523	543	503	411	472	445	372	4	4	0	0	0	0	0	0	76	76	109	945	4475	254	1	10	11	47
Basail	123	342	465	432	897	134	134	93	52	26	6	25	90	2	45	41	31	42	53	36	26	34	0	6	0	0	11	0	9	0	70	77	82	78	60	8	152	0	1	2	88	70	4	33	20	68	86	83	55	72	64	61	147	1	1	1	2	0	2	0	0	28	30	49	545	1998	192	1	15	5	33
Tangail Sadar	436	949	1385	1395	2780	647	632	461	230	29	100	132	211	0	122	70	61	181	114	67	49	118	0	150	0	35	0	0	63	47	339	371	393	329	341	84	113	81	5	149	535	0	512	27	0	455	477	469	426	452	476	389	472	1	2	0	0	0	0	0	0	76	76	103	771	4492	164	1	0	11	59
Kalihati	309	602	911	805	1716	512	524	437	345	98	21	49	93	15	59	55	67	114	49	53	70	108	8	41	8	16	2	1	119	19	283	269	276	252	219	23	39	10	0	92	402	35	156	21	19	242	269	259	250	240	271	245	224	0	0	0	0	0	0	0	0	87	87	46	322	3516	344	9	6	8	82
Modhupur	485	1251	1736	1844	3580	642	681	604	411	118	55	70	86	7	121	128	176	262	107	126	165	194	3	2	3	10	0	2	113	20	348	380	414	376	389	8	204	1	0	92	198	5	72	56	9	396	425	434	447	405	420	397	326	4	2	8	2	1	3	0	0	78	81	39	631	2908	239	0	31	10	63
Gopalpur	238	678	916	438	1354	339	384	361	294	96	43	43	39	9	66	108	88	148	65	109	86	139	2	12	2	3	0	1	95	13	256	287	300	328	275	17	43	0	0	138	251	55	314	71	231	318	325	361	323	414	331	305	216	4	0	0	0	0	0	1	0	46	47	36	1384	3615	244	2	9	8	66
Shakhipur	251	581	832	911	1743	204	180	143	126	96	19	54	61	0	144	132	127	135	143	130	128	141	10	0	10	0	0	0	73	10	333	345	321	297	281	22	106	0	0	60	93	0	0	0	0	348	364	359	358	256	311	326	218	0	0	0	0	0	0	0	0	42	42	0	153	1425	0	0	0	0	36
Delduar	194	537	731	748	1479	682	604	516	415	43	2	11	0	15	129	146	140	270	80	129	110	136	2	23	2	30	0	0	111	53	318	295	312	255	256	12	65	14	28	137	295	50	119	23	25	188	226	246	237	221	222	224	133	0	0	0	0	0	0	0	0	47	47	52	1402	4492	47	0	25	6	44
