thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Bochaganj	131	432	563	464	1027	208	230	178	147	21	6	16	3	11	26	38	57	96	26	38	57	95	2	51	2	4	0	0	34	0	118	113	106	80	76	1	152	7	0	39	134	40	27	11	11	94	87	92	92	49	74	78	130	3	0	0	0	0	0	0	0	32	32	37	318	2088	33	0	3	4	28
Kaharole	171	323	494	355	849	213	214	202	214	29	0	55	80	8	40	55	91	188	28	54	82	173	0	0	0	7	0	0	11	7	186	202	161	171	168	1	190	8	0	85	207	138	90	71	8	186	210	192	206	269	191	203	166	0	0	0	0	0	0	0	0	26	26	18	321	2200	142	1	3	6	22
Fulbari	166	460	626	99	725	122	144	144	76	41	1	15	0	15	19	20	30	49	20	19	27	50	2	42	2	0	0	0	35	4	48	50	52	39	40	0	184	8	0	89	234	120	56	23	20	54	53	47	53	62	67	44	117	0	0	0	0	0	0	0	0	20	20	23	543	2983	125	1	5	5	25
Khanshama	241	444	685	628	1313	251	218	204	166	7	0	156	83	50	50	54	72	89	50	54	72	89	23	55	23	6	0	2	19	8	253	233	257	243	268	0	145	4	0	54	131	0	40	29	246	300	349	332	327	1008	326	326	246	0	0	0	1	0	1	1	0	28	30	95	463	2300	624	0	0	6	28
Dinajpur Sadar	344	1273	1617	1610	3227	1157	707	584	603	85	0	91	207	130	236	211	367	436	236	220	337	405	38	178	38	46	0	0	86	9	332	340	326	316	281	29	178	199	4	550	376	269	339	226	226	537	611	542	528	347	522	477	383	0	0	0	0	1	1	0	0	74	75	106	898	6271	105	2	13	9	54
Hakimpur	58	168	226	307	533	76	78	65	28	16	1	16	12	0	2	6	18	33	10	18	11	27	0	0	0	0	0	0	25	3	35	29	35	33	22	2	115	0	0	8	60	0	6	0	0	43	40	39	38	39	32	28	45	0	0	0	1	0	1	0	0	17	18	26	154	1263	48	0	14	0	13
Birganj	325	745	1070	988	2058	538	595	472	345	87	12	100	105	13	105	76	116	288	104	78	107	276	1	81	1	3	0	0	105	44	147	167	181	169	140	14	182	0	0	166	399	15	81	12	18	210	205	185	201	279	138	165	317	0	0	0	2	1	3	0	0	42	45	98	697	3815	257	0	5	6	53
Ghoraghat	65	219	284	259	543	45	57	58	37	28	7	14	12	22	15	2	7	11	15	2	7	11	3	20	3	1	0	0	0	0	144	133	120	88	67	0	0	4	0	93	126	0	150	22	22	70	123	126	130	18	97	83	61	0	0	0	0	0	0	0	0	12	12	16	231	1210	6	0	0	3	20
Birol	215	1009	1224	407	1631	419	409	362	247	118	0	25	85	0	80	79	104	128	80	79	104	128	0	0	0	0	0	0	12	0	168	143	150	148	157	5	44	2	0	63	293	0	69	0	0	167	174	165	167	190	173	168	228	0	0	0	0	0	0	0	0	63	63	70	740	3293	96	0	10	0	80
Chirir Bandar	229	625	854	715	1569	345	359	327	338	54	0	134	93	55	111	69	99	123	103	79	110	88	22	75	22	43	0	2	164	17	487	515	457	423	418	10	122	7	0	296	434	21	291	37	281	471	633	596	616	413	650	614	281	0	0	0	0	0	0	0	0	36	36	61	834	5139	301	2	21	11	36
Parbatipur	487	1512	1999	760	2759	734	554	529	546	124	4	254	89	93	220	83	93	151	219	126	133	146	19	44	19	0	0	0	33	7	600	500	509	424	418	10	361	26	0	346	685	230	392	6	0	279	320	335	339	379	312	286	492	0	0	0	4	1	5	1	0	77	83	32	355	4546	89	0	15	13	81
Nawabganj	182	326	508	523	1031	90	140	144	91	93	0	44	36	2	8	35	58	80	14	37	56	79	0	0	0	0	0	0	91	4	287	252	223	248	229	0	126	0	0	0	0	0	0	0	0	254	286	305	293	303	305	276	177	0	0	0	0	0	0	0	0	51	51	20	387	2206	219	0	7	7	38
Birampur	211	316	527	333	860	127	232	210	118	50	2	20	51	9	16	17	24	44	14	12	21	42	1	27	1	4	0	0	0	0	49	38	34	27	18	3	107	3	0	5	177	0	9	18	9	28	25	33	32	32	21	18	124	0	0	0	0	0	0	0	0	18	18	26	335	2500	240	2	9	5	49
