thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Atpara	167	434	601	585	1186	221	190	224	54	63	34	46	20	0	12	4	10	34	6	6	5	21	0	0	0	0	0	0	52	56	307	313	303	291	257	0	159	0	0	17	49	0	26	9	2	150	162	161	147	138	120	110	134	0	1	1	1	1	2	0	0	30	32	0	86	706	95	0	0	2	15
Kalmakanda	295	743	1038	599	1637	211	193	187	150	124	83	46	38	7	110	97	90	91	102	84	103	76	0	23	0	0	0	1	47	16	366	327	304	234	190	0	13	7	1	195	81	62	3	31	35	177	155	134	127	79	110	90	141	7	0	2	3	0	3	0	1	26	30	64	48	635	124	0	20	5	22
Modan	340	727	1067	617	1684	117	100	87	80	116	19	29	0	0	38	29	37	52	26	18	27	37	0	0	0	0	0	0	90	0	242	125	100	85	70	8	14	0	0	0	88	12	151	0	41	75	86	72	68	48	122	55	162	0	0	0	1	1	2	0	0	12	14	37	1050	4940	377	0	0	33	48
Purbadhala	505	917	1422	1438	2860	303	286	296	93	85	86	52	16	5	66	44	54	38	50	41	51	45	6	15	6	1	0	0	30	2	256	281	219	197	162	2	61	19	3	53	47	38	235	13	21	315	516	532	507	197	167	357	170	10	0	8	2	0	2	1	1	39	43	4	929	2789	47	0	2	5	14
Kendua	432	769	1201	1047	2248	269	219	180	175	156	15	34	11	9	78	69	74	57	68	59	68	57	0	28	0	4	0	0	53	11	159	177	167	154	135	5	98	2	0	127	122	23	1	10	21	113	176	167	169	88	139	136	163	1	4	0	1	0	1	0	1	63	65	8	417	3326	317	0	22	13	83
Netrokona Sadar	680	825	1505	1315	2820	506	274	147	126	76	225	123	116	34	87	90	97	89	72	77	132	135	2	24	2	7	0	0	94	3	320	344	293	267	276	10	144	52	21	38	140	30	194	110	33	413	425	434	385	300	326	294	389	3	3	2	2	0	2	0	0	85	87	71	381	2857	136	0	19	23	43
Durgapur	348	1313	1661	1493	3154	116	102	116	114	139	46	24	11	0	77	76	80	79	64	80	71	109	17	8	17	3	0	0	75	46	357	346	341	307	327	1	0	4	0	53	120	15	24	3	5	300	455	447	444	261	270	430	367	17	17	1	1	0	1	0	0	57	58	8	293	1250	116	0	2	3	32
Barhatta	267	550	817	775	1592	139	132	149	93	111	0	17	10	5	25	24	28	59	14	17	29	52	1	1	1	0	0	0	31	1	6	15	8	6	7	2	21	5	0	19	37	5	2	0	4	0	0	0	0	0	0	0	118	0	0	0	2	0	2	0	1	30	33	4	230	1902	27	0	10	6	16
Mohonganj	238	495	733	670	1403	146	188	111	87	56	24	19	9	0	15	21	44	72	25	21	44	64	5	38	5	1	0	1	24	1	132	157	126	133	133	7	32	23	7	90	129	29	129	7	5	235	223	203	171	124	131	248	105	0	2	2	3	2	5	0	1	32	38	72	375	3165	57	11	9	5	22
Khaliajhuri	107	326	433	445	878	73	50	34	32	31	1	31	1	0	33	12	12	9	10	11	12	10	0	0	0	0	0	0	21	3	21	22	18	24	14	0	10	0	0	0	0	0	0	0	0	35	10	11	14	30	34	10	43	1	0	0	0	0	0	1	0	22	23	2	108	623	53	0	15	1	13
