thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Durgapur	175	242	417	732	1149	233	235	161	140	23	9	46	82	0	52	52	26	110	45	47	23	92	0	0	0	0	0	0	38	18	109	118	84	73	78	2	20	0	0	65	129	70	38	29	77	140	145	134	146	132	108	140	158	4	1	0	0	0	0	0	0	44	44	52	218	1624	2	0	2	1	30
Poba (Sadar)	250	943	1193	845	2038	168	195	148	69	43	6	86	76	0	49	69	60	42	27	61	52	65	26	20	26	76	69	71	91	139	120	146	247	236	303	0	0	69	0	17	139	50	48	2	0	221	224	231	241	231	213	255	187	2	0	1	0	0	0	6	6	45	57	28	457	1779	60	0	0	0	1
Mohanpur	145	400	545	404	949	226	144	140	121	24	10	35	53	1	94	79	48	55	93	81	49	56	0	14	0	1	0	1	21	6	109	118	109	89	82	1	0	0	0	85	47	0	84	2	4	71	90	94	100	83	79	123	125	0	0	0	0	0	0	0	0	31	31	13	450	2867	218	0	19	6	16
Puthiya	235	487	722	661	1383	262	180	155	63	33	5	63	147	0	3	7	21	72	1	8	21	62	4	11	4	25	35	24	59	13	89	112	81	78	82	2	0	14	6	50	406	4	0	28	40	102	92	117	136	112	148	117	248	1	2	0	0	0	0	1	0	39	40	67	63	761	143	0	33	10	301
Bagmara	335	738	1073	1185	2258	266	296	202	135	91	14	82	133	2	102	58	51	67	119	62	58	60	0	118	0	0	0	0	153	38	209	243	220	228	207	14	0	6	0	54	154	95	350	20	41	219	227	220	233	172	193	207	253	1	1	0	0	0	0	0	0	74	74	94	1778	3504	747	23	120	32	92
Charghat	186	464	650	689	1339	147	121	112	63	18	4	82	102	1	9	10	23	53	9	5	15	14	2	7	2	5	0	0	34	7	40	30	24	19	21	3	0	0	0	112	76	26	126	4	4	23	25	27	23	20	24	21	206	2	0	0	1	0	1	0	0	36	37	52	366	2070	92	0	2	4	16
Boalia	439	2516	2955	1700	4655	2039	2474	1278	1838	248	526	148	111	260	279	251	386	320	225	214	191	141	45	354	45	0	0	0	42	0	158	137	154	145	130	3	200	124	14	445	866	388	584	177	274	380	399	314	386	206	359	189	329	0	0	0	0	0	0	0	0	9	9	52	5891	18335	185	0	31	0	0
Tanore	125	407	532	540	1072	212	293	119	81	123	39	48	31	11	66	63	68	67	57	70	68	73	5	8	5	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	59	25	72	81	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	26	26	71	110	788	545	0	0	0	30
Godagari	274	1107	1381	750	2131	174	161	167	164	81	22	97	50	0	66	54	57	58	67	54	49	49	0	0	0	0	0	0	39	5	140	122	106	114	92	0	0	0	0	227	200	0	0	40	116	206	220	212	217	257	215	190	190	0	0	0	0	0	0	0	0	47	47	40	0	0	139	0	28	9	32
Bagha	151	561	712	605	1317	161	108	78	49	37	8	31	66	0	6	10	22	39	9	12	14	34	0	0	0	1	0	0	81	7	54	56	164	177	199	1	0	0	2	7	44	0	2	0	4	143	167	179	192	127	188	156	185	0	1	0	0	0	0	0	0	50	50	48	465	1993	15	0	0	3	22
