thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Sariakandi	128	560	688	619	1307	415	339	247	149	104	37	88	22	0	63	64	69	73	58	68	66	61	0	0	0	0	0	0	70	12	237	233	275	194	184	1	127	0	0	0	170	23	10	11	1	122	275	304	269	347	223	272	165	1	0	0	0	0	0	0	0	32	32	15	361	1478	176	0	13	18	46
Sherpur	383	669	1052	1321	2373	278	308	274	280	66	109	67	94	0	20	14	31	110	17	22	35	113	0	0	0	39	0	0	228	120	281	312	278	245	235	6	63	9	0	44	59	86	40	11	22	33	96	104	88	73	112	121	344	0	0	0	0	0	0	0	0	95	95	79	139	904	88	0	16	10	73
Shibganj	317	1251	1568	652	2220	576	463	356	487	76	174	52	0	35	136	113	118	158	102	92	96	133	3	6	3	2	0	0	174	64	262	284	264	205	250	15	104	0	0	150	692	420	752	26	35	107	287	327	324	294	279	291	341	0	4	2	1	0	1	0	0	86	87	98	1283	7838	487	0	27	12	62
Dhunot	325	608	933	1002	1935	362	457	476	379	42	197	33	33	13	60	55	57	89	64	61	43	111	3	6	3	0	0	0	153	67	125	158	143	113	106	7	124	0	0	0	183	29	176	22	39	116	135	143	129	107	128	120	269	0	4	0	0	0	0	0	0	86	86	69	146	1619	174	0	0	3	51
Dupchanchia	205	558	763	398	1161	241	235	185	132	8	45	52	94	22	111	118	140	92	124	87	79	53	0	0	0	0	0	0	110	10	172	190	147	160	136	9	364	3	0	29	138	4	23	131	131	217	218	218	211	185	196	224	172	0	0	0	0	0	0	0	0	40	40	43	183	2342	47	0	36	3	8
Nandigram	108	475	583	640	1223	235	191	130	98	5	56	15	39	0	17	18	22	34	10	11	23	32	2	15	2	0	0	0	121	13	177	162	187	152	130	16	244	4	0	47	114	8	49	3	3	177	188	187	213	135	164	167	117	0	0	0	0	0	0	0	0	32	32	8	437	1435	222	1	10	4	20
Adamdighi	174	511	685	664	1349	155	194	173	123	43	11	34	55	5	20	11	19	21	20	32	12	16	0	3	0	17	0	0	51	34	181	172	174	177	149	3	165	2	0	45	156	94	10	32	9	204	208	219	202	211	256	237	138	0	0	0	0	0	0	0	0	64	64	45	78	1037	190	0	3	5	9
Bogra Sadar	364	863	1227	1134	2361	736	799	510	344	85	40	156	262	63	163	122	149	188	137	93	74	67	24	67	24	18	0	0	199	69	388	334	331	381	346	21	66	385	53	262	250	212	722	9	114	357	540	536	514	777	768	521	529	8	3	1	1	0	1	0	0	60	61	61	492	3878	701	1	7	10	88
Kahaloo	286	377	663	862	1525	368	184	103	89	32	52	43	104	52	94	33	36	36	93	33	30	44	0	2	0	0	0	0	108	46	140	109	139	135	132	0	79	0	0	4	182	0	6	24	31	134	186	200	214	172	196	164	231	0	0	0	0	0	0	0	0	78	78	82	903	4142	226	0	18	9	47
Gabtali	346	642	988	837	1825	287	303	322	209	114	81	73	1	17	65	46	73	100	64	48	36	105	45	17	45	25	1	8	108	29	291	234	295	291	311	7	114	6	0	31	44	35	71	26	430	207	289	324	326	223	301	336	264	33	0	0	0	0	0	0	0	72	72	65	158	1066	82	0	21	10	77
Sonatola	192	593	785	405	1190	218	218	167	148	65	29	34	0	24	50	40	39	98	63	35	107	75	6	88	6	12	0	1	95	17	561	559	571	487	506	7	160	4	0	323	213	117	251	15	46	611	626	595	525	1368	374	478	128	6	0	0	0	0	0	0	0	43	43	42	769	2272	330	0	56	9	95
Shajahanpur	359	615	974	780	1754	447	351	173	211	54	66	42	133	29	47	44	54	89	39	42	54	83	0	2	0	4	0	0	139	45	217	242	254	222	202	2	156	5	0	2	29	52	1	4	35	297	383	375	417	280	367	379	295	1	2	1	0	0	0	0	0	64	64	88	130	1316	335	10	16	11	73
