thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Sariakandi	149	497	646	444	1090	258	344	258	197	129	25	63	36	22	89	65	71	120	86	61	64	89	0	57	0	4	0	0	60	15	242	229	246	206	167	13	132	1	0	32	352	29	13	66	192	259	274	303	272	176	255	270	211	1	0	0	0	0	0	0	0	64	64	30	678	5245	39	0	16	11	43
Sherpur	361	577	938	1161	2099	254	308	265	284	61	132	75	141	0	67	68	92	169	64	61	94	170	0	0	0	37	0	0	224	117	244	231	237	255	282	52	2	7	0	73	330	52	93	229	17	381	367	313	365	385	312	390	363	0	0	0	0	1	1	1	0	86	88	201	506	3738	94	0	20	9	66
Shibganj	312	1124	1436	621	2057	599	494	512	574	70	193	19	116	14	153	131	157	211	150	128	122	207	0	26	0	6	0	2	190	69	309	300	257	244	245	29	228	2	0	378	535	419	225	0	351	372	336	333	343	381	286	289	408	0	0	0	0	0	0	0	0	114	114	123	776	6391	402	0	45	12	67
Dhunot	324	542	866	979	1845	263	381	296	211	108	188	62	60	55	42	55	77	134	42	55	77	134	3	21	3	19	0	0	14	4	124	127	120	96	90	14	20	0	0	184	523	0	185	25	0	162	165	163	169	171	200	174	356	0	0	0	0	0	0	0	0	78	78	143	449	4008	191	1	54	0	54
Dupchanchia	207	550	757	281	1038	114	74	35	50	6	57	41	95	32	32	15	21	56	32	15	22	38	0	42	0	0	0	0	76	6	172	162	174	168	189	20	134	4	0	33	116	0	27	132	132	241	238	216	237	237	221	245	184	0	0	0	0	0	0	0	0	76	76	75	153	2051	75	1	19	2	6
Nandigram	95	471	566	437	1003	60	44	42	37	3	31	30	57	0	8	8	8	22	8	8	8	25	0	22	0	0	0	0	16	1	140	163	161	125	130	12	122	5	0	12	162	17	25	5	37	141	146	160	166	173	159	149	127	0	0	0	0	0	0	0	0	35	35	23	608	1324	178	0	0	2	2
Adamdighi	175	362	537	478	1015	195	203	188	145	33	19	24	95	25	64	102	86	47	29	50	65	32	6	22	6	19	0	0	39	7	136	144	157	142	150	38	111	9	0	253	289	215	0	5	9	188	218	211	231	164	263	196	171	1	1	0	0	0	0	0	0	54	54	50	81	1469	123	0	2	7	16
Bogra Sadar	333	793	1126	1047	2173	1138	927	612	554	79	42	183	332	152	315	170	236	208	290	153	174	201	78	120	78	21	0	20	154	77	351	327	334	350	315	25	64	140	51	134	313	0	190	137	266	586	631	558	527	786	549	542	568	2	1	0	0	0	0	0	0	130	130	112	265	3240	341	1	9	10	87
Kahaloo	210	333	543	830	1373	151	111	102	95	26	121	71	111	6	69	51	55	77	69	53	57	77	1	53	1	0	0	0	110	29	95	90	121	112	96	16	8	9	1	248	499	103	392	13	13	154	154	152	171	212	169	159	247	0	0	0	0	0	0	0	0	85	85	97	729	4041	177	0	23	8	27
Gabtali	312	670	982	800	1782	353	316	267	168	112	64	11	0	6	27	29	35	96	14	29	43	85	0	38	0	34	0	16	143	30	219	200	206	229	255	26	110	0	0	72	338	72	105	0	0	301	319	281	251	352	282	218	273	16	1	1	2	1	3	0	1	99	103	81	973	3664	49	0	21	10	46
Sonatola	190	595	785	338	1123	209	205	194	173	58	35	41	33	42	93	99	93	144	94	107	98	141	1	28	1	3	0	0	94	27	555	527	521	419	410	0	131	0	1	313	1306	168	183	40	56	566	585	570	631	1359	360	420	144	0	0	0	0	0	0	0	0	59	59	96	1248	5479	308	1	48	9	94
Shajahanpur	247	606	853	622	1475	294	342	247	126	60	44	98	26	35	49	52	59	98	46	48	63	100	0	11	0	3	0	0	142	71	209	155	231	232	251	9	0	0	0	16	172	2	30	9	37	377	394	376	383	376	392	363	235	0	0	0	1	1	2	0	0	84	86	43	1053	4136	186	0	27	10	71
