thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Sariakandi	162	567	729	444	1173	275	326	230	185	123	12	37	24	18	81	86	82	106	70	78	72	93	0	34	0	7	0	1	47	10	291	293	287	208	183	18	126	2	0	34	238	46	21	73	174	279	291	338	316	327	207	274	192	0	0	0	0	0	0	0	0	50	50	62	497	3596	102	1	25	17	52
Sherpur	323	600	923	1238	2161	271	283	290	271	39	163	70	142	0	71	66	104	152	69	69	107	154	0	0	0	46	0	0	206	128	205	202	273	256	292	31	6	36	2	95	257	20	131	215	12	383	338	354	328	293	364	362	405	6	2	1	0	1	1	2	1	98	102	116	452	3248	91	1	20	10	73
Shibganj	357	1057	1414	659	2073	598	534	495	526	58	236	22	140	15	183	137	167	209	163	130	141	172	0	2	0	9	0	0	200	63	301	306	259	245	225	9	194	0	0	360	513	387	250	0	383	373	320	325	317	358	232	261	470	0	0	0	1	0	1	2	0	90	93	105	416	5173	520	3	42	0	54
Dhunot	304	657	961	958	1919	224	343	256	222	78	160	66	63	36	35	43	64	143	40	41	63	141	4	21	4	21	0	2	15	6	154	153	139	133	117	15	22	0	0	142	508	0	237	23	0	166	176	172	169	175	210	162	380	11	3	0	0	0	0	0	0	78	78	103	424	3366	192	1	67	9	54
Dupchanchia	123	527	650	389	1039	63	57	47	38	12	49	59	97	32	32	16	22	35	32	12	23	23	0	40	0	0	0	0	96	8	155	170	174	154	151	11	191	2	0	19	82	0	46	155	167	226	225	242	252	227	208	207	185	0	0	0	0	1	1	1	0	52	54	46	109	1707	78	1	17	0	2
Nandigram	111	455	566	467	1033	75	92	36	26	12	47	29	58	0	2	2	7	26	2	2	2	9	0	5	0	0	0	0	54	6	166	182	175	167	135	13	107	0	3	8	103	0	72	18	0	153	161	192	181	154	170	163	133	1	0	0	0	1	1	0	0	50	51	14	327	1046	207	0	0	4	4
Adamdighi	127	383	510	502	1012	198	174	195	171	30	21	33	71	3	13	33	30	51	11	11	25	41	0	18	0	36	31	22	33	0	155	156	117	143	117	9	92	12	0	30	157	37	19	1	7	149	179	222	181	156	213	171	150	0	0	0	0	0	0	0	0	52	52	51	89	991	118	0	2	5	24
Bogra Sadar	339	625	964	997	1961	265	439	290	162	91	42	155	210	90	144	59	70	73	137	56	71	73	0	47	0	39	0	0	159	65	272	323	340	297	272	2	0	0	0	19	147	0	18	124	136	383	421	450	450	481	639	425	498	0	0	0	0	0	0	0	0	104	104	68	308	2231	348	1	6	11	85
Kahaloo	195	336	531	901	1432	153	121	88	60	32	36	56	131	5	80	59	55	65	80	59	50	64	1	67	1	0	0	0	94	39	120	103	115	116	107	23	25	9	0	229	522	89	434	13	14	174	174	168	173	185	164	147	245	0	0	0	0	0	0	0	0	54	54	79	645	3415	181	1	19	8	33
Gabtali	317	706	1023	799	1822	229	310	293	205	168	98	14	0	4	28	32	56	118	28	30	53	75	1	31	1	48	0	3	125	35	214	247	239	244	293	10	143	0	0	198	232	82	68	0	0	266	276	309	281	354	239	271	391	0	0	0	0	0	0	0	0	73	73	91	341	3036	80	0	10	11	60
Sonatola	217	610	827	331	1158	210	230	209	160	57	30	36	35	44	103	104	147	185	104	107	141	172	0	142	0	0	0	2	105	30	539	569	521	433	441	0	106	2	0	342	1254	254	215	30	73	635	656	635	591	1500	394	438	156	0	0	0	0	0	0	0	0	67	67	142	829	3343	290	0	65	6	65
Shajahanpur	243	475	718	657	1375	208	309	213	141	40	80	64	71	51	55	54	54	80	56	54	54	68	0	1	0	3	0	0	126	41	128	214	217	181	201	2	5	0	0	18	115	9	48	30	38	301	332	346	387	383	384	310	287	46	0	0	1	0	1	0	0	277	278	59	384	2818	199	0	24	9	80
