thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Panchlaish	60	204	264	241	505	1972	1393	940	982	16	0	146	81	0	444	491	394	428	243	494	553	256	0	8	0	0	0	4	66	9	881	643	416	250	259	15	123	648	14	591	606	1213	1347	14	0	675	1717	1779	1386	724	839	712	29	0	0	0	0	0	0	0	0	5	5	0	1421	8801	85	0	5	5	0
Rangunia	351	998	1349	1223	2572	354	348	262	172	125	9	78	40	17	59	55	71	202	57	51	50	157	1	88	1	27	0	0	45	13	232	209	196	154	188	7	116	16	2	224	430	283	319	11	115	233	295	295	314	269	277	228	249	0	0	0	0	1	1	0	0	71	72	84	871	4516	109	0	45	8	49
Doublemooring	251	555	806	627	1433	2488	1960	1757	2206	15	6	218	284	18	1304	1168	1385	1273	1054	538	564	620	37	954	37	132	46	32	31	7	806	1216	688	1150	342	3	151	180	27	915	1037	532	5249	80	91	1454	2242	2141	2096	1147	1342	1105	521	13	2	0	0	0	0	0	0	31	31	0	2906	13520	139	0	14	8	0
Fatichhari	500	1397	1897	2045	3942	444	385	328	193	61	28	106	41	6	19	78	122	176	10	51	68	115	5	38	5	28	0	1	36	2	668	690	593	550	536	49	123	16	0	101	463	64	233	7	11	390	980	995	921	650	687	711	248	6	2	0	0	0	0	1	0	101	102	82	1245	4436	83	0	30	36	61
Hathazari	388	596	984	805	1789	204	100	105	102	29	17	52	19	1	37	12	24	30	31	11	20	25	0	43	0	4	0	0	12	7	131	108	102	111	101	6	113	57	1	271	207	29	62	8	11	99	120	120	113	81	69	87	89	0	0	0	0	0	0	1	0	68	69	60	1599	3088	146	15	34	10	53
Sitakunda	543	800	1343	1157	2500	378	331	247	164	85	6	66	43	13	56	46	94	109	58	43	64	107	5	35	5	5	0	2	13	6	271	287	253	261	228	6	114	16	0	167	346	149	55	16	15	311	348	383	345	276	496	324	157	0	0	0	0	0	0	0	0	39	39	35	497	5067	28	0	24	7	26
Mirsharai	452	1146	1598	1391	2989	130	157	114	106	127	39	90	38	0	28	32	30	35	19	24	31	31	0	0	0	0	0	0	13	4	453	417	445	393	450	6	131	10	10	8	0	0	0	0	0	497	611	677	652	917	519	553	177	0	0	0	0	0	0	0	0	47	47	16	769	2281	14	0	0	13	7
Rawzan	334	719	1053	844	1897	380	299	227	114	28	0	159	67	25	97	79	31	37	3	12	27	29	3	0	3	9	0	0	85	20	303	327	322	351	354	26	72	43	0	31	302	58	185	0	0	305	354	387	383	180	341	414	223	0	0	0	0	0	0	0	0	87	87	43	658	2345	67	12	33	14	66
Sandwip	312	711	1023	780	1803	195	176	161	114	78	62	24	7	9	27	54	62	55	27	45	59	65	0	0	0	0	0	0	15	1	380	334	295	272	290	0	53	3	0	303	514	0	686	4	46	374	396	382	391	325	590	304	163	0	0	0	0	1	1	2	0	61	64	89	0	0	109	0	25	12	41
Boalkhali	248	745	993	612	1605	242	234	198	96	30	2	86	27	51	56	42	62	54	52	34	68	59	0	4	0	1	0	0	18	5	96	101	163	138	161	4	37	7	1	12	177	56	32	53	53	132	217	230	238	229	233	138	141	1	0	0	1	0	1	0	0	51	52	75	775	3023	24	0	10	5	12
