thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Atpara	156	506	662	455	1117	204	241	191	195	91	43	42	23	0	66	92	120	165	54	18	41	54	2	10	2	2	0	0	52	5	321	340	289	277	283	1	112	0	0	16	50	8	194	0	2	236	237	248	255	217	242	219	174	0	0	0	0	0	0	0	0	30	30	28	284	1307	294	0	8	8	9
Kalmakanda	258	742	1000	542	1542	363	382	303	271	113	60	26	34	0	241	110	161	104	234	106	153	90	0	0	0	0	0	0	74	23	263	228	201	179	147	1	47	4	0	218	202	76	363	62	51	192	175	166	150	117	158	135	131	0	0	7	2	1	3	0	0	35	38	32	320	684	115	0	11	8	15
Modan	262	846	1108	380	1488	177	194	121	142	419	44	19	0	0	84	40	31	65	85	28	37	75	10	28	10	0	0	0	41	8	107	104	77	79	97	6	48	0	0	57	33	6	220	114	75	125	122	93	113	74	67	50	252	0	0	0	1	0	1	0	0	13	14	29	951	5230	127	0	16	24	50
Purbadhala	185	1121	1306	1455	2761	285	272	310	88	90	93	82	37	12	123	43	116	85	50	46	47	58	0	8	0	1	0	0	40	9	299	376	381	495	623	0	61	19	0	8	7	23	35	4	4	319	352	513	503	211	210	206	275	4	3	4	3	0	3	0	1	36	40	0	857	3716	0	0	0	0	72
Kendua	237	948	1185	1008	2193	202	250	197	200	183	35	43	22	19	79	74	101	106	61	52	68	69	9	9	9	6	0	0	62	22	171	214	187	166	172	17	61	0	0	24	297	26	27	20	27	174	231	234	248	177	158	187	200	13	2	2	1	1	2	2	0	53	57	44	400	2891	307	0	21	21	86
Netrokona Sadar	332	971	1303	1494	2797	211	472	182	133	56	230	96	102	33	93	117	90	73	86	108	86	65	3	17	3	18	0	0	118	18	316	312	312	287	323	2	51	54	28	61	126	54	296	96	3	334	423	438	422	330	346	304	442	1	3	6	2	2	4	1	0	71	76	41	168	2892	189	0	15	11	42
Durgapur	308	962	1270	1085	2355	219	206	196	160	209	50	39	20	0	93	92	101	152	111	99	109	151	3	6	3	0	0	0	44	22	509	460	475	496	554	5	0	2	0	59	155	17	45	0	51	480	485	536	511	458	485	484	330	0	0	6	6	6	12	2	0	48	62	25	205	1321	439	0	2	3	26
Barhatta	154	657	811	802	1613	93	112	131	90	83	10	17	18	3	22	21	28	54	13	10	21	47	1	8	1	1	0	0	42	0	27	23	21	20	17	0	16	4	0	20	36	5	7	0	5	24	43	42	43	33	0	19	135	1	0	0	2	0	2	0	0	23	25	3	139	1537	6	0	6	2	20
Mohonganj	154	605	759	606	1365	153	171	117	123	83	22	19	9	0	21	24	126	61	28	22	125	65	0	0	0	0	0	0	44	0	142	183	128	148	151	14	93	2	0	25	17	2	20	0	0	231	232	186	154	121	107	100	93	0	0	1	0	1	1	0	0	11	12	0	631	2568	15	0	7	7	44
Khaliajhuri	59	331	390	421	811	91	91	85	48	40	14	14	4	0	17	26	21	19	14	19	15	20	0	0	0	0	0	0	24	4	23	17	22	25	18	2	18	0	0	2	3	0	0	0	0	51	29	23	26	27	20	27	31	2	1	0	1	0	1	0	0	17	18	1	89	480	54	0	15	14	13
