thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Atpara	130	412	542	472	1014	284	272	257	226	66	26	21	18	0	75	78	134	132	11	17	34	45	0	18	0	3	0	0	56	5	278	281	273	207	225	6	0	0	0	49	141	0	2	3	0	183	197	220	217	123	135	167	124	0	0	0	0	0	0	0	0	20	20	12	366	1221	139	0	0	0	19
Kalmakanda	251	716	967	832	1799	412	400	385	272	109	71	24	17	13	244	106	101	136	218	86	85	111	2	53	2	4	0	1	43	16	243	228	192	150	145	3	4	4	0	178	51	25	3	49	18	248	255	245	241	151	205	207	221	38	0	7	0	0	0	0	0	24	24	23	225	1468	99	0	7	8	25
Modan	195	789	984	705	1689	178	165	167	124	341	27	81	15	0	93	201	96	134	103	30	39	85	0	5	0	0	0	0	58	15	178	119	126	93	142	5	58	0	0	14	192	39	471	102	112	181	144	138	142	161	143	119	153	0	0	0	1	2	3	0	0	10	13	44	1198	4421	116	0	16	8	53
Purbadhala	186	1005	1191	1102	2293	185	204	296	49	109	57	94	113	3	98	72	33	34	13	19	49	69	6	0	6	0	0	0	55	15	208	269	263	251	253	0	0	0	0	0	0	0	0	0	15	190	228	203	209	174	159	189	553	0	0	0	2	0	2	1	0	31	34	2	3	0	2	0	0	3	56
Kendua	235	953	1188	816	2004	211	240	223	179	191	31	45	20	4	73	57	61	71	59	42	53	56	0	2	0	12	0	0	23	4	225	252	247	226	220	5	0	0	0	0	18	16	0	44	10	199	251	265	240	129	309	198	215	2	1	1	2	0	2	0	0	48	50	19	117	1372	251	0	10	11	60
Netrokona Sadar	392	1107	1499	1351	2850	591	470	252	174	60	177	106	69	34	142	136	148	150	130	118	143	135	4	30	4	18	0	3	35	44	287	305	320	303	281	21	12	40	18	23	139	137	194	131	31	345	359	382	370	335	326	299	362	0	1	3	1	2	3	0	1	58	62	70	213	2499	455	0	16	7	55
Durgapur	264	928	1192	1000	2192	168	160	192	230	192	42	40	39	3	104	99	145	94	88	91	119	92	1	15	1	0	0	0	49	24	400	389	344	347	394	0	15	0	0	54	90	10	16	1	45	459	476	488	474	581	575	416	264	1	2	2	3	3	6	1	0	36	43	23	89	845	79	0	0	0	28
Barhatta	127	485	612	658	1270	106	115	100	89	108	13	10	18	4	17	23	37	57	15	14	27	48	2	22	2	0	0	0	33	1	28	34	33	25	22	4	8	3	0	43	80	18	6	5	5	0	0	0	0	0	0	0	132	1	0	0	1	0	1	1	1	29	32	8	127	1428	26	0	10	4	14
Mohonganj	107	504	611	560	1171	188	167	144	134	61	28	32	12	2	31	199	38	45	20	188	32	48	5	48	5	30	30	23	69	18	159	150	171	136	158	10	33	20	0	78	55	35	186	27	55	268	274	230	230	188	353	187	105	4	1	5	6	1	7	1	1	36	45	1	270	3133	66	0	2	4	21
Khaliajhuri	86	331	417	373	790	57	56	49	31	30	11	4	0	0	14	17	12	8	21	14	9	6	0	18	0	0	0	0	8	1	12	9	13	9	8	0	0	27	20	27	9	0	0	0	0	16	18	16	15	11	10	0	30	1	0	0	0	0	0	0	0	6	6	0	210	598	0	0	0	0	0
