thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Naogaon Sadar	238	461	699	668	1367	469	537	482	273	64	18	98	181	67	132	93	118	113	119	89	89	79	2	41	2	3	0	0	77	13	244	249	266	251	255	23	59	0	0	51	191	45	276	39	99	283	306	318	291	238	288	296	219	0	0	0	0	0	0	0	0	48	48	57	578	4141	201	0	8	16	44
Mohadebpur	266	637	903	832	1735	234	207	148	107	61	8	50	147	0	23	14	26	106	24	18	18	119	0	10	0	0	0	0	28	6	214	1830	244	219	172	7	0	1	0	0	21	140	0	113	0	218	250	255	250	243	230	244	266	4	1	0	0	0	0	1	0	36	37	75	66	659	28	0	0	0	17
Manda	351	686	1037	911	1948	570	609	557	505	69	15	264	138	176	198	69	109	265	203	70	110	203	10	50	10	25	0	4	72	25	100	101	117	123	122	18	140	33	2	134	333	183	287	176	177	92	109	104	106	166	96	71	486	0	0	1	1	0	1	0	1	57	59	115	973	3179	299	0	18	4	32
Badalgachhi	129	605	734	210	944	255	203	194	139	45	0	49	56	31	49	50	65	142	42	35	36	54	0	8	0	2	0	0	54	9	203	208	212	185	201	0	0	0	0	0	0	0	183	5	36	127	179	177	185	150	156	145	150	2	0	0	0	1	1	1	0	29	31	37	413	1423	448	2	47	1	0
Rani Nagar	195	447	642	538	1180	2274	174	181	119	59	15	23	58	2	27	27	42	51	22	31	32	49	0	10	0	2	0	0	120	47	221	224	250	195	185	2	0	3	3	135	130	20	54	47	111	187	239	252	220	261	221	230	152	1	1	0	0	0	0	0	0	44	44	68	290	1070	607	36	9	12	13
Patnitola	207	440	647	629	1276	214	132	102	71	36	8	5	0	4	18	21	31	63	19	21	31	60	2	51	2	18	0	0	69	17	185	181	186	180	166	10	0	0	0	60	154	19	0	2	3	201	237	231	239	230	189	199	169	0	0	1	0	0	0	0	0	29	29	138	306	1411	52	0	11	10	28
Atrai	225	520	745	543	1288	229	321	249	152	49	6	68	99	0	58	68	93	137	58	64	91	115	0	0	0	0	0	0	79	10	232	250	248	210	224	4	0	0	0	92	0	0	0	0	0	249	276	297	286	275	286	273	214	0	0	0	0	1	1	1	0	45	47	78	16	828	52	0	0	8	27
Dhamoirhat	125	417	542	517	1059	219	257	187	96	31	3	50	40	9	34	45	60	61	45	35	57	64	0	3	0	0	0	0	8	0	139	113	121	119	121	6	33	1	0	0	42	15	0	76	40	132	137	148	148	142	141	132	120	0	2	0	0	0	0	0	0	48	48	97	534	1483	71	10	34	17	30
Niamatpur	194	392	586	618	1204	234	193	121	97	63	12	45	48	7	32	22	39	69	38	23	37	46	1	1	1	5	0	1	66	5	165	139	159	126	117	4	0	14	2	23	115	8	40	14	13	124	139	132	142	99	96	133	168	1	0	0	1	0	1	0	1	27	29	74	484	1806	86	0	7	10	19
Porsa	150	299	449	423	872	128	229	141	75	45	6	14	0	17	27	22	21	21	28	21	21	21	0	11	0	1	0	0	42	10	142	149	127	126	110	6	1	8	0	21	27	10	14	19	31	149	145	161	143	152	159	180	98	0	0	0	0	0	0	0	0	31	31	38	134	1038	88	2	5	4	13
Sapahar	193	303	496	539	1035	49	68	75	38	71	25	11	0	11	13	4	18	21	11	3	10	21	0	3	0	1	0	1	27	7	141	166	138	151	160	3	0	10	0	58	57	1	30	2	9	234	213	187	179	179	173	150	166	0	2	0	2	0	2	0	0	28	30	47	134	1129	61	0	2	4	15
