thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Naogaon Sadar	206	504	710	637	1347	509	468	392	191	37	12	55	105	19	96	92	102	195	89	81	100	204	3	16	3	3	0	1	80	6	260	257	231	213	403	5	0	0	0	27	57	442	281	31	64	319	314	320	398	380	539	350	140	0	0	0	0	0	0	0	0	27	27	35	203	1720	143	0	13	14	52
Mohadebpur	237	638	875	861	1736	194	184	208	121	76	2	54	136	1	20	20	29	43	22	7	26	58	0	13	0	0	0	0	17	2	189	205	184	203	204	8	8	0	0	47	83	130	45	100	58	234	193	248	198	142	233	253	192	0	0	0	0	0	0	1	1	53	55	26	306	1449	14	0	2	1	14
Manda	290	663	953	885	1838	567	599	496	378	64	28	211	116	147	176	60	118	174	179	62	112	180	1	38	1	14	0	5	96	24	125	104	114	98	120	12	0	24	0	128	209	101	241	250	154	140	144	157	181	207	136	183	419	5	0	0	0	0	0	0	0	59	59	75	476	2350	193	13	21	7	36
Badalgachhi	103	643	746	223	969	70	61	48	32	34	2	49	27	21	17	14	17	18	19	14	16	14	1	4	1	0	0	0	46	4	234	226	212	212	206	0	0	0	0	7	68	0	2	16	16	138	190	185	181	137	162	153	104	1	0	0	0	0	0	1	0	38	39	26	523	2058	487	0	39	4	6
Rani Nagar	127	481	608	552	1160	127	176	143	106	72	9	35	52	5	29	39	40	64	21	38	36	51	0	2	0	5	0	0	101	29	153	154	187	181	154	3	0	0	0	58	159	24	35	14	8	348	863	761	667	286	209	515	167	3	1	0	0	0	0	0	0	35	35	90	506	2623	71	13	14	12	21
Patnitola	114	482	596	685	1281	154	111	108	70	33	5	8	0	13	31	16	50	44	25	19	37	55	7	20	7	19	0	10	60	24	175	194	179	235	159	7	0	0	0	57	34	0	0	31	59	194	223	222	219	224	219	185	135	0	0	0	0	0	0	1	0	19	20	121	405	1680	47	0	14	9	26
Atrai	190	542	732	563	1295	263	129	104	77	36	8	66	95	0	32	33	36	54	31	33	34	53	0	0	0	0	0	0	96	9	209	244	235	181	153	5	10	0	0	70	7	6	80	0	0	248	222	264	270	213	262	237	201	0	0	0	0	0	0	1	0	38	39	29	50	1555	6	0	0	8	28
Dhamoirhat	100	439	539	505	1044	142	189	149	87	40	11	39	20	0	17	17	25	38	15	17	18	32	0	0	0	0	0	0	0	0	124	127	113	91	100	5	105	0	0	0	133	25	12	27	13	111	131	146	151	120	114	107	86	0	0	0	0	0	0	1	0	49	50	110	548	2117	58	5	20	10	30
Niamatpur	134	492	626	697	1323	130	155	120	90	70	15	33	44	8	42	39	40	34	37	18	23	29	1	2	1	11	0	0	47	11	142	162	149	132	126	7	66	21	2	26	66	8	47	24	16	150	131	132	133	100	89	138	162	98	0	0	0	0	0	0	0	25	25	35	406	1385	90	3	20	1	25
Porsa	69	301	370	425	795	68	110	76	75	61	11	13	0	17	27	20	17	22	24	18	16	21	1	12	1	0	0	0	30	9	149	129	123	98	93	8	4	8	0	13	24	19	47	7	34	133	129	151	136	92	102	160	101	0	0	0	0	0	0	0	0	28	28	6	136	1173	90	0	5	3	15
Sapahar	131	376	507	601	1108	72	91	56	59	71	24	30	39	8	11	5	8	13	10	4	3	8	2	0	2	2	0	0	28	2	117	134	155	100	123	2	0	10	0	25	33	0	50	0	10	144	216	164	153	167	139	96	164	0	0	0	0	0	0	0	0	20	20	40	153	976	89	0	7	12	13
