thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Mymensingh Sadar	668	1869	2537	2847	5384	974	959	896	883	302	20	308	210	150	311	358	412	505	325	346	403	515	0	203	0	0	0	0	119	20	289	278	231	214	184	23	87	303	51	396	480	286	267	295	153	361	353	290	259	253	273	189	802	0	0	0	0	0	0	0	0	93	93	175	1539	11977	188	0	0	4	104
Trisal	552	1700	2252	2159	4411	231	174	119	85	292	27	103	94	6	9	14	75	147	22	21	79	139	16	9	16	25	0	0	58	5	0	0	0	0	0	13	79	2	0	81	350	34	79	0	0	0	0	0	0	0	0	0	409	0	0	1	1	0	1	1	0	80	82	156	1218	5699	165	0	9	15	63
Fulbaria	426	1239	1665	1438	3103	209	165	155	105	0	0	26	0	29	47	47	101	117	55	50	87	100	4	52	4	21	2	2	34	9	0	0	0	0	0	6	0	11	1	138	256	90	138	26	26	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	59	59	43	1466	5628	120	0	15	4	49
Bhaluka	286	781	1067	1472	2539	198	261	232	126	89	42	69	116	9	51	37	57	215	31	55	48	176	4	282	4	5	7	0	95	10	371	380	380	414	405	12	89	7	0	75	409	0	87	4	20	392	467	506	482	488	397	407	290	2	1	0	0	0	0	1	0	53	54	55	691	4258	60	0	0	4	39
Muktagacha	399	1451	1850	1944	3794	554	389	409	202	153	40	97	52	2	30	44	74	146	23	33	64	134	0	17	0	18	0	0	51	15	417	368	374	328	301	10	103	0	0	46	195	23	127	50	0	337	438	433	377	306	381	311	380	2	0	0	0	0	0	0	0	67	67	34	555	3759	135	1	4	4	86
Gafargaon	443	1380	1823	1709	3532	287	314	323	282	172	36	116	87	33	92	92	119	135	84	91	100	116	0	18	0	0	0	0	112	31	679	599	561	522	453	20	138	8	0	110	512	56	146	0	0	376	530	534	493	409	393	335	347	0	0	0	0	0	0	0	0	77	77	144	1057	5594	78	0	21	14	69
Phulpur	589	1434	2023	2000	4023	234	293	320	236	320	8	108	64	4	46	74	91	144	41	50	73	134	8	53	8	18	5	4	134	25	604	584	578	477	448	39	35	11	3	76	56	29	36	38	30	601	671	674	621	545	727	509	520	0	0	0	0	0	0	0	0	76	76	99	1793	6234	315	26	41	20	65
Gouripur	199	688	887	991	1878	286	196	194	115	161	5	11	0	9	31	40	54	85	22	36	51	84	4	46	4	9	0	0	14	3	41	55	47	35	22	12	8	8	0	236	388	23	148	7	9	52	71	78	54	49	48	26	210	0	0	0	0	0	0	1	0	39	40	40	387	4599	382	0	12	7	23
Ishwarganj	371	1314	1685	1193	2878	87	99	100	62	75	18	36	32	0	20	14	12	20	1	1	3	14	0	9	0	1	0	0	79	33	181	173	154	159	153	0	0	1	0	31	147	37	32	1	0	120	134	115	111	103	104	113	360	0	0	1	1	0	1	1	0	44	46	152	702	2965	415	0	29	11	36
Nandail	334	1195	1529	1330	2859	113	89	116	79	80	11	12	0	1	15	10	38	18	6	5	15	0	12	8	12	0	0	0	3	20	0	0	0	0	0	0	9	2	0	36	164	30	55	1	1	0	0	0	0	0	0	0	303	2	1	0	0	0	0	0	0	57	57	0	621	3515	0	0	0	0	25
Haluaghat	333	706	1039	1011	2050	82	75	58	34	93	11	6	0	6	11	0	16	41	14	0	16	31	2	7	2	4	0	1	18	3	0	0	0	0	0	6	105	2	0	10	120	0	22	0	6	0	0	0	0	0	0	0	257	0	0	0	0	0	0	1	0	53	54	37	369	3043	175	0	6	3	24
Dhubaura	197	601	798	755	1553	62	89	62	44	117	14	0	0	5	9	12	32	45	13	19	33	38	3	17	3	11	0	1	10	2	200	185	149	125	114	0	0	4	0	24	58	24	21	8	10	100	133	118	108	80	86	69	178	0	0	0	0	0	0	0	0	27	27	43	125	1797	113	0	7	7	15
