thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Mymensingh Sadar	446	2530	2976	2226	5202	1166	916	833	970	278	20	230	216	167	389	418	544	577	384	436	517	505	39	195	39	0	0	0	106	15	286	306	273	213	220	20	22	339	42	458	277	279	463	378	469	334	248	286	249	202	318	157	659	0	0	0	0	0	0	2	0	78	80	102	385	10764	165	0	0	7	96
Trisal	381	1742	2123	2184	4307	127	127	96	97	320	26	108	92	5	23	29	59	135	22	34	50	131	6	17	6	16	3	3	65	15	31	0	0	0	0	3	0	0	0	45	153	27	255	4	6	0	0	0	0	0	0	0	497	0	0	0	2	0	2	1	0	77	80	92	225	1232	193	0	9	10	59
Fulbaria	351	1258	1609	1578	3187	128	138	97	79	60	0	31	0	24	38	54	73	102	37	35	63	84	13	60	13	29	0	3	43	43	0	0	0	0	0	5	0	9	1	130	83	65	71	32	30	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	51	51	27	409	2710	143	0	14	11	66
Bhaluka	249	859	1108	1718	2826	144	138	100	85	124	8	37	83	17	25	35	55	139	38	19	28	107	1	14	1	8	0	0	143	11	219	189	232	225	246	1	0	7	0	175	142	2	65	58	37	178	191	223	197	264	187	168	256	3	1	1	0	0	0	0	1	27	28	14	287	1708	159	0	10	12	39
Muktagacha	337	1971	2308	1364	3672	241	279	246	153	176	23	72	44	2	19	19	54	144	18	13	38	103	0	25	0	4	0	0	30	8	364	363	340	304	299	3	18	0	0	23	53	16	54	0	0	282	355	373	349	311	364	291	220	2	0	0	0	0	0	0	0	63	63	0	174	1364	0	0	1	0	75
Gafargaon	304	1441	1745	1752	3497	161	199	197	173	153	29	101	74	30	63	57	100	140	59	51	88	98	0	16	0	0	0	0	141	27	584	539	508	443	409	9	1	8	0	49	111	28	81	0	0	340	521	505	453	307	330	264	353	0	0	0	1	0	1	0	0	74	75	17	800	3274	74	0	15	12	51
Phulpur	371	1812	2183	2149	4332	203	310	284	265	336	27	168	71	9	47	66	114	76	46	72	106	84	1	38	1	4	2	2	178	31	576	535	512	456	440	3	3	9	0	57	91	39	142	27	60	657	645	691	637	503	604	507	468	0	0	0	0	0	0	0	0	78	78	96	327	1643	380	0	23	28	61
Gouripur	205	1013	1218	1121	2339	353	248	199	155	119	5	12	0	8	32	37	26	25	20	28	17	23	1	6	1	2	0	0	9	6	24	20	22	19	15	3	0	8	0	87	90	46	119	1	8	42	45	48	34	23	26	28	182	0	0	0	0	0	0	0	0	40	40	22	180	1576	491	0	11	7	38
Ishwarganj	296	1410	1706	1509	3215	60	53	45	22	143	1	64	38	0	30	26	23	23	4	4	0	0	0	1	0	1	0	0	50	22	259	247	236	217	206	0	11	0	0	42	121	78	40	4	2	231	231	206	183	207	151	188	451	0	0	0	2	1	3	1	0	41	45	53	964	2419	570	0	7	32	41
Nandail	259	1326	1585	1575	3160	101	106	93	66	34	2	10	0	4	26	26	16	26	3	0	0	5	1	10	1	0	0	0	3	0	0	0	0	0	0	10	0	4	1	32	119	13	17	0	1	0	0	0	0	0	0	0	269	6	0	0	0	0	0	0	0	68	68	0	320	1353	0	0	0	0	0
Haluaghat	244	824	1068	1156	2224	33	53	34	16	84	17	7	0	4	12	0	13	19	7	0	13	20	2	6	2	2	0	0	9	0	4	3	4	2	2	0	0	1	0	11	38	0	21	0	7	0	0	0	0	0	0	0	202	0	0	0	0	2	2	0	0	40	42	32	242	1037	151	0	7	4	22
Dhubaura	144	622	766	809	1575	43	53	50	38	135	6	2	0	1	11	12	17	47	14	17	27	25	1	9	1	5	0	1	9	1	148	142	127	95	90	0	43	0	0	14	37	36	6	10	15	82	54	65	58	51	48	46	168	0	0	0	0	0	0	0	0	20	20	12	42	1148	131	0	7	7	21
