thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Katiadi	364	797	1161	766	1927	516	514	434	357	174	47	113	48	13	156	148	160	211	152	141	153	207	6	87	6	76	0	8	88	62	230	229	205	196	159	10	98	0	0	285	537	314	459	126	15	222	237	254	260	266	222	217	372	8	5	0	0	2	2	1	0	37	40	90	714	8498	321	1	114	6	96
Bhariab Bazar	290	1528	1818	1651	3469	340	314	334	233	60	16	21	9	5	53	116	62	121	46	119	58	116	13	8	13	22	22	16	16	21	36	45	48	42	30	5	44	30	27	83	233	162	446	40	5	40	30	38	25	21	23	25	90	0	2	2	0	0	0	11	0	26	37	0	550	3291	37	0	0	7	22
Austagram	78	446	524	239	763	211	299	286	157	41	13	23	4	6	52	57	58	51	52	55	58	51	0	0	0	0	0	0	22	2	110	93	96	95	104	54	43	7	0	50	93	53	31	32	66	118	165	153	163	141	43	146	51	0	0	0	0	0	0	0	0	24	24	23	258	1237	70	0	9	4	83
Kishoreganj Sadar	407	842	1249	1116	2365	1015	1108	678	419	152	46	130	72	21	308	230	255	251	346	209	255	227	11	108	11	3	0	4	20	6	120	104	85	89	74	18	32	58	3	207	745	159	530	25	89	133	128	105	107	196	137	134	400	0	1	1	0	0	0	0	0	68	68	28	1117	10097	107	0	10	10	65
Hossainpur	171	1205	1376	388	1764	250	278	228	156	53	12	37	25	5	42	71	134	99	31	66	57	89	0	9	0	0	0	0	5	3	70	63	70	72	64	9	73	0	0	115	96	0	294	12	11	41	35	46	41	45	44	36	146	0	0	0	0	0	0	0	0	31	31	0	561	3388	54	0	3	5	24
Nikli	175	259	434	320	754	95	86	68	47	52	20	2	0	17	29	39	45	29	27	35	42	30	0	17	0	0	0	0	31	1	44	46	54	52	56	0	73	7	0	206	315	25	137	16	32	72	91	87	92	80	80	70	97	0	0	0	0	0	0	0	0	21	21	12	1054	4668	221	0	8	4	22
Bazitpur	227	440	667	642	1309	169	172	201	129	99	6	116	10	37	62	51	55	59	46	51	55	59	0	0	0	0	0	0	34	14	32	24	25	26	18	5	0	6	0	74	312	0	5	27	27	50	56	53	54	83	57	26	237	0	0	0	0	0	0	0	0	30	30	8	537	3431	123	0	0	12	80
Pakundia	202	656	858	405	1263	360	262	193	153	25	3	36	35	13	51	72	113	136	47	64	97	95	0	30	0	0	0	0	4	7	4	2	4	0	1	16	114	0	0	103	373	96	143	7	37	5	6	7	5	5	3	4	142	3	4	0	0	0	0	0	0	43	43	33	1128	5386	35	0	1	1	27
Itna	136	473	609	476	1085	74	70	58	56	93	7	16	12	0	20	30	29	28	17	15	29	33	0	8	0	0	0	0	26	1	35	28	37	41	25	19	113	0	0	188	68	0	61	115	113	33	39	38	30	27	18	16	128	0	0	0	0	0	0	0	0	25	25	1	1365	3015	0	0	0	0	0
Kuliarchar	192	721	913	949	1862	424	287	255	184	83	34	6	0	17	68	55	70	54	68	58	65	55	3	18	3	3	0	0	56	26	107	95	76	69	72	20	119	0	0	132	583	0	13	26	34	105	111	104	98	61	175	87	181	0	0	0	0	0	0	0	0	39	39	52	611	4261	94	2	10	5	62
Tarail	170	756	926	971	1897	334	249	247	152	64	16	36	9	0	82	75	94	90	76	63	82	78	0	23	0	3	0	1	65	18	0	0	0	0	0	40	60	24	0	79	177	126	17	46	20	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	25	25	31	657	3326	238	0	18	5	30
Karimganj	266	1423	1689	596	2285	339	258	196	146	102	53	62	16	37	57	71	47	84	26	18	27	83	1	31	1	0	0	0	51	21	168	200	438	606	568	10	64	3	0	25	156	30	49	18	56	61	77	71	77	70	78	66	233	0	0	0	0	0	0	0	0	47	47	26	1348	4504	57	0	0	13	48
Mithamoin	89	275	364	329	693	40	31	16	0	25	20	15	4	0	5	0	1	23	5	0	1	14	0	9	0	0	0	0	0	1	13	9	8	8	10	9	68	0	0	0	155	1	0	3	5	13	30	23	24	18	21	15	64	0	0	0	0	0	0	0	0	20	20	10	73	507	0	0	0	0	16
