thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Digholia	1038	4994	6032	543	6575	2429	2250	2301	2004	83	15	279	537	85	436	424	617	531	343	438	583	617	312	213	312	20	0	5	43	0	192	229	230	230	186	8	131	183	0	402	1171	31	1881	229	215	392	448	690	427	685	302	284	914	7	6	0	0	0	0	3	0	47	50	67	1743	12278	170	7	27	15	51
Dumuria	292	541	833	816	1649	397	421	338	226	76	2	96	132	18	116	101	129	205	65	60	90	167	6	14	6	28	0	6	31	13	32	49	189	216	219	19	204	11	5	97	397	0	228	33	47	353	378	376	345	303	327	288	280	2	1	1	7	1	8	0	0	131	139	76	1051	4910	32	0	14	10	55
Khulna Sadar	579	2187	2766	3047	5813	1388	1187	1287	727	109	15	38	46	32	549	543	571	517	519	543	524	457	4	292	4	15	0	4	112	146	482	485	555	502	518	21	11	29	2	1186	732	237	1220	218	248	602	826	761	563	730	778	580	202	34	7	0	0	0	0	0	0	7	7	332	1845	10362	1363	0	123	23	2530
Dacope	140	286	426	391	817	75	70	64	54	77	0	29	34	0	2	8	12	32	21	21	25	48	0	0	0	0	0	0	14	4	34	43	98	135	108	0	44	0	0	49	92	11	0	40	0	138	166	162	186	151	145	160	138	2	2	0	1	2	3	0	1	44	48	23	236	1122	39	0	36	9	4
Terokhada	87	363	450	309	759	95	74	67	45	55	7	28	17	12	12	10	20	17	10	6	13	5	0	1	0	2	0	0	66	17	63	53	117	119	103	11	26	5	0	3	124	15	0	7	12	155	136	133	128	120	121	127	108	0	0	0	0	0	0	0	0	26	26	21	351	1891	87	0	8	7	23
Fultala	119	196	315	309	624	127	190	127	101	44	6	37	62	0	8	10	34	73	9	10	25	46	1	10	1	2	0	0	17	10	29	47	102	92	107	3	36	0	0	4	230	59	2	5	2	130	164	189	164	91	119	139	149	0	0	0	1	0	1	0	0	39	40	63	286	1650	91	0	2	3	20
Batiaghata	127	336	463	309	772	109	150	132	99	73	4	34	57	4	27	35	58	63	16	26	48	59	1	37	1	7	2	0	10	0	46	44	66	116	149	14	87	14	0	46	166	17	29	15	8	172	166	150	157	167	168	164	145	2	0	3	0	2	2	1	0	61	64	31	377	1943	55	0	3	5	45
Paikgachha	201	499	700	633	1333	130	105	93	71	96	19	47	77	25	36	40	72	83	34	41	69	64	0	0	0	12	0	0	45	4	33	51	105	105	149	13	56	0	0	0	88	0	0	10	54	104	124	152	153	123	127	156	240	3	2	1	3	0	3	1	0	82	86	34	162	1227	36	0	6	1	5
Rupsha	141	315	456	434	890	178	140	141	91	53	4	43	59	6	22	21	44	37	20	21	32	40	1	3	1	11	0	0	56	16	48	44	107	98	102	7	24	4	0	17	119	30	76	53	6	149	167	162	128	109	135	168	145	13	3	0	1	1	2	0	0	40	42	9	259	2591	64	0	16	5	27
Koyra	108	318	426	355	781	69	39	39	30	65	16	2	8	4	14	15	14	6	12	13	13	5	0	0	0	0	0	0	21	6	53	48	169	182	211	0	37	0	0	44	32	0	6	6	8	294	274	290	280	204	214	211	81	1	0	0	2	0	2	0	1	33	36	9	156	1015	215	6	29	11	9
