thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Adarsho Sadar	475	1445	1920	1599	3519	1040	913	702	624	127	45	97	81	3	226	133	189	583	164	168	81	213	24	236	24	11	0	0	79	24	640	646	595	525	525	3	138	196	36	178	651	26	1132	118	132	679	1215	1186	1118	968	1415	756	453	7	2	0	0	0	0	2	0	71	73	111	720	6909	100	0	7	4	38
Chouddagram	309	1794	2103	2250	4353	206	267	238	181	211	9	93	0	13	42	44	82	118	48	40	57	106	4	37	4	2	0	4	14	4	719	737	656	584	588	0	106	6	1	21	300	26	46	19	23	114	818	844	880	672	699	797	382	0	0	0	0	0	0	0	0	103	103	78	362	2355	82	0	35	9	42
Barura	379	1688	2067	1722	3789	322	254	185	131	157	51	21	0	16	62	56	62	81	21	48	42	47	0	29	0	4	0	1	90	8	90	82	53	36	42	9	126	7	0	30	157	90	55	13	12	20	489	507	497	381	448	484	301	0	0	0	0	0	0	0	0	83	83	43	264	2068	196	0	11	8	57
Laksham	203	875	1078	1148	2226	139	149	131	158	77	35	62	42	0	30	37	28	33	29	32	35	35	7	0	7	0	0	0	124	11	399	403	369	333	318	9	3	52	4	32	121	59	0	37	37	193	350	359	346	249	353	352	0	0	0	0	0	0	0	0	0	58	58	14	471	2551	0	0	0	9	53
Burichong	250	1110	1360	1697	3057	344	286	336	142	116	56	45	5	32	53	49	95	221	50	38	72	191	0	13	0	16	0	0	108	56	496	491	467	363	365	20	205	25	0	175	256	35	313	0	40	297	705	698	661	701	751	693	266	0	0	0	0	0	0	0	0	82	82	127	766	4963	349	0	5	11	47
Brahmanpara	248	784	1032	985	2017	93	89	70	70	104	23	32	34	21	41	32	57	121	43	29	49	123	1	2	1	12	0	0	17	7	330	294	252	248	234	3	87	7	1	57	173	43	34	22	27	211	356	372	450	357	414	353	201	0	0	0	0	0	0	0	0	52	52	32	199	2023	15	0	0	3	11
Homna	162	595	757	767	1524	165	170	173	108	82	13	28	31	16	31	51	65	48	30	26	50	53	0	14	0	0	0	0	47	4	219	233	216	207	203	7	113	15	0	45	34	11	18	19	16	223	279	289	318	234	251	286	184	1	0	0	0	0	0	0	0	56	56	21	190	833	75	0	5	7	29
Muradnagar	507	1476	1983	1950	3933	600	556	479	407	178	64	130	56	16	202	191	174	288	182	151	153	260	8	257	8	4	0	0	38	6	907	840	763	712	720	0	64	13	0	45	398	89	181	23	43	813	826	833	781	791	716	609	290	0	0	0	0	0	0	0	0	110	110	157	591	3401	90	0	26	22	144
Debidwar	399	1797	2196	2024	4220	375	316	226	169	175	53	74	70	3	67	34	50	120	42	57	44	52	1	7	1	22	0	0	5	5	477	455	433	410	408	12	241	0	0	0	0	0	0	0	0	129	464	505	506	398	502	353	415	0	0	0	0	0	0	0	0	74	74	21	260	2164	153	0	49	14	117
Daudkandi	293	1487	1780	1533	3313	308	314	290	234	124	28	81	73	9	112	129	78	119	74	69	59	43	3	46	3	0	0	0	34	2	576	542	538	501	472	13	39	7	14	140	167	65	39	51	51	292	474	549	514	460	572	469	195	3	0	0	0	0	0	0	0	43	43	0	1100	3500	0	0	0	2	56
Chandina	321	1987	2308	1263	3571	99	122	102	71	143	33	40	58	7	15	25	31	44	15	24	14	3	11	0	11	0	0	0	38	6	545	543	516	468	406	3	106	0	0	42	185	0	51	0	0	338	598	589	596	609	469	516	428	1	0	0	0	0	0	0	0	73	73	0	355	2683	182	0	16	10	62
Nangolkot	240	1701	1941	1579	3520	289	225	172	118	125	67	163	109	9	104	78	57	87	31	30	97	73	0	16	0	2	1	2	10	4	373	385	350	305	305	15	4	14	0	451	213	32	96	83	83	234	435	436	404	321	531	385	374	12	2	0	1	0	1	3	0	70	74	0	574	1852	0	0	0	0	28
