thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Adarsho Sadar	434	1690	2124	1489	3613	869	973	834	640	101	41	89	70	2	167	193	225	215	143	95	90	198	59	71	59	1	0	0	103	41	580	684	532	474	466	13	121	97	1	171	535	97	1212	129	180	1073	1363	1315	1166	718	1125	659	481	104	5	0	0	0	0	0	0	77	77	116	645	6238	100	0	40	3	42
Chouddagram	334	1321	1655	1739	3394	291	352	313	261	136	8	100	0	15	71	92	114	136	57	95	107	120	0	1	0	20	3	0	16	5	792	746	727	669	671	31	41	1	0	80	508	81	14	23	23	763	793	837	829	773	904	793	364	0	0	0	0	0	0	0	0	92	92	60	735	4013	73	0	36	21	52
Barura	457	1184	1641	1729	3370	321	267	163	112	167	53	71	90	27	123	103	94	73	117	85	88	68	1	34	1	3	0	0	63	6	468	420	445	357	344	34	139	3	0	60	236	66	68	25	25	543	589	571	561	521	511	502	351	0	0	0	1	0	1	1	0	93	95	107	387	4205	140	0	8	6	46
Laksham	235	737	972	982	1954	312	201	225	206	80	26	75	70	3	135	244	95	139	85	82	81	78	0	0	0	0	0	0	142	8	530	613	516	437	401	17	107	36	7	292	395	170	250	74	74	500	491	524	485	469	503	381	198	0	0	0	0	0	0	0	0	63	63	61	213	1983	186	0	25	10	59
Burichong	433	1226	1659	1514	3173	445	318	259	159	90	58	33	0	29	111	76	111	125	81	38	65	113	1	26	1	20	0	0	106	51	656	591	526	476	487	3	182	50	0	239	571	134	382	28	33	710	720	694	697	797	654	658	346	0	0	0	0	0	0	0	0	92	92	206	692	4137	219	0	20	11	51
Brahmanpara	197	690	887	900	1787	171	208	155	107	92	28	30	35	17	60	47	78	134	57	46	71	90	2	10	2	38	0	0	34	7	376	342	285	268	275	42	166	7	1	86	215	124	5	28	28	352	357	366	358	352	434	380	211	0	0	0	0	0	0	0	0	51	51	71	287	2095	22	0	1	6	24
Homna	151	463	614	645	1259	168	151	183	110	68	15	35	47	30	83	40	55	98	44	41	58	93	0	24	0	1	0	0	31	3	242	244	235	230	239	40	82	5	7	67	408	85	19	43	25	250	271	259	281	232	245	270	170	1	0	0	0	0	0	0	0	47	47	25	196	1545	81	0	5	7	17
Muradnagar	530	1419	1949	1663	3612	488	535	436	410	180	64	176	40	46	158	158	207	254	154	148	176	178	42	175	42	18	0	0	44	7	785	813	803	710	758	0	24	12	0	310	389	111	20	149	133	890	909	867	828	750	751	717	338	6	0	0	0	0	0	0	0	117	117	135	771	4557	76	0	30	22	152
Debidwar	696	1750	2446	2551	4997	804	305	164	78	24	332	90	126	34	146	58	58	107	103	49	47	104	2	14	2	19	1	2	40	45	566	531	504	449	446	32	186	80	0	239	424	111	30	41	41	534	541	544	522	509	537	551	565	12	0	1	0	0	0	1	0	118	119	104	443	4578	202	0	47	15	120
Daudkandi	246	1307	1553	1480	3033	380	322	289	237	90	44	79	6	55	83	86	95	76	72	58	42	22	0	50	0	0	0	0	4	4	654	611	611	619	590	30	34	14	0	313	605	204	78	28	71	614	633	659	632	615	682	658	206	0	0	0	0	0	0	0	0	64	64	0	1040	4573	0	0	0	0	52
