thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Panchlaish	29	136	165	196	361	1785	1448	926	951	15	0	248	99	4	450	357	270	492	342	549	282	532	0	0	0	0	0	0	16	3	666	497	475	282	281	0	14	208	14	428	604	232	876	23	26	1191	1557	1347	993	665	877	693	40	0	0	0	0	0	0	0	0	9	9	0	1096	7365	20	0	4	4	0
Rangunia	244	909	1153	1117	2270	254	316	301	222	145	15	131	83	25	57	74	127	192	57	76	120	146	6	106	6	14	0	0	42	17	216	204	194	156	153	4	0	22	0	235	366	293	273	113	120	263	297	298	325	268	261	280	383	0	0	0	0	0	0	0	0	77	77	91	627	2933	256	0	36	10	60
Doublemooring	85	502	587	610	1197	2585	2203	1871	1246	17	5	328	385	55	1444	1524	1572	1085	1321	1447	1484	1534	5	1535	5	111	0	0	22	2	626	618	434	276	347	22	37	116	10	676	1050	696	3504	458	239	1383	1571	1608	992	980	1224	734	526	0	0	0	0	0	0	0	0	29	29	28	2217	14804	91	5	7	7	0
Fatichhari	373	1704	2077	2121	4198	294	321	322	211	98	40	32	0	0	42	56	68	114	39	38	26	41	0	20	0	17	10	0	18	0	780	754	727	666	634	6	14	8	5	204	351	49	196	13	12	963	942	880	883	724	927	778	311	4	0	0	0	0	0	0	0	80	80	45	801	3466	61	0	5	21	79
Hathazari	162	1043	1205	996	2201	160	123	149	95	12	6	71	43	6	29	33	32	51	27	20	19	49	1	39	1	4	0	1	16	7	86	98	85	70	63	7	10	42	4	37	161	47	48	11	0	208	170	175	152	164	150	134	155	0	0	0	0	0	0	0	0	65	65	49	535	2253	147	48	42	21	39
Sitakunda	320	941	1261	1210	2471	308	261	186	164	108	4	78	51	8	45	70	75	116	46	58	71	92	1	81	1	3	0	0	36	2	195	220	231	194	204	0	0	58	0	131	181	148	93	6	11	266	321	333	332	372	368	306	232	0	0	0	0	0	0	0	0	26	26	27	352	3022	20	0	0	7	66
Mirsharai	207	1055	1262	1343	2605	360	393	351	309	100	11	89	43	14	66	70	57	73	42	70	36	77	0	0	0	14	0	0	50	21	378	396	384	353	412	4	7	0	0	43	139	0	77	28	32	528	595	637	551	482	545	417	258	0	0	0	0	0	0	0	0	65	65	40	619	1794	37	6	9	12	39
Rawzan	234	726	960	998	1958	419	511	157	94	36	51	98	48	61	35	35	47	50	21	26	19	28	10	26	10	10	0	1	66	41	312	305	330	333	361	25	54	41	13	108	395	159	126	0	21	302	333	332	302	208	286	313	217	0	0	0	0	0	0	0	0	63	63	29	337	1858	44	0	19	14	44
Sandwip	212	833	1045	681	1726	211	209	181	171	115	52	32	25	0	39	44	48	70	40	45	46	73	0	0	0	0	0	0	19	1	377	341	306	296	264	0	8	2	0	273	433	0	644	26	70	411	391	359	387	352	453	327	263	0	0	0	0	0	0	2	0	45	47	52	0	0	233	0	12	9	3
Boalkhali	137	733	870	635	1505	248	279	218	171	28	7	106	49	25	41	40	70	61	54	50	58	70	0	9	0	2	0	0	25	9	100	108	193	178	191	8	2	8	3	32	80	39	24	25	25	155	232	235	322	139	181	188	192	0	0	0	0	0	0	0	0	54	54	26	301	1514	39	0	11	2	16
Chandlaish	160	920	1080	467	1547	143	144	135	97	51	10	110	19	51	24	19	39	68	25	22	35	60	3	19	3	1	0	0	60	18	166	158	130	134	124	4	0	9	0	99	160	128	105	12	55	152	154	170	185	171	145	111	128	0	0	0	0	0	0	0	0	61	61	24	740	2709	64	9	5	5	18
Banshkhali	300	1693	1993	2189	4182	287	288	326	232	227	67	132	29	8	164	133	100	120	143	113	86	110	0	0	0	11	0	3	42	66	565	478	443	422	379	2	2	0	0	0	20	111	2	182	56	667	691	627	643	547	627	619	467	5	3	0	0	1	1	1	0	46	48	63	267	1255	65	0	11	7	26
Satkania	270	1512	1782	1020	2802	865	323	200	138	158	54	163	65	60	59	60	57	104	67	88	43	64	16	19	16	2	0	0	26	6	260	245	260	230	322	0	8	8	0	75	158	26	13	2	8	313	327	329	332	332	363	317	307	0	0	0	0	0	0	3	0	31	34	28	281	1007	249	25	20	25	30
Anwara	179	717	896	928	1824	155	120	124	108	69	2	173	38	0	45	22	39	48	49	23	25	31	0	0	0	6	0	1	17	0	190	161	134	130	113	10	69	11	0	99	115	16	10	60	19	197	210	181	168	130	155	152	281	0	0	0	0	0	0	0	0	33	33	20	563	1771	41	0	20	20	20
Patiya	483	1637	2120	1485	3605	1276	988	822	684	134	46	577	115	262	323	184	227	259	252	166	207	224	31	39	31	3	0	0	304	90	428	433	418	401	425	25	6	16	7	584	938	235	482	379	256	492	557	548	537	517	533	436	493	1	0	0	2	3	5	0	0	72	77	86	2547	9323	281	0	43	36	100
Lohagora	120	502	622	656	1278	230	350	373	320	73	3	125	24	42	182	86	272	69	47	60	85	106	6	10	6	0	0	0	16	9	311	313	339	316	312	5	0	0	0	0	21	0	22	44	44	367	392	401	437	399	363	372	225	0	0	0	0	0	0	0	0	27	27	29	561	3199	134	0	19	23	24
