thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Langadu	43	299	342	0	342	43	32	23	7	59	7	3	0	3	3	2	10	20	4	2	6	9	0	3	0	2	0	0	7	0	140	147	109	83	64	0	0	0	0	19	28	0	14	3	3	126	147	146	138	64	0	74	51	1	100	0	0	0	0	0	0	11	11	15	306	734	83	0	7	7	26
Kawkhali	39	221	260	147	407	31	44	32	21	19	3	8	5	0	15	10	7	5	8	14	9	5	0	0	0	0	0	0	19	6	60	77	59	60	49	0	0	19	0	6	9	0	0	0	0	36	58	64	65	45	69	38	41	2	1	1	0	0	0	1	0	10	11	11	277	1866	32	0	0	0	15
Rangamati Sadar	25	110	135	90	225	215	102	87	73	25	2	26	12	8	74	31	17	17	36	17	19	14	0	0	0	0	0	0	17	9	67	64	54	52	37	1	2	45	9	498	224	105	660	9	0	105	95	60	197	143	104	77	56	3	0	1	1	0	1	0	0	14	15	10	458	2839	109	0	1	12	28
Baghaichhari	36	106	142	65	207	26	41	34	20	29	0	6	2	0	7	5	10	4	2	4	6	1	0	0	0	0	0	0	5	0	83	89	95	97	83	7	0	3	0	15	41	0	2	0	5	59	93	94	95	108	94	74	29	0	0	0	0	0	0	0	0	16	16	0	173	413	48	0	17	12	12
Barkal	12	103	115	132	247	7	9	15	7	29	0	0	0	0	0	1	1	7	0	1	1	1	0	2	0	0	0	0	9	0	26	22	19	17	14	0	0	0	0	0	15	0	4	0	0	25	27	21	18	11	53	18	29	0	0	0	0	0	0	0	0	4	4	0	53	269	27	0	2	4	7
Naniarchar	19	86	105	126	231	12	15	20	11	29	0	0	0	0	1	7	11	9	1	7	9	9	0	4	0	0	0	0	5	0	111	99	94	101	87	0	0	0	0	0	0	0	0	0	13	34	55	51	49	0	34	37	23	0	0	0	0	0	0	0	0	6	6	1	137	637	294	0	12	4	22
Jurachhari	20	75	95	86	181	19	24	28	21	8	1	1	0	0	3	3	4	5	5	3	2	5	0	0	0	0	0	0	0	0	42	33	35	48	60	0	0	0	0	5	23	18	0	5	3	19	25	28	37	15	37	33	9	0	0	0	0	0	0	0	0	4	4	3	63	449	14	0	0	8	9
Kaptai	35	156	191	108	299	18	31	28	25	24	6	15	11	0	7	9	11	11	10	14	17	11	0	0	0	0	0	0	18	0	69	84	87	74	55	0	0	10	0	0	0	0	37	0	7	62	67	66	78	65	71	52	35	0	0	0	4	0	4	0	0	2	6	0	178	690	44	0	8	6	19
Rajasthali	19	86	105	57	162	17	14	6	6	2	8	1	1	3	3	4	5	10	1	2	1	3	0	0	0	1	0	1	1	1	23	33	48	55	41	0	0	0	0	9	23	31	9	3	2	28	35	40	30	32	22	36	13	0	0	0	0	0	0	0	0	7	7	3	367	704	14	0	4	3	12
Belaichhari	8	75	83	85	168	10	11	18	13	16	0	0	0	0	3	4	6	2	3	2	6	2	0	0	0	0	0	0	14	1	18	19	11	18	13	0	0	0	0	10	23	0	0	8	0	15	20	14	20	9	9	8	9	2	0	0	0	0	0	0	0	0	0	0	0	0	157	0	9	3	11
