thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Sariakandi	223	460	683	368	1051	343	325	266	171	132	6	24	32	20	65	69	66	96	67	66	66	83	1	5	1	5	0	0	49	27	302	277	322	224	183	14	52	1	0	115	237	51	14	70	184	270	311	290	284	284	296	315	188	1	1	0	0	0	0	0	0	43	43	70	606	4554	88	0	17	9	42
Sherpur	357	523	880	1187	2067	240	256	252	290	46	113	48	100	0	60	62	93	128	64	60	87	134	0	38	0	17	0	1	197	110	235	265	241	274	255	22	35	3	0	46	312	8	89	161	13	316	301	324	381	446	398	365	316	0	0	4	0	0	0	0	0	63	63	118	527	3750	100	1	15	6	72
Shibganj	385	1065	1450	583	2033	675	626	498	717	48	153	36	102	37	83	123	160	245	79	117	145	249	0	1	0	7	0	1	166	88	315	290	265	228	237	21	130	0	0	397	617	452	83	0	337	353	297	297	294	381	258	232	351	0	1	1	0	0	0	0	0	94	94	120	961	6748	382	0	62	0	81
Dhunot	332	556	888	893	1781	247	410	272	229	51	180	57	66	27	23	42	59	148	23	42	59	148	4	20	4	13	0	0	11	2	154	137	145	121	110	9	4	0	0	165	469	22	219	52	12	154	170	172	180	238	158	134	353	0	0	0	0	0	0	0	0	51	51	78	404	3964	173	1	44	9	56
Dupchanchia	183	551	734	330	1064	139	95	60	45	7	40	49	69	35	36	25	41	57	35	24	38	45	0	50	0	2	0	0	71	7	216	220	150	136	117	7	91	2	0	16	101	0	25	139	126	202	202	198	213	301	198	210	138	0	0	0	2	0	2	0	0	53	55	58	130	1612	71	0	19	2	7
Nandigram	154	289	443	534	977	77	61	26	21	7	47	19	43	0	6	7	8	21	6	6	8	14	0	34	0	0	0	0	10	1	188	134	154	126	136	17	116	6	1	148	73	1	2	13	6	161	161	167	159	106	138	143	104	0	0	0	0	0	0	0	0	30	30	29	365	878	150	0	0	4	4
Adamdighi	176	345	521	543	1064	294	255	190	162	24	14	25	77	12	35	55	70	67	32	20	49	62	5	8	5	5	0	0	40	26	178	193	171	146	113	8	124	17	0	215	219	0	0	54	33	154	182	189	205	173	199	180	140	0	0	0	0	0	0	0	0	44	44	30	84	1171	138	0	1	5	0
Bogra Sadar	426	732	1158	1068	2226	1068	1047	622	632	64	35	164	260	88	305	144	153	183	303	177	98	178	67	140	67	34	0	3	169	80	398	414	351	320	363	0	76	247	52	93	291	0	271	294	300	566	558	625	608	911	701	575	523	0	0	0	0	0	0	0	0	98	98	70	254	3980	341	1	8	9	88
Kahaloo	229	322	551	860	1411	290	238	245	194	17	31	38	85	3	17	31	42	91	9	23	46	112	2	108	2	0	0	0	96	27	132	141	137	97	108	18	5	9	1	223	574	149	383	6	6	143	143	150	168	257	181	191	200	0	0	0	0	0	0	0	0	65	65	88	712	4089	165	1	20	11	26
Gabtali	347	851	1198	789	1987	587	376	300	207	144	43	11	0	8	27	42	33	105	22	29	42	102	0	122	0	26	0	4	149	96	270	279	262	290	303	13	53	2	0	306	318	65	36	0	8	285	285	294	374	435	274	276	273	0	0	0	0	0	0	4	0	87	91	76	380	3353	72	0	13	14	63
Sonatola	241	576	817	304	1121	212	238	212	187	50	32	17	36	32	113	94	144	198	114	90	132	191	2	13	2	2	0	1	81	21	569	526	511	523	488	1	58	2	0	210	267	163	256	17	57	595	598	570	606	1382	307	2879	126	0	0	0	0	0	0	0	0	46	46	120	1178	5343	251	1	53	5	93
Shajahanpur	267	552	819	571	1390	260	267	219	203	39	26	33	135	27	55	60	71	78	55	60	71	78	0	11	0	3	0	0	150	55	252	269	275	197	242	24	0	0	0	33	234	6	41	8	31	386	412	379	409	456	360	351	229	21	0	0	0	0	0	0	0	47	47	70	548	4388	174	1	26	8	81
