thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Barisal Sadar	190	650	840	2774	3614	962	855	900	410	72	20	170	133	27	244	123	298	283	237	108	123	268	43	31	43	10	0	1	67	13	313	313	338	309	287	56	0	136	13	228	95	24	689	38	32	305	494	564	362	353	419	287	395	4	1	0	0	0	0	0	0	44	44	22	680	6236	116	5	8	10	51
Uzirpur	165	445	610	580	1190	178	173	150	150	76	7	46	62	11	100	84	98	106	93	86	74	99	0	8	0	0	0	0	41	16	333	327	363	313	280	6	0	10	0	109	283	10	105	21	8	303	364	358	360	289	324	299	195	0	0	1	1	0	1	0	0	57	58	13	203	979	256	0	19	9	21
Bakerganj	222	728	950	914	1864	132	133	121	83	158	10	49	54	17	41	50	65	66	37	46	61	54	3	23	3	3	0	0	60	19	430	418	388	314	270	0	46	3	4	72	58	84	25	38	21	259	363	361	335	275	283	288	253	4	0	0	0	0	0	0	0	38	38	9	425	2578	383	0	18	12	54
Babuganj	69	268	337	373	710	91	125	115	77	57	3	23	50	3	30	56	49	75	51	43	40	50	1	0	1	0	0	0	49	26	156	132	154	117	103	18	9	2	3	178	191	7	22	35	6	94	100	128	126	141	157	101	135	0	0	0	0	0	0	0	0	32	32	2	252	1261	12	0	7	6	30
Mehendiganj	126	784	910	832	1742	213	190	149	110	63	4	16	4	7	41	33	32	29	29	25	18	20	0	1	0	0	0	0	27	17	206	206	173	144	138	5	35	3	0	35	141	50	5	45	15	147	166	157	166	115	123	123	145	1	0	0	0	0	0	1	0	31	32	4	86	1959	111	0	12	12	21
Gournadi	109	469	578	514	1092	240	194	179	174	76	0	55	56	15	75	61	100	153	73	54	78	146	0	0	0	0	0	0	38	10	252	267	240	209	229	5	49	1	0	51	121	41	29	111	14	267	275	297	316	347	494	289	167	2	1	1	0	0	0	0	0	35	35	22	148	930	3	0	6	5	15
Muladi	104	395	499	401	900	57	74	73	72	98	11	7	6	0	25	25	26	27	18	19	18	19	0	0	0	0	0	0	33	11	203	176	171	129	133	0	0	5	0	16	49	19	0	14	96	138	249	240	228	135	120	113	137	0	0	0	0	0	0	0	0	40	40	12	44	356	53	0	6	3	5
Hizla	112	357	469	184	653	195	201	221	142	50	7	43	1	42	66	39	93	95	56	34	86	147	0	29	0	3	0	2	6	0	46	56	51	49	89	2	118	25	0	83	90	12	22	32	32	26	56	53	49	32	22	16	101	1	1	0	0	0	0	0	0	7	7	0	161	1187	136	0	1	5	11
Agailjhara	90	273	363	396	759	112	128	117	90	35	3	29	44	4	23	27	50	43	20	21	43	40	16	0	16	2	0	1	12	6	123	135	133	130	114	7	284	7	0	4	24	36	4	26	88	147	141	143	154	168	158	151	98	0	0	0	0	0	0	0	0	38	38	28	62	465	313	0	23	5	13
Banaripara	101	310	411	457	868	125	165	160	105	82	6	39	0	32	34	63	57	28	48	55	29	25	8	9	8	2	0	0	2	0	76	56	64	49	46	2	0	5	0	6	80	57	12	18	39	66	72	79	75	65	85	66	127	0	0	0	0	0	0	0	0	31	31	53	151	950	103	0	4	6	24
