thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Naogaon Sadar	209	415	624	573	1197	501	562	512	271	41	4	61	112	86	128	99	144	133	124	99	139	132	0	96	0	0	0	0	55	19	199	182	207	222	208	2	123	0	0	63	200	0	182	46	48	233	236	227	208	120	148	131	120	0	0	0	0	0	0	0	0	37	37	33	1180	5753	87	0	2	11	42
Mohadebpur	247	576	823	756	1579	174	173	146	139	48	11	56	155	16	29	11	34	94	27	9	41	101	0	25	0	4	0	0	23	15	77	74	79	97	130	2	104	2	0	72	91	79	24	180	16	154	158	139	154	156	105	89	270	0	0	0	0	0	0	0	0	59	59	81	474	3312	40	0	2	4	8
Manda	330	704	1034	954	1988	525	438	405	316	45	11	248	143	168	181	47	67	168	179	46	62	143	8	115	8	25	0	3	82	14	53	60	71	49	57	14	27	26	1	193	668	198	293	174	177	90	96	103	107	157	44	27	257	23	0	0	0	0	0	0	1	55	56	59	1185	5389	298	0	52	14	40
Badalgachhi	120	676	796	107	903	300	241	250	178	28	2	42	9	35	170	63	47	67	61	57	55	104	0	3	0	2	0	1	43	6	156	162	158	155	155	6	0	0	0	66	75	10	365	42	42	105	190	176	152	257	115	84	100	0	5	1	0	0	0	0	0	39	39	20	761	3784	491	0	26	4	10
Rani Nagar	174	402	576	537	1113	179	172	167	156	60	3	29	58	0	4	18	60	55	6	17	59	55	0	15	0	0	0	0	70	36	255	271	274	251	245	0	39	0	0	60	474	0	50	27	2	189	270	276	257	277	143	126	150	0	0	0	0	0	0	0	0	40	40	83	752	3456	52	0	8	9	17
Patnitola	165	527	692	607	1299	137	128	105	65	35	9	5	0	16	26	26	35	106	32	21	30	112	2	23	2	14	0	4	89	47	254	242	227	193	231	11	97	1	0	70	283	13	28	46	62	250	268	255	265	321	169	188	182	0	0	0	0	1	1	1	0	39	41	50	475	3247	151	1	23	10	30
Atrai	249	369	618	560	1178	85	195	154	80	41	20	0	0	0	3	21	45	44	1	22	42	44	0	0	0	0	0	0	162	18	233	240	240	202	233	0	122	0	0	44	103	0	48	0	8	243	247	250	270	267	120	105	207	0	1	0	0	0	0	0	0	40	40	51	139	2234	29	0	14	7	22
Dhamoirhat	119	482	601	575	1176	260	295	260	159	45	0	55	32	7	62	76	130	116	60	65	94	117	0	39	0	0	0	0	74	2	208	202	187	162	141	3	90	0	0	480	438	30	0	43	12	142	187	187	187	136	147	108	118	0	0	0	0	0	0	0	0	46	46	46	762	3882	69	0	19	8	25
Niamatpur	168	376	544	598	1142	194	199	202	136	76	0	34	37	11	31	30	57	141	30	30	59	143	2	4	2	8	3	5	52	8	118	123	111	101	96	19	6	26	2	66	211	35	74	88	16	120	104	89	84	75	52	36	147	0	0	0	0	0	0	0	0	20	20	18	638	2340	3	0	8	11	28
Porsa	89	216	305	432	737	115	132	84	59	47	7	7	0	12	12	11	16	18	12	11	16	18	0	14	0	2	0	0	22	6	96	100	93	92	67	0	129	0	0	10	58	7	16	12	12	99	110	123	128	118	104	111	94	0	0	0	0	0	0	0	0	33	33	21	317	1455	84	2	11	5	12
Sapahar	215	214	429	633	1062	125	159	141	69	29	49	8	0	6	13	18	17	31	9	14	14	24	0	33	0	3	0	0	25	10	89	101	89	93	110	4	228	0	0	102	139	2	149	10	12	93	105	124	144	132	36	36	144	1	1	0	0	0	0	1	0	20	21	66	303	1718	75	0	11	4	22
