thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Atpara	134	468	602	369	971	116	128	117	81	92	37	34	16	0	22	29	47	80	19	22	37	75	1	7	1	0	0	0	51	10	204	222	214	194	175	52	0	0	0	0	0	0	0	10	0	193	182	202	203	170	162	152	155	0	0	1	0	0	0	0	0	15	15	0	322	792	0	0	0	0	7
Kalmakanda	241	682	923	1799	2722	370	405	405	294	145	72	34	33	0	222	95	108	152	208	82	90	137	3	32	3	1	0	0	52	19	235	212	186	178	153	1	0	2	0	145	100	15	0	39	35	165	219	198	178	108	128	131	143	3	0	5	2	0	2	0	3	22	27	20	130	1290	102	0	15	8	26
Modan	229	690	919	642	1561	183	170	174	138	305	29	73	22	0	84	45	40	84	83	44	54	80	0	0	0	0	0	0	148	51	224	178	192	136	139	0	0	0	0	159	245	3	442	62	61	121	122	132	138	84	53	85	231	0	0	0	1	0	1	0	0	34	35	42	1409	4155	95	0	8	3	43
Purbadhala	293	841	1134	1244	2378	89	83	80	60	117	86	68	40	4	45	45	50	43	35	36	31	21	0	0	0	0	0	0	28	16	180	181	215	167	154	0	0	0	0	0	0	0	0	0	0	189	202	214	197	191	166	119	232	1	0	0	4	0	4	2	0	34	40	3	211	846	2	0	0	11	50
Kendua	267	910	1177	799	1976	239	288	253	176	206	32	50	29	15	103	76	78	110	94	60	70	86	4	24	4	6	0	0	29	3	245	263	247	263	208	8	0	0	0	72	189	30	12	40	20	185	253	249	241	171	178	173	210	0	0	1	1	0	1	0	0	40	41	18	403	2304	266	0	15	18	61
Netrokona Sadar	378	969	1347	1468	2815	728	514	360	242	63	185	109	110	9	153	127	138	140	140	122	112	102	3	58	3	9	0	1	68	16	331	361	350	342	332	4	24	58	15	82	73	95	222	170	34	344	384	425	409	382	461	307	430	0	0	2	2	1	3	1	1	52	57	61	177	2450	438	0	19	8	60
Durgapur	267	828	1095	1041	2136	224	213	219	2684	1273	51	42	28	0	121	103	125	160	100	104	107	132	0	17	0	0	0	0	39	15	370	370	351	336	403	0	10	0	0	0	152	18	4	0	0	404	500	516	477	491	560	362	260	2	0	4	6	1	7	2	1	44	54	1	162	659	0	0	0	9	25
Barhatta	160	480	640	610	1250	121	160	146	136	85	20	27	22	3	20	30	55	73	24	24	42	64	2	6	2	0	0	0	37	0	56	83	77	59	52	12	9	0	0	13	55	12	1	6	6	75	108	112	103	164	215	106	180	0	0	1	2	2	4	0	0	34	38	14	106	1353	37	0	17	1	7
Mohonganj	138	452	590	614	1204	205	204	172	147	47	30	20	11	0	168	172	29	64	171	170	50	57	0	0	0	0	0	0	38	0	174	184	165	136	129	21	32	0	0	5	93	28	15	0	0	29	118	122	120	118	83	100	107	1	3	4	3	1	4	0	0	21	25	0	290	2525	0	0	0	4	16
Khaliajhuri	74	309	383	369	752	100	92	53	57	33	6	9	1	0	16	18	18	17	15	15	12	10	0	4	0	0	0	0	20	2	11	9	7	6	8	0	3	0	6	32	41	0	0	0	0	26	20	13	13	18	15	17	26	2	1	0	0	0	0	0	0	10	10	1	149	399	52	0	21	38	10
