thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Katiadi	354	773	1127	1146	2273	469	391	358	295	247	123	82	53	14	130	126	155	156	132	114	135	150	0	0	0	2	0	0	10	9	157	142	127	106	80	21	242	7	0	140	145	159	119	7	15	120	50	37	58	46	89	54	442	0	2	0	0	0	0	0	0	49	49	61	331	4360	496	0	66	5	123
Bhariab Bazar	383	962	1345	1417	2762	327	352	283	156	100	24	50	46	1	97	66	101	93	101	45	47	76	10	6	10	5	0	0	0	2	26	25	21	13	10	100	389	5	0	148	206	19	267	0	5	0	39	67	45	45	35	45	195	0	0	1	0	0	0	0	1	53	54	70	560	2642	140	0	18	4	37
Austagram	134	350	484	341	825	139	223	188	128	31	23	15	3	11	51	79	58	51	48	90	56	97	9	0	9	6	0	0	22	7	106	104	104	112	93	5	208	1	0	58	111	10	32	13	71	187	189	273	282	204	72	172	65	1	0	0	0	0	0	2	0	17	19	13	126	2453	107	0	21	7	30
Kishoreganj Sadar	289	999	1288	1406	2694	1061	951	595	257	194	30	114	30	62	370	188	249	348	174	122	140	143	2	85	2	11	0	0	34	19	127	133	112	96	131	12	95	68	17	182	500	108	547	54	147	106	130	90	93	183	156	111	383	0	0	0	0	0	0	0	0	35	35	43	845	6408	32	0	14	6	38
Hossainpur	159	980	1139	362	1501	125	177	170	133	78	12	17	31	10	9	40	91	46	9	16	9	22	6	5	6	1	0	0	0	0	0	0	0	0	0	2	31	4	0	25	75	10	216	3	12	0	0	0	0	0	0	0	163	1	0	0	0	0	0	0	0	69	69	13	269	3247	20	0	29	7	13
Nikli	135	310	445	380	825	129	111	87	17	59	32	2	0	0	20	25	26	24	19	20	13	12	0	2	0	1	0	0	34	1	86	95	107	88	95	0	123	4	0	89	85	0	167	2	2	84	82	71	83	78	66	62	128	0	0	0	0	0	0	0	0	10	10	11	520	2478	15	0	4	3	3
Bazitpur	230	704	934	1013	1947	150	162	178	122	224	22	74	27	0	83	51	56	93	52	39	36	60	0	0	0	1	0	0	14	5	104	88	83	82	73	3	54	1	0	0	39	0	0	0	14	117	117	116	100	173	85	119	323	5	5	0	0	0	0	0	0	43	43	8	175	984	147	0	21	12	41
Pakundia	213	687	900	548	1448	251	192	188	136	87	19	28	57	3	11	42	68	91	14	18	21	38	0	2	0	0	0	0	29	7	3	2	4	2	3	7	36	3	0	21	174	22	187	12	3	0	0	0	0	0	0	0	191	12	4	1	4	0	4	1	0	45	50	13	772	2811	159	0	22	5	27
Itna	105	516	621	547	1168	41	46	67	21	107	7	13	3	0	9	5	11	12	8	5	4	5	0	5	0	0	0	0	12	0	24	28	32	22	21	7	204	0	0	147	26	13	57	101	119	9	13	16	16	22	3	7	130	0	0	0	0	0	0	0	0	9	9	1	912	1877	0	0	0	8	0
Kuliarchar	117	737	854	1012	1866	257	209	161	67	76	39	5	0	16	29	20	39	46	29	21	25	52	5	6	5	9	0	0	37	20	93	96	101	92	72	24	314	0	0	9	99	9	10	18	51	136	164	162	166	137	140	137	164	0	2	0	0	0	0	0	0	41	41	21	793	2938	172	0	42	5	60
Tarail	152	955	1107	1024	2131	359	264	177	125	95	15	52	20	0	42	43	40	29	44	47	39	32	0	24	0	6	0	0	62	8	0	0	0	0	0	5	39	22	0	103	348	34	189	33	36	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	15	15	17	419	2820	82	0	14	9	51
Karimganj	239	1502	1741	852	2593	331	236	176	162	169	106	6	0	20	31	35	58	75	73	40	140	42	0	0	0	0	0	0	74	20	166	258	464	472	1388	0	210	5	0	4	39	2	8	24	50	141	133	120	134	119	105	97	295	5	6	0	1	1	2	4	0	55	61	15	974	2508	59	0	0	11	37
Mithamoin	85	350	435	423	858	33	43	49	26	39	37	15	2	0	0	10	18	20	1	10	13	24	0	0	0	0	0	0	16	7	41	30	39	31	36	8	67	0	0	0	71	0	0	0	0	37	56	56	58	45	59	51	93	0	0	0	0	0	0	0	0	22	22	2	55	513	0	0	0	0	7
