thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Adarsho Sadar	409	1750	2159	1488	3647	669	997	1071	691	97	28	130	112	28	185	196	192	388	171	144	139	137	141	130	141	13	1	0	90	37	630	606	618	475	491	15	66	113	22	227	504	152	830	171	183	1135	1330	1170	1359	557	1606	663	554	120	4	0	1	0	1	1	0	55	57	114	1226	5987	3069	0	42	5	36
Chouddagram	350	1294	1644	1723	3367	210	280	302	261	126	10	110	0	7	52	96	166	166	53	98	141	124	0	69	0	2	0	0	17	7	806	747	718	733	677	26	61	3	0	44	483	86	48	21	20	709	780	818	880	583	815	813	342	0	0	0	0	0	0	0	0	85	85	43	691	3491	62	0	56	26	50
Barura	418	1312	1730	1709	3439	288	282	214	125	147	38	65	90	22	137	118	96	92	124	110	95	82	0	25	0	5	0	0	83	5	411	378	394	346	335	15	110	4	0	57	255	44	29	20	21	429	499	538	492	284	479	463	301	8	0	0	0	1	1	0	0	68	69	87	578	4765	148	0	5	5	52
Laksham	249	721	970	916	1886	299	236	244	252	77	27	74	63	14	104	144	166	162	95	120	128	116	0	0	0	0	0	0	126	10	561	518	441	419	414	3	144	44	10	97	425	220	175	86	86	454	507	1205	505	294	507	422	220	0	0	0	0	0	0	0	0	57	57	43	293	2978	135	0	0	10	70
Burichong	325	1241	1566	1529	3095	511	394	265	194	101	48	44	0	45	175	76	65	127	96	63	84	111	1	23	1	72	4	0	104	52	625	595	519	496	464	4	131	56	0	260	648	147	489	44	47	716	724	699	683	523	636	693	349	0	0	0	0	0	0	0	0	79	79	94	626	4236	275	0	11	11	56
Brahmanpara	205	719	924	890	1814	223	206	186	151	103	21	11	39	21	59	58	62	142	60	57	73	120	2	9	2	31	0	4	36	10	336	334	312	280	265	9	90	10	0	24	313	113	39	20	37	371	388	400	367	304	457	390	177	0	0	0	0	0	0	0	0	58	58	41	328	2321	15	0	0	4	24
Homna	175	431	606	600	1206	168	188	178	129	87	8	57	44	38	71	67	79	114	59	45	69	99	0	32	0	0	0	0	21	6	246	242	240	232	215	20	183	5	9	81	382	64	45	44	29	256	282	280	280	231	261	286	177	7	0	0	1	0	1	0	0	45	46	33	299	1840	73	0	8	7	23
Muradnagar	477	1412	1889	1649	3538	492	497	451	404	191	61	159	58	30	153	164	218	216	143	123	197	218	1	193	1	0	0	0	50	7	796	742	663	651	628	0	19	8	0	492	462	88	5	71	97	800	835	791	748	465	763	639	336	12	0	0	0	0	0	0	0	98	98	129	693	2963	65	0	20	22	144
Debidwar	693	1773	2466	2509	4975	767	412	184	111	43	327	87	152	0	110	56	48	115	74	36	37	103	13	80	13	25	0	5	32	10	591	514	495	440	418	74	258	74	0	294	424	161	82	50	59	566	575	550	560	400	530	566	595	1	0	0	0	0	0	0	0	127	127	78	445	4468	212	0	56	16	119
Daudkandi	333	1285	1618	1350	2968	429	348	260	228	105	35	69	0	69	101	113	104	89	71	101	65	44	0	41	0	0	0	0	0	0	705	659	627	627	578	17	38	16	0	364	464	147	110	73	69	575	583	625	600	475	631	581	241	0	0	0	0	0	0	0	0	42	42	0	1075	4531	0	0	0	0	40
Chandina	531	1833	2364	1050	3414	418	410	346	175	136	41	59	78	8	92	57	89	107	85	41	78	65	0	24	0	1	0	0	42	2	435	460	534	440	425	0	82	2	0	144	722	157	55	10	2	589	600	635	606	674	501	477	481	0	0	0	2	0	2	2	2	51	57	56	572	4952	336	7	24	13	61
Nangolkot	356	1590	1946	1817	3763	290	249	165	131	82	63	165	100	74	87	87	65	80	79	84	58	62	0	52	0	6	0	0	12	1	330	326	320	298	280	8	0	10	0	779	159	45	323	77	77	267	351	377	354	234	412	235	364	0	0	0	0	0	0	0	0	83	83	45	517	2106	47	0	12	21	57
