thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Adarsho Sadar	612	1441	2053	1715	3768	1031	827	653	518	98	13	106	95	4	108	125	183	524	121	98	63	153	21	107	21	9	0	1	80	20	693	679	598	458	405	12	166	169	34	168	1012	0	1126	123	123	665	1391	1549	1593	882	1338	825	337	11	6	0	0	1	1	2	0	78	81	49	670	6369	108	0	59	5	36
Chouddagram	844	1406	2250	2202	4452	263	272	266	249	185	11	64	83	11	21	40	77	100	18	37	67	99	2	40	2	8	0	1	13	3	700	708	671	634	630	0	101	6	6	21	353	70	68	20	22	424	866	936	868	791	848	804	365	3	1	0	0	0	0	0	0	127	127	175	561	3108	73	0	35	13	47
Barura	693	1217	1910	2031	3941	378	299	242	115	122	41	21	0	13	73	56	61	49	40	37	51	43	2	11	2	1	0	0	59	6	363	342	312	262	284	25	96	3	0	48	97	40	59	9	14	103	438	448	427	353	402	418	243	1	0	0	0	0	0	0	0	91	91	172	305	2049	237	9	16	10	68
Laksham	324	890	1214	1146	2360	221	178	197	190	73	26	23	0	0	31	31	28	35	24	27	26	27	0	0	0	0	0	0	145	11	369	363	311	289	258	6	18	46	12	477	204	84	246	46	46	151	351	366	386	251	457	353	185	0	0	0	0	0	0	0	0	51	51	30	286	1869	0	0	0	8	53
Burichong	556	816	1372	1696	3068	319	348	287	166	79	51	40	4	35	44	37	119	265	45	46	98	177	4	22	4	5	0	0	84	36	466	443	461	398	427	11	240	39	4	214	189	178	292	0	35	531	715	644	614	937	782	662	318	0	0	0	0	0	0	0	0	104	104	348	653	4724	433	0	6	9	52
Brahmanpara	340	725	1065	959	2024	90	69	80	86	74	30	10	26	0	21	23	24	28	21	25	25	21	0	0	0	45	0	5	49	32	274	264	218	188	203	0	152	0	0	62	90	39	37	23	24	202	303	317	287	277	315	239	233	0	0	0	0	0	0	0	0	63	63	0	233	1786	0	0	0	0	34
Homna	334	464	798	779	1577	190	205	168	138	82	22	55	23	16	26	48	68	83	39	22	44	97	0	34	0	0	0	0	26	0	227	239	228	227	228	16	0	16	0	45	70	13	22	18	18	250	284	311	297	220	209	280	145	0	0	0	0	0	0	1	1	53	55	364	210	1128	71	0	5	13	31
Muradnagar	720	1393	2113	1816	3929	450	532	494	384	293	68	133	63	0	182	153	159	242	172	125	137	208	4	228	4	0	0	0	29	11	733	686	642	569	609	0	52	9	0	80	251	56	3	17	34	825	877	853	781	841	839	621	242	0	0	0	0	0	0	0	0	95	95	360	605	3120	73	0	38	44	94
Debidwar	749	1368	2117	2160	4277	363	289	257	157	298	43	104	45	26	86	24	52	152	54	24	34	84	19	73	19	3	0	2	20	0	465	456	448	387	376	8	248	64	0	81	70	0	12	0	0	345	496	482	583	394	442	422	437	0	0	0	0	0	0	2	0	94	96	127	935	2351	153	0	55	14	123
Daudkandi	524	1408	1932	1601	3533	331	306	287	289	86	26	161	49	14	136	108	131	135	105	82	88	44	37	402	37	0	0	0	38	1	574	576	590	519	550	2	61	13	38	148	184	159	223	2	0	430	503	505	539	387	544	474	185	0	0	0	0	0	0	0	0	56	56	0	978	3382	28	0	14	19	66
