thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Naogaon Sadar	159	390	549	589	1138	385	408	403	369	54	8	54	120	58	103	89	150	193	112	91	148	187	2	83	2	0	0	0	70	18	195	202	220	229	253	2	74	0	0	81	371	7	177	0	0	271	259	255	268	159	307	299	150	0	0	0	0	0	0	0	0	32	32	49	390	5169	85	0	8	15	63
Mohadebpur	218	545	763	796	1559	171	184	179	148	40	1	62	124	27	49	26	50	91	51	29	44	87	2	23	2	0	0	0	32	9	112	75	97	90	73	12	64	0	0	48	185	45	45	115	27	135	148	179	169	107	155	173	227	0	0	0	0	0	0	0	0	75	75	59	345	3035	108	0	6	5	11
Manda	291	659	950	873	1823	457	447	389	335	58	9	230	153	161	175	62	95	198	175	62	94	163	9	55	9	33	0	3	86	15	98	102	91	94	106	11	113	37	1	178	587	204	305	228	160	92	109	114	125	145	139	103	290	0	1	0	0	0	0	0	0	90	90	35	1278	5658	305	0	24	14	41
Badalgachhi	105	656	761	130	891	274	213	209	163	28	5	43	8	39	73	120	94	65	60	55	65	80	1	17	1	3	0	2	35	9	180	170	160	188	172	8	98	5	0	62	63	18	162	43	41	124	192	169	169	241	133	141	94	1	1	0	0	0	0	0	0	59	59	49	536	2400	394	0	30	5	19
Rani Nagar	139	346	485	490	975	140	147	128	110	60	3	34	66	5	23	31	41	69	24	22	35	63	0	1	0	0	0	0	73	32	278	269	267	265	266	0	21	0	0	125	298	43	50	29	86	210	279	283	227	279	240	234	163	0	0	0	0	0	0	0	0	36	36	51	717	3421	232	2	11	10	18
Patnitola	200	401	601	675	1276	173	129	142	89	40	2	13	0	18	35	25	39	82	34	28	37	71	16	15	16	17	0	6	69	34	209	172	201	161	169	20	132	0	0	90	241	2	44	41	65	200	240	238	225	271	197	240	150	0	0	2	3	1	4	0	0	50	54	125	281	3362	161	5	21	11	45
Atrai	229	343	572	611	1183	85	149	180	73	53	18	52	102	0	7	19	28	59	7	19	28	59	0	0	0	0	0	0	87	9	233	261	234	224	212	15	71	0	0	18	89	3	42	0	0	228	247	270	310	290	245	258	225	0	0	0	0	1	1	0	0	85	86	95	62	2277	37	0	7	7	21
Dhamoirhat	99	422	521	564	1085	174	191	175	121	41	0	31	32	7	39	63	60	76	31	45	59	74	0	28	0	0	0	0	40	1	195	200	147	131	108	4	13	0	0	179	29	20	0	29	7	123	169	178	158	139	142	114	96	0	1	0	0	0	0	0	0	52	52	43	673	1620	79	2	18	8	18
Niamatpur	132	423	555	633	1188	160	149	161	135	69	0	35	23	12	24	31	61	124	27	31	61	113	0	0	0	4	0	2	32	4	142	144	127	102	93	6	48	24	2	12	132	29	45	68	19	82	84	99	89	81	92	74	127	3	0	0	0	0	0	0	0	23	23	28	531	1938	4	0	5	3	30
Porsa	80	271	351	410	761	71	96	70	56	58	4	14	0	22	23	24	31	41	23	24	31	41	0	5	0	2	0	1	25	1	122	125	115	107	100	8	109	0	0	6	76	17	20	9	19	101	100	124	121	124	111	107	106	0	0	0	0	0	0	0	0	26	26	22	214	1805	82	0	13	5	15
Sapahar	188	269	457	702	1159	63	114	155	85	54	64	4	0	9	21	45	27	62	3	3	1	38	0	1	0	0	0	0	40	2	77	93	124	112	72	19	158	3	0	13	385	6	0	3	5	115	138	140	142	133	130	97	213	1	1	0	2	1	3	0	0	31	34	99	170	1137	82	0	7	4	19
