thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Bochaganj	132	430	562	444	1006	187	148	175	141	30	2	12	4	10	14	32	67	74	14	32	67	74	5	41	5	0	0	0	24	0	92	106	95	81	74	1	133	11	0	41	124	94	20	4	10	71	98	90	87	41	86	66	118	2	0	0	0	1	1	0	0	37	38	44	259	1746	42	0	3	6	28
Kaharole	170	299	469	376	845	195	219	182	234	40	0	51	65	8	57	53	90	165	47	48	86	146	0	18	0	2	0	0	14	7	193	199	187	184	176	2	187	7	0	215	190	125	79	37	8	191	214	216	216	264	253	197	156	0	0	0	0	0	0	0	0	44	44	33	337	2401	125	0	6	6	24
Fulbari	115	484	599	107	706	174	85	82	78	53	4	18	0	18	23	18	27	65	25	20	26	62	3	13	3	0	0	0	19	2	39	36	42	45	37	0	144	0	0	72	160	70	30	19	28	47	40	47	43	51	42	28	91	0	0	0	0	0	0	0	0	36	36	9	385	2053	103	2	6	6	26
Khanshama	230	401	631	643	1274	284	216	170	190	8	0	203	79	47	59	65	83	121	59	65	83	132	2	56	2	3	0	1	13	0	230	229	233	224	224	0	177	8	0	29	115	0	32	0	273	278	308	305	309	922	326	316	273	2	0	0	0	0	0	2	1	23	26	68	276	2089	569	0	0	5	27
Dinajpur Sadar	353	1266	1619	1568	3187	1480	958	832	671	70	0	65	141	126	197	181	444	393	197	181	408	406	0	340	0	9	0	2	113	27	312	318	337	287	278	46	118	254	20	568	359	453	443	205	205	508	532	499	548	731	593	476	311	2	1	0	0	1	1	0	0	73	74	113	794	6256	102	0	12	9	52
Hakimpur	86	180	266	251	517	324	214	185	39	26	2	22	19	0	115	95	115	136	4	2	12	22	0	0	0	0	0	0	18	3	27	34	26	32	30	0	202	0	0	2603	22	5	5	30	0	43	38	30	49	40	40	24	49	0	0	0	0	0	0	0	0	22	22	22	828	2171	26	0	14	0	11
Birganj	351	707	1058	995	2053	636	540	525	375	87	13	97	113	10	106	97	105	299	107	93	104	291	0	90	0	5	0	0	99	73	167	156	168	142	161	6	198	1	0	156	336	4	62	14	18	183	188	189	182	244	192	155	320	1	0	0	0	0	0	0	0	44	44	139	537	2993	252	2	8	6	53
Ghoraghat	83	239	322	224	546	41	54	59	48	41	5	17	18	22	10	6	11	18	10	6	11	15	0	24	0	0	0	0	3	0	115	103	98	98	71	0	0	5	0	107	116	0	176	0	22	58	107	120	120	16	86	81	81	0	0	0	0	0	0	0	0	13	13	10	316	1371	21	0	0	2	20
Birol	231	1045	1276	424	1700	415	411	391	237	114	3	29	86	0	115	85	125	246	115	85	125	246	0	0	0	0	0	0	0	0	130	135	127	126	106	21	80	4	0	71	280	0	82	0	0	154	147	157	169	186	143	149	225	0	0	0	0	0	0	0	0	61	61	75	546	2927	94	0	13	4	68
Chirir Bandar	234	682	916	684	1600	365	310	326	325	28	3	105	62	32	82	84	105	129	98	80	103	101	3	64	3	35	0	0	48	4	429	436	486	428	368	0	72	16	0	335	485	0	295	21	198	432	570	579	639	468	581	467	198	0	10	0	0	0	0	0	0	24	24	45	712	5680	350	0	21	14	38
Parbatipur	390	1511	1901	733	2634	733	540	524	489	113	2	238	79	187	127	102	116	224	153	121	112	133	24	44	24	0	0	0	29	7	597	472	464	372	399	0	323	37	0	626	676	524	333	53	44	279	327	335	370	418	360	263	363	32	0	0	1	0	1	0	0	57	58	31	302	3446	12	0	13	12	40
Nawabganj	190	316	506	517	1023	68	137	140	109	77	0	48	33	0	7	29	53	79	7	29	53	77	0	0	0	0	0	0	100	7	229	220	205	217	222	0	124	0	0	0	0	0	0	0	0	303	274	302	326	285	304	273	159	0	0	0	0	0	0	0	0	38	38	19	396	2328	214	0	17	12	35
Birampur	119	311	430	331	761	140	215	157	89	61	3	26	52	5	18	10	15	40	19	10	18	44	19	24	19	3	0	0	0	0	18	24	27	22	20	0	86	15	0	7	74	11	15	20	11	25	36	42	40	65	19	26	115	0	0	0	0	0	0	0	0	19	19	19	297	1817	213	0	11	4	40
