thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Digholia	932	5156	6088	628	6716	2555	2762	2763	2183	80	10	231	395	82	896	933	1011	959	899	916	993	958	18	331	18	7	0	0	46	1	241	270	329	254	197	15	28	169	2	662	504	65	708	159	159	389	435	455	482	1007	431	489	787	0	0	0	0	0	0	1	0	46	47	52	2227	10265	107	1	27	15	51
Dumuria	298	551	849	731	1580	459	424	306	189	38	8	11	0	7	88	120	149	207	53	71	108	157	6	22	6	23	2	13	51	17	29	25	191	252	193	24	143	6	1	87	473	0	259	21	29	209	261	248	234	278	298	187	276	0	0	1	4	2	6	0	0	95	101	65	850	4554	33	0	11	9	43
Khulna Sadar	534	2946	3480	3358	6838	807	1665	1260	1010	277	1	74	76	33	562	552	519	693	561	570	449	685	47	417	47	0	0	0	466	6	365	381	388	376	395	0	3	1	11	1124	924	57	492	425	430	493	895	653	564	714	664	418	428	3	1	0	0	0	0	0	0	5	5	580	6121	12034	1314	0	161	17	8361
Dacope	196	297	493	367	860	127	153	101	88	71	5	34	55	0	23	29	38	70	19	27	37	68	3	0	3	0	0	0	11	8	20	28	101	109	84	2	141	6	0	96	118	10	131	74	1	147	170	133	164	140	113	117	165	1	0	1	3	0	3	1	0	35	39	49	289	1407	110	0	25	8	1
Terokhada	82	296	378	328	706	94	129	102	69	49	4	6	0	2	20	34	32	33	23	29	28	26	1	4	1	2	0	0	74	16	26	39	63	80	71	1	49	7	0	0	138	12	0	16	5	96	93	93	101	109	91	84	80	0	0	0	0	0	0	1	0	20	21	21	160	1292	66	0	10	10	19
Fultala	156	203	359	284	643	175	215	136	90	28	6	25	71	0	20	33	46	71	7	11	29	45	0	22	0	0	0	0	30	5	18	16	71	74	90	12	71	0	0	36	186	18	16	12	1	85	109	124	126	120	101	103	130	2	0	0	0	1	1	1	0	29	31	48	213	1475	58	0	9	3	20
Batiaghata	153	380	533	237	770	126	153	150	148	49	7	30	65	6	48	70	79	103	35	62	95	109	1	43	1	3	0	0	7	1	40	30	69	66	78	2	89	11	7	41	141	28	42	7	25	106	108	118	149	149	120	174	151	1	0	0	1	0	1	2	0	53	56	39	184	1719	75	0	0	5	40
Paikgachha	176	372	548	572	1120	124	92	65	58	56	4	6	0	17	28	20	31	36	25	13	22	28	0	0	0	0	0	0	30	5	26	51	110	108	131	4	26	0	0	0	157	0	1	12	31	125	128	108	114	94	101	126	216	0	0	0	1	0	1	1	0	71	73	49	109	1528	34	0	5	2	6
Rupsha	160	267	427	422	849	144	141	125	116	34	5	38	50	5	22	34	47	59	23	29	47	59	2	9	2	7	0	0	81	11	42	36	65	66	60	0	35	1	16	48	202	61	19	61	6	92	107	111	104	112	95	67	127	1	1	0	0	1	1	0	1	30	32	16	161	1338	441	0	15	6	18
Koyra	140	444	584	444	1028	225	125	89	40	83	0	5	18	2	20	24	28	18	20	20	14	18	0	0	0	11	0	0	9	0	59	71	192	177	189	9	37	8	6	111	114	0	24	10	13	263	263	271	235	266	279	292	147	0	0	0	0	1	1	0	0	36	37	22	288	1527	112	0	16	6	16
