thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Panchlaish	19	32	51	55	106	1577	1248	1087	1341	14	0	258	84	271	467	413	658	764	458	520	583	891	0	3	0	19	0	0	121	7	734	623	455	448	483	10	47	20	20	649	887	289	1250	0	0	11	11	11	17	17	20	20	332	0	0	0	0	0	0	0	0	4	4	0	1943	11546	0	0	0	0	0
Rangunia	240	769	1009	960	1969	274	287	250	140	71	20	35	0	17	43	52	91	149	42	48	85	113	3	38	3	11	0	0	42	7	197	180	182	138	144	4	89	16	2	291	593	976	429	38	37	274	349	317	280	272	293	259	165	0	0	0	0	0	0	0	0	82	82	62	886	4173	293	0	22	11	81
Doublemooring	55	334	389	403	792	2938	2402	1908	2327	22	0	269	343	61	1279	1452	1650	1632	2063	1404	1850	1283	26	1438	26	21	0	2	44	7	898	707	575	498	491	0	44	144	40	1841	1925	1103	4875	594	699	1472	1798	1425	1396	1648	1386	1265	587	19	7	0	0	0	0	0	0	19	19	64	2736	20420	33	3	3	7	0
Fatichhari	456	1499	1955	1898	3853	390	332	242	200	52	33	30	0	19	76	74	83	135	55	54	59	108	0	36	0	12	0	0	17	6	738	691	631	559	571	30	0	2	1	162	422	76	328	13	21	603	781	790	780	830	701	683	294	1	4	0	1	0	1	2	0	84	87	95	1043	3717	51	0	1	12	45
Hathazari	229	808	1037	1017	2054	95	67	49	32	10	8	106	47	10	22	8	17	45	23	22	28	33	8	50	8	0	0	0	9	7	83	76	61	53	54	9	27	23	0	77	355	59	111	30	18	82	92	92	86	71	76	84	189	0	0	0	1	1	2	0	0	84	86	22	978	2780	192	0	32	21	24
Sitakunda	439	953	1392	1092	2484	377	269	205	139	97	7	55	51	24	77	52	110	70	74	55	101	69	86	61	86	0	0	0	70	30	292	270	252	251	225	28	78	70	9	563	274	137	129	24	24	290	282	271	285	224	336	258	210	0	0	0	0	0	0	0	0	66	66	123	289	3368	48	0	2	5	54
Mirsharai	250	814	1064	1079	2143	658	412	476	411	134	13	83	0	0	100	121	154	207	100	114	144	221	0	10	0	0	0	0	11	11	424	371	401	389	401	49	58	8	7	109	437	282	207	0	48	526	522	490	530	538	518	446	271	0	0	0	0	0	0	0	0	96	96	24	1028	4467	4	0	0	6	21
Rawzan	228	637	865	998	1863	221	182	148	96	52	1	43	0	41	50	45	58	78	35	33	45	54	11	73	11	3	0	0	41	16	500	535	457	426	440	17	79	17	3	225	506	260	151	45	45	379	394	392	427	382	421	438	208	0	0	0	0	0	0	0	0	81	81	48	612	3180	37	0	25	16	23
Sandwip	222	751	973	667	1640	352	335	286	249	131	54	71	16	0	75	87	111	130	67	80	95	115	2	8	2	0	0	1	26	7	372	337	325	270	278	14	145	3	0	53	110	25	141	83	205	369	382	351	371	338	355	337	253	2	0	0	2	0	2	0	0	67	69	87	423	1549	308	0	13	12	5
Boalkhali	154	672	826	307	1133	216	307	272	199	27	1	106	35	38	54	44	88	78	52	53	85	76	2	4	2	4	0	0	15	5	100	99	194	186	178	15	42	10	0	66	192	42	38	58	50	186	241	230	229	210	176	140	167	0	0	0	0	0	0	0	0	59	59	59	943	2544	60	0	3	5	46
