thana_Name	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
Panchlaish	18	43	61	42	103	1641	1486	1085	1075	0	0	333	125	330	542	302	460	583	575	305	504	616	45	19	45	10	0	0	267	8	861	680	515	420	361	30	237	181	16	428	781	980	946	0	0	91	96	82	70	161	34	78	414	0	0	0	0	0	0	0	0	4	4	1	1733	7781	0	0	0	0	0
Rangunia	231	749	980	868	1848	241	296	243	186	54	9	33	0	26	47	56	78	143	47	53	71	91	21	62	21	22	0	1	44	13	238	226	226	183	197	2	102	13	2	383	842	922	459	40	38	243	287	275	301	259	252	201	131	0	0	0	0	0	0	0	0	52	52	73	917	4023	238	0	22	11	76
Doublemooring	58	314	372	365	737	2325	1969	1950	2176	18	0	225	350	63	679	703	943	1133	1398	1393	1581	911	15	2449	15	15	0	15	29	26	850	650	516	381	403	0	61	126	29	1710	1134	586	3217	551	637	1281	1689	1495	1542	1405	1083	871	489	17	2	0	0	0	0	0	0	15	15	37	2539	17661	28	2	3	6	0
Fatichhari	609	1422	2031	1687	3718	359	337	300	246	43	27	13	0	13	108	54	72	123	104	51	56	79	4	65	4	6	0	1	22	2	709	648	588	557	493	24	22	7	0	111	779	142	275	7	7	728	812	817	899	833	788	586	294	0	0	0	0	0	0	0	0	69	69	79	1002	3434	86	0	0	19	66
Hathazari	187	681	868	818	1686	70	82	61	34	26	8	104	35	16	26	10	11	17	19	6	8	21	13	33	13	0	0	0	14	13	99	90	95	91	60	14	34	55	0	78	260	59	62	20	20	61	74	76	67	66	56	75	124	0	0	0	0	0	0	0	0	51	51	20	978	2957	182	0	31	20	9
Sitakunda	393	995	1388	1297	2685	347	354	286	158	84	5	63	50	13	81	67	76	88	74	63	79	79	4	54	4	131	0	0	49	3	265	267	269	216	231	22	102	82	23	87	326	152	104	16	16	301	335	367	346	393	347	306	168	0	0	0	0	0	0	0	0	37	37	102	326	3297	72	0	0	6	24
Mirsharai	220	842	1062	1041	2103	458	485	322	271	64	7	18	0	0	78	89	120	129	42	74	91	130	0	52	0	0	0	0	17	8	355	335	355	354	385	0	0	0	0	219	464	26	62	0	0	443	453	520	510	539	474	384	156	0	0	0	0	0	0	0	0	48	48	28	1038	3624	0	0	0	3	8
Rawzan	266	696	962	986	1948	268	232	212	139	38	1	40	0	31	81	71	100	123	49	54	80	99	0	26	0	0	0	0	24	6	425	430	438	418	431	5	148	19	0	184	501	194	105	34	38	323	340	305	337	334	314	311	183	0	0	0	0	0	0	0	0	71	71	48	600	3049	33	0	27	19	40
Sandwip	226	744	970	705	1675	414	324	302	222	136	43	58	25	0	77	137	135	173	84	129	116	162	0	70	0	0	0	0	30	5	396	372	357	344	344	5	128	0	0	26	72	21	87	92	188	437	463	446	446	446	425	375	239	0	0	0	0	0	0	2	0	56	58	80	380	1388	264	0	26	13	4
Boalkhali	147	636	783	365	1148	236	229	216	201	28	0	100	32	34	63	60	82	71	63	56	67	76	4	12	4	3	0	2	23	8	115	100	168	151	175	9	44	3	3	43	147	42	49	79	33	165	213	212	220	199	187	156	161	0	0	0	0	0	0	0	0	38	38	44	657	2553	64	0	14	7	52
Chandlaish	207	771	978	315	1293	211	134	167	57	33	12	145	24	88	56	81	76	62	7	23	25	23	0	0	0	0	0	0	15	12	198	184	165	146	165	13	84	7	10	51	148	38	93	95	100	180	163	154	151	140	190	157	213	0	0	0	0	0	0	0	0	46	46	34	548	2592	65	0	31	26	22
Banshkhali	323	1758	2081	1354	3435	343	355	355	392	147	90	75	0	76	202	176	130	100	204	169	118	98	0	62	0	11	0	0	15	2	534	529	495	447	439	15	51	0	0	182	404	97	169	75	75	527	585	544	554	460	510	462	298	0	0	0	0	0	0	1	0	59	60	25	637	6074	67	10	12	0	23
Satkania	297	1567	1864	1668	3532	322	246	182	121	106	6	198	46	3	61	76	90	120	54	62	78	83	24	1	24	0	0	0	29	3	294	278	280	280	276	0	72	0	0	380	351	100	88	71	49	371	389	369	393	383	366	302	305	0	0	0	0	0	0	0	0	54	54	58	614	2700	302	50	39	28	514
Anwara	199	534	733	544	1277	146	108	88	101	32	3	151	27	23	58	30	23	40	57	24	19	36	0	0	0	0	0	0	2	2	285	228	231	197	185	9	51	15	5	66	127	0	24	0	21	292	301	298	280	255	308	250	213	0	0	0	0	0	0	0	0	43	43	37	775	2655	47	0	3	6	6
Patiya	366	996	1362	987	2349	1165	904	734	849	82	19	519	13	525	622	468	489	485	653	427	461	474	18	51	18	21	0	1	232	84	554	545	535	491	472	20	264	24	11	576	922	292	605	0	0	666	697	711	689	700	650	569	306	2	2	0	0	0	0	0	0	86	86	65	3318	14814	266	0	25	24	78
Lohagora	207	437	644	497	1141	122	146	137	101	54	0	72	19	4	12	29	58	100	9	26	59	119	0	19	0	5	0	0	11	5	361	336	328	345	400	18	55	0	0	57	2225	0	69	64	95	371	393	419	420	481	435	427	158	1	1	0	0	0	0	0	0	34	34	20	290	2198	88	0	9	5	41
